file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_31065246,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北社長改變結果,十多年前台北社長改變結果,0.0,0.4166666666666667,0.4166666666666667,2.0301589965820312,1.169364333152771,0.7738944621679924
common_voice_zh-TW_20860809,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20860809.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_20860809_inference.wav,就补缴空屋税,就补叫空污税,就补叫空污税,这部叫空窝睡,这部叫空窝睡,0.3333333333333333,0.8333333333333334,0.5,2.1074585914611816,1.8339767456054688,0.7926879348641094
common_voice_zh-TW_26657819,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_26657819_inference.wav,超英赶美,超音感美,超音感美,巧英感冥,巧英感冥,0.5,0.75,0.25,1.6226974725723269,1.3385951519012451,0.695536371855494
common_voice_zh-TW_24677150,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_24677150_inference.wav,有三十五种语言,有35种语言,有种语言,有35种语言,有种语言,0.4285714285714285,0.4285714285714285,0.0,2.5656533241271973,1.4011229276657104,0.7992946433097883
common_voice_zh-TW_26826729,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,人被视为尊贵的血统,准备视为珍贵的学童,准备视为珍贵的学童,0.1111111111111111,0.5555555555555556,0.4444444444444445,3.130289554595948,1.4493931531906128,0.8407608686610064
common_voice_zh-TW_31113743,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,聯絡羅東林場與太平山林場,聯絡羅東林場與太平山林場,0.0,0.5833333333333334,0.5833333333333334,2.308868885040283,1.5824120044708252,0.8479883168705759
common_voice_zh-TW_37952977,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场了,參與者要進入會場,參與者要進入會場,0.0,0.6666666666666666,0.6666666666666666,1.640876531600952,1.4543286561965942,0.8021239663156047
common_voice_zh-TW_22006784,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,我上來就來個有尾韻,我上來就來個有尾韻,0.0,0.7272727272727273,0.7272727272727273,1.9836609363555908,1.4905998706817627,0.6778799488022915
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过人的企业用吗,有超过5000人的青年用吗?,有超过人的青年用吗,0.1818181818181818,0.3636363636363636,0.1818181818181818,3.164901733398437,2.177048444747925,0.8817088305022205
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,強迫開放引進新東西的話,強迫開放頂記新東西的話,強迫開放頂記新東西的話,0.4545454545454545,0.5454545454545454,0.0909090909090908,2.554239749908448,2.058828115463257,0.879946806569753
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻鶴,我會把你給給我,我會把你給給我,0.4,1.0,0.6,1.2393579483032229,1.1213958263397217,0.6219904596957265
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其實每一年都有精進,其實每一年都有金金,其實每一年都有金金,0.2222222222222222,0.3333333333333333,0.1111111111111111,3.186445474624634,1.7446088790893557,0.7736826469241588
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,當局者明確扣線,三K者你是特殊啊,三者你是特殊啊,0.8333333333333334,1.0,0.1666666666666666,2.44681715965271,1.5344605445861816,0.4893066211785197
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重視有關經濟發展與財政收入方面的改革,重視有關經濟發展與財政收入方面的改革,0.0,0.3888888888888889,0.3888888888888889,1.973624348640442,1.6948812007904053,0.8393166369344409
common_voice_zh-TW_27459935,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,由兩種相同元素組成的化合物,有兩種相同元素組成的化合物,有兩種相同元素組成的化合物,0.2307692307692307,0.3076923076923077,0.0769230769230769,1.9981443881988523,1.7210743427276611,0.7992792832126385
common_voice_zh-TW_25115780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,差不多是云油外等级,差不多是云油外等级,0.2222222222222222,0.3333333333333333,0.1111111111111111,3.2302749156951904,1.759307861328125,0.7745000548785674
common_voice_zh-TW_36445549,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关事件,各国的相关世界,各国的相关世界,0.0,0.4444444444444444,0.4444444444444444,2.005021572113037,1.1911306381225586,0.7199017994987753
common_voice_zh-TW_32161714,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,我來台北教育大學,我來台北教育大學,0.0,0.375,0.375,2.918873071670532,1.6761666536331177,0.8290976573619064
common_voice_zh-TW_22765224,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为核发查询码的身份辨识,氣味和發財尋覽者身份辨識,氣味和發財尋覽者身份辨識,0.0833333333333333,0.8333333333333334,0.75,2.645458698272705,1.655047059059143,0.8035227013424134
common_voice_zh-TW_19239250,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。",杜先生你先来楼上,"先生,你前来路上",先生你前来路上,0.1111111111111111,0.4444444444444444,0.3333333333333333,2.487954616546631,1.3074989318847656,0.8181335818299186
common_voice_zh-TW_30481720,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,捧场调度的实力发挥,捧场调度的实力发挥,0.0,0.2222222222222222,0.2222222222222222,2.1524901390075684,1.8740170001983645,0.8765628747320354
common_voice_zh-TW_31483227,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,捷运新北产业圆区站,您的心理查询要用详细的。,您的心理查询要用详细的,0.1111111111111111,1.0,0.8888888888888888,2.1065146923065186,1.2800136804580688,0.7401092946074782
common_voice_zh-TW_19419800,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事,推特到底是發生了什麼事,推特到底是發生了什麼事,0.3076923076923077,0.3076923076923077,0.0,2.3624155521392822,2.194091558456421,0.8845072768252746
common_voice_zh-TW_31313987,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该何假处的时间及延度记录,某日该喝甲醋的时间及饮度记录,某日该喝甲醋的时间及饮度记录,0.2142857142857142,0.2142857142857142,0.0,2.660890579223633,1.7310676574707031,0.8672358013203145
common_voice_zh-TW_26774537,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,主要集中在泰山幼苗,不要急 怎麼在 太深6秒,不要急怎麼在太深秒,0.2222222222222222,0.8888888888888888,0.6666666666666666,2.3857970237731934,1.3237254619598389,0.9022968584764628
common_voice_zh-TW_36635605,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新中恒公路嘉義御山線,先修行公用武家一御三線,先修行公用武家一御三線,0.4,1.0,0.6,2.076793670654297,1.469567894935608,0.7722632218337001
common_voice_zh-TW_30576707,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,0.0,0.0,0.0,3.109978675842285,2.360646247863769,0.8844459802948427
common_voice_zh-TW_19243536,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自己,才能夠完成超越自己,才能夠完成超越自己,0.0,0.1111111111111111,0.1111111111111111,2.19544005393982,1.8412129878997805,0.6877634758829014
common_voice_zh-TW_36444578,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,随时与记忆的核心关键,随时与记忆的核心关键,0.0,0.2,0.2,3.216986656188965,1.6212269067764282,0.8537660963172063
common_voice_zh-TW_18670563,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗,要加酱油吗?,要加酱油吗,0.0,0.0,0.0,2.4383256435394287,1.594436526298523,0.7942974185546136
common_voice_zh-TW_22019228,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,0.3529411764705882,0.3529411764705882,0.0,2.1343321800231934,1.6346920728683472,0.8551842886398577
common_voice_zh-TW_27103780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,我關熱鬧雞爛山鬧雞的沒有數,我關熱鬧雞爛山鬧雞的沒有數,0.0,1.0,1.0,1.918335556983948,1.4599785804748535,0.8396774694234526
common_voice_zh-TW_31437436,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,他们也先加一大份人之后,他们也先加一大份人之后,0.0,1.0,1.0,2.3675179481506348,1.3700871467590332,0.80118680978403
common_voice_zh-TW_27165927,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,利用了思維能力,利用了思維能力,0.2857142857142857,0.2857142857142857,0.0,2.567141532897949,1.769230604171753,0.8508736900672467
common_voice_zh-TW_31451722,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,高雄市立土著館美濃分館,高雄市立土著館美濃分館,0.0909090909090909,0.4545454545454545,0.3636363636363636,2.9798824787139893,2.1788837909698486,0.8913128316411366
common_voice_zh-TW_27359046,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,0.0,0.0,0.0,2.561673879623413,1.653939962387085,0.7965210853829708
common_voice_zh-TW_24478304,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在蛮深处的船,玩下一艘在門深處的船,玩下一艘在門深處的船,0.4,0.5,0.0999999999999999,3.498560905456543,1.996823072433472,0.9125552599796954
common_voice_zh-TW_31145496,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来公了,完全可以拉公了,完全可以拉公了,0.2857142857142857,0.4285714285714285,0.1428571428571428,3.52013897895813,1.9549458026885984,0.8623051641124208
common_voice_zh-TW_30767022,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,发想改变世界的点子,阿桑改变诗句的点子,阿桑改变诗句的点子,0.0,0.4444444444444444,0.4444444444444444,2.382016181945801,1.1449061632156372,0.7031794518612121
common_voice_zh-TW_17460981,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,努力寻找正直机会,努力寻找正直机会,0.125,0.125,0.0,3.420614004135132,2.285980701446533,0.8384313432380922
common_voice_zh-TW_27965506,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我會住在大理寫的那天,我會更加大於以前的那天,我會更加大於以前的那天,0.6,0.7,0.0999999999999999,1.8200467824935915,1.7805168628692627,0.8649025710736703
common_voice_zh-TW_25906007,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以传说对象来区别,你傳說對上來區別,你傳說對上來區別,0.125,1.0,0.875,2.804575204849243,2.185835838317871,0.8801042065285334
common_voice_zh-TW_17460998,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我们会有更坚强的实力,我们会有更坚强的实力,我们会有更坚强的实力,0.0,0.0,0.0,3.584146738052368,1.749558448791504,0.8960460374974117
common_voice_zh-TW_22765404,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不會影響到他們的壓力測試,不會影響到他們的壓力收視,不會影響到他們的壓力收視,0.5,0.5,0.0,2.5350794792175293,1.6726362705230713,0.6505554251354998
common_voice_zh-TW_22720661,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,不再只是法律人的司法,《福在子是凡律人的思法》,福在子是凡律人的思法,0.0,0.5,0.5,2.9424421787261963,1.590763807296753,0.7885703863486276
common_voice_zh-TW_24479853,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小塊的,很容易醉神小小快的,很容易醉神小小快的,0.1111111111111111,0.3333333333333333,0.2222222222222222,2.0169901847839355,1.6012195348739624,0.849799004430243
common_voice_zh-TW_30583521,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_30583521_inference.wav,台北市重庆北路,台北市重庆北路,台北市重庆北路,艾比是重生人物,艾比是重生人物,0.0,0.8571428571428571,0.8571428571428571,2.354576110839844,1.1937134265899658,0.8273227817353483
common_voice_zh-TW_17508017,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17508017.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice_86/common_voice_zh-TW_17508017_inference.wav,世界上第二有公信力的,世界上第二有公信力的,世界上第二有公信力的,世界上给偶有公信力的,世界上给偶有公信力的,0.0,0.2,0.2,1.878362059593201,1.198225021362305,0.7420929407581751
