file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
61-70968-0033,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0033.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0033_inference.wav,THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout.",THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout.",THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT,0.0,0.0,0.0,3.60952353477478,1.7598668336868286,0.907615862857144
61-70968-0048,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0048.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0048_inference.wav,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT, and Henry might return to England at any moment.,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT, and Henry might return to England at any moment.,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT,0.0,0.0,0.0,2.0359127521514893,1.170274257659912,0.7728305308636444
61-70968-0007,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0007.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0007_inference.wav,SISTER NELL DO YOU HEAR THESE MARVELS," Sister Nell, do you hear these marvels?",SISTER NELL DO YOU HEAR THESE MARVELS," Sister Nell, do you hear these marvels?",SISTER NELL DO YOU HEAR THESE MARVELS,0.0,0.0,0.0,2.31980848312378,1.316706299781799,0.8004587710606721
61-70968-0055,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0055.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0055_inference.wav,ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES," Robin was glad when, at length, they were left to their own devices.",ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES," Robin was glad when, at length, they were left to their own devices.",ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES,0.0,0.0,0.0,2.970553159713745,1.745955467224121,0.871141634074788
61-70968-0039,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0039.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0039_inference.wav,AND MINE IS WILL STUTELEY SHALL WE BE COMRADES, And mine is Will Stutley. Shall we be comrades?,AND MINE IS WILL STUTLEY SHALL WE BE COMRADES, and mine is Will Stutley. Shall we become lads?,AND MINE IS WILL STUTLEY SHALL WE BECOME LADS,0.1111111111111111,0.6666666666666666,0.5555555555555556,3.349658489227295,1.7364144325256348,0.8685547750274653
61-70968-0049,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0049.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0049_inference.wav,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN, have your will child if the boy also wills it montfich answered feeling too ill to oppose anything very strongly just then,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICH ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN, have your will child if the boy also wills it montfich answered feeling too ill to oppose anything very strongly just then,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICH ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN,0.0909090909090909,0.0909090909090909,0.0,3.2868566513061523,1.610605001449585,0.8766502094655177
61-70968-0020,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0020.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0020_inference.wav,SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM," ""'Shame on you, citizens!' cried he. ""'I blush for my fellows of Nottingham!'",SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM," ""'Shame on you, citizens!' cried he. ""'I blush for my fellows of Nottingham!'",SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM,0.0,0.0,0.0,3.425384044647217,1.355001449584961,0.8617556836566209
61-70968-0035,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0035.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0035_inference.wav,TAKING ADVANTAGE OF THIS THE SQUIRE'S FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBIN'S AND THE LITTLE STROLLER'S CRIES FOUGHT THEIR WAY TO HIM," Taking advantage of this, the squire's few men redoubled their efforts, and, encouraged by Robbins and the little stroller's cries, fought their way to him.",TAKING ADVANTAGE OF THIS THE SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBBINS AND THE LITTLE STROLLERS CRIES FOUGHT THEIR WAY TO HIM," Taking advantage of this, the squire's few men redoubled their efforts and, encouraged by Robbins and the little stroller's cries, fought their way to him.",TAKING ADVANTAGE OF THIS THE SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBBINS AND THE LITTLE STROLLERS CRIES FOUGHT THEIR WAY TO HIM,0.04,0.04,0.0,3.483720541000366,1.5403921604156494,0.8944345286420387
61-70968-0060,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0060.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0060_inference.wav,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS, No thanks. I am glad to give you such easy happiness.,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS," No thanks, I am glad to give you such easy happiness.",NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS,0.0,0.0,0.0,3.31115460395813,1.535292625427246,0.8842919545807782
61-70968-0000,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0000.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0000_inference.wav,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT," He began a confused complaint against the wizard, who had vanished behind the curtain on the left.",HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT," He began a confused complaint against the wizard, who had vanished behind the curtain on the left.",HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT,0.0,0.0,0.0,3.7264232635498047,1.4067258834838867,0.8929428208431676
61-70968-0053,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0053.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0053_inference.wav,HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY," ""'He is my esquire, Excellency,' returned Robin with dignity.",HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY," ""'Youse my esquire, Excellency,' returned Robin with dignity.",YOUSE MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY,0.0,0.5555555555555556,0.5555555555555556,3.2833988666534424,1.6038224697113037,0.8659283330829298
61-70968-0024,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0024.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0024_inference.wav,SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PURSE IN CONSOLATION," spoke the squire, losing all patience. And it was to you that I gave another person consolation.",SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PERSON CONSOLATION," spoke the Squire, losing all patience. Then it was to you that I gave another push and consolation.",SPOKE THE SQUIRE LOSING ALL PATIENCE THEN IT WAS TO YOU THAT I GAVE ANOTHER PUSH AND CONSOLATION,0.2222222222222222,0.4444444444444444,0.2222222222222222,3.130540609359741,1.3335292339324951,0.8444652947929946
61-70968-0057,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0057.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0057_inference.wav,THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT," These escapades are not for old Gamewell, lad. His day has come to twilight.",THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT, These escapades are not for old game well led. His day has come to twilight.,THESE ESCAPADES ARE NOT FOR OLD GAME WELL LED HIS DAY HAS COME TO TWILIGHT,0.0,0.1428571428571428,0.1428571428571428,3.088228702545166,1.3789851665496826,0.8530891610492202
61-70968-0004,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0004.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0004_inference.wav,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID, Also there was a stripling page who turned into a maid.,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID, Also there was a stripling page who turned into a maid.,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID,0.0,0.0,0.0,3.538966655731201,1.6937988996505735,0.8944021252575676
61-70968-0030,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0030.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0030_inference.wav,NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT," Now be silent on your lives, he began, but the captured apprentice set up an instant shout.",NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT," Now be silent on your own lives, he began, but the captured apprentice set up an instant shout.",NOW BE SILENT ON YOUR OWN LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT,0.0,0.2352941176470588,0.2352941176470588,2.905323982238769,1.4483973979949951,0.8802450433047019
61-70968-0045,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0045.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0045_inference.wav,PRAY FOLLOW US WITH MINE AND MY LORD SHERIFF'S MEN," Pray follow us, with mine and my Lord Sheriff's men.",PRAY FOLLOW US WITH MINE AND MY LORD SHERIFFS MEN," I'm bravely in love with my new little girl, Susan.",IM BRAVELY IN LOVE WITH MY NEW LITTLE GIRL SUSAN,0.0,1.0,1.0,1.2394630908966064,1.0634686946868896,0.6063819713778764
61-70968-0027,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0027.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0027_inference.wav,ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES," Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES," Robert and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",ROBERT AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES,0.0,0.1304347826086956,0.1304347826086956,3.378955125808716,1.541240096092224,0.8958064415393312
61-70968-0025,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0025.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0025_inference.wav,COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER," Come to me, men! Here! Here!"" He raised his voice still louder.",COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER," Come to me, men! Here! Here!"" He raised his voice still louder.",COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER,0.0,0.0,0.0,3.4752726554870605,1.4921730756759644,0.887156762521207
61-70968-0005,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0005.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0005_inference.wav,THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED," This was so, sweet lady, sir, and in some manner I do think she died.",THIS WAS SO SWEET LADY SIR AND IN SOME MANNER I DO THINK SHE DIED," This was so sweet a lady, sir, and in some manner I do think she died.",THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED,0.125,0.0,-0.125,3.2964401245117188,1.469319224357605,0.8553671759832345
61-70968-0061,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0061.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0061_inference.wav,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL," ""'You are a worthy leech, Will,' presently whispered Robin. ""'The wine has worked a marvel.'",YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL," ""'Your worthy leech will,' presently whispered Crobben. ""'The wine has worked the marvel.'",YOUR WORTHY LEECH WILL PRESENTLY WHISPERED CROBBEN THE WINE HAS WORKED THE MARVEL,0.0,0.7333333333333333,0.7333333333333333,3.133388042449951,1.390327215194702,0.8639916848509609
61-70968-0037,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0037.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0037_inference.wav,WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY," ""'What is your name, lording?' asked the little stroller presently.",WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY," ""'What is your name, lording?' asked the little stroller presently.",WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY,0.0,0.0,0.0,3.028063535690308,1.3715875148773191,0.8172015740681372
61-70968-0034,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0034.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0034_inference.wav,A MONTFICHET A MONTFICHET GAMEWELL TO THE RESCUE," Amont Vichy, Amont Vichy, game well to the rescue!",AMONT VICHY AMONT VICHY GAME WELL TO THE RESCUE," A motve che, a motve che, game will to the rescue.",A MOTVE CHE A MOTVE CHE GAME WILL TO THE RESCUE,1.0,1.0,0.0,2.590243101119995,1.674853801727295,0.8820168190117624
61-70968-0001,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0001.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0001_inference.wav,GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD," Give not so earnest a mind to these mummeries, child.",GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD," Give not so earnest a mind to these mummeries, child.",GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD,0.0,0.0,0.0,3.2459819316864014,1.551905870437622,0.8821270901667014
61-70968-0047,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0047.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0047_inference.wav,MASTER MONCEUX THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING," Master Monceau, the sheriff of Nottingham, was mightily put about when told of the rioting.",MASTER MONCEAU THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING," Master Monceau, the sheriff of Nottingham, was nightly put about when told of the rioting.",MASTER MONCEAU THE SHERIFF OF NOTTINGHAM WAS NIGHTLY PUT ABOUT WHEN TOLD OF THE RIOTING,0.1333333333333333,0.2666666666666666,0.1333333333333333,3.5841524600982666,1.6707804203033447,0.8961533366698833
61-70968-0026,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0026.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0026_inference.wav,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOES, The strollers took their part in it with hearty zest now that they had some chance of beating off their foes.,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOES, The strollers took to a part in it with hearty zest now that they had some chance at beating off their foes.,THE STROLLERS TOOK TO A PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE AT BEATING OFF THEIR FOES,0.0,0.2857142857142857,0.2857142857142857,3.775887250900269,1.6740858554840088,0.9083333337426518
61-70968-0051,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0051_inference.wav,BEG ME A ROOM OF THE SHERIFF CHILD QUICKLY," Make me a room of the sheriff, child, quickly.",MAKE ME A ROOM OF THE SHERIFF CHILD QUICKLY, Big media room with the sheriff's child quickly.,BIG MEDIA ROOM WITH THE SHERIFFS CHILD QUICKLY,0.4444444444444444,0.8888888888888888,0.4444444444444444,2.426230192184448,1.20945942401886,0.7857459243770243
61-70968-0056,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0056.flac,/homes/jiasin/SecoustiCodec/semantic_outputs_librispeech_86/61-70968-0056_inference.wav,THE WINE DID CERTAINLY BRING BACK THE COLOR TO THE SQUIRE'S CHEEKS, The wine did certainly bring back the color to the squire's cheeks.,THE WINE DID CERTAINLY BRING BACK THE COLOR TO THE SQUIRES CHEEKS, The wine did certainly bring back the color to the squire's cheeks.,THE WINE DID CERTAINLY BRING BACK THE COLOR TO THE SQUIRES CHEEKS,0.0,0.0,0.0,3.91510820388794,1.7433249950408936,0.9084907493043384
