file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_31065246,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,10多年前台北社长改编之后,多年前台北社长改编之后,0.0,0.5,0.5,3.6469473838806152,1.1897532939910889,0.7596777769908326
common_voice_zh-TW_20860809,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20860809.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_20860809_inference.wav,就补缴空屋税,就补叫空污税,就补叫空污税,都不知道空或谁,都不知道空或谁,0.3333333333333333,1.0,0.6666666666666667,2.42544937133789,1.2626655101776123,0.6472891025515949
common_voice_zh-TW_26657819,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_26657819_inference.wav,超英赶美,超音感美,超音感美,超音干妹,超音干妹,0.5,0.75,0.25,2.868070602416992,1.469029664993286,0.6554777295369647
common_voice_zh-TW_24677150,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24677150_inference.wav,有三十五种语言,有35种语言,有种语言,有三十五成元的烟,有三十五成元的烟,0.4285714285714285,0.5714285714285714,0.1428571428571428,3.723663330078125,1.150069236755371,0.6668723766786189
common_voice_zh-TW_26826729,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,人被视为尊贵的血统,原被視為尊貴的噱頭,原被视为尊贵的噱头,0.1111111111111111,0.3333333333333333,0.2222222222222222,3.638337373733521,1.186192274093628,0.7318108075977473
common_voice_zh-TW_31113743,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,連路澳羅東林草與太平山林草,連路澳羅東林草與太平山林草,0.0,0.6666666666666666,0.6666666666666666,3.764230728149414,1.181768536567688,0.7777298827230844
common_voice_zh-TW_37952977,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场了,参与者邀请罗辉特,参与者邀请罗辉特,0.0,0.6666666666666666,0.6666666666666666,4.300161361694336,1.1752815246582031,0.7464218469321621
common_voice_zh-TW_22006784,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,"乌鲁木耍,这样难就来得有威力。",乌鲁木耍这样难就来得有威力,0.0,0.7272727272727273,0.7272727272727273,3.190804958343506,1.2594436407089231,0.6305146363023169
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过人的企业用吗,有超过5000人的企业有吗?,有超过人的企业有吗,0.1818181818181818,0.2727272727272727,0.0909090909090908,3.626041173934937,1.0699676275253296,0.683406578402667
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,强迫开放引进新东西的话,從撲開放引進新東西的話,从扑开放引进新东西的话,0.08333333333333333,0.25,0.16666666666666669,4.132485866546631,1.2660105228424072,0.783651739311815
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻鶴,我说一句话,我说一句话,0.4,0.6,0.1999999999999999,2.603625774383545,1.0751075744628906,0.5065116335412924
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其实每一年都有精进,其实每一年都有精进,其实每一年都有精进,0.0,0.0,0.0,3.875084400177002,1.2874743938446045,0.6984293760901553
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,当局者明确扣线,三比一特供于是否就,三比一特供于是否就,0.6666666666666666,1.5,0.8333333333333334,3.4629783630371094,1.2694826126098633,0.3715859466345689
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关定的意义发展和财政的收入方面的改变,重视有关定的意义发展和财政的收入方面的改变,0.0,0.3888888888888889,0.3888888888888889,2.7759652137756348,1.1417118310928345,0.7135632004636541
common_voice_zh-TW_27459935,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,由两种相同元素组成的化合物,有的安保生产红领队都从得好运,有的安保生产红领队都从得好运,0.0,1.0769230769230769,1.0769230769230769,2.9074907302856445,1.1834425926208496,0.6224951434369703
common_voice_zh-TW_25115780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,差不多是一牛肉圈的一,差不多是一牛肉圈的一,0.2222222222222222,0.6666666666666666,0.4444444444444444,3.846257448196411,1.1608213186264038,0.6747975605267114
common_voice_zh-TW_36445549,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关事件,东雅各国的相关世界,东雅各国的相关世界,0.0,0.3333333333333333,0.3333333333333333,2.667342185974121,1.0453697443008425,0.6825017798162176
common_voice_zh-TW_32161714,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,我呢台北教育大學,我呢台北教育大学,0.0,0.25,0.25,3.7534546852111816,1.4198967218399048,0.781334362358982
common_voice_zh-TW_22765224,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为核发查询码的身份辨识,作为合法查询码的三分分之一,作为合法查询码的三分分之一,0.0833333333333333,0.5,0.4166666666666667,3.911099910736084,1.460323452949524,0.7144535035190234
common_voice_zh-TW_19239250,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。",杜先生你先来楼上,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,请不吝点赞订阅转发打赏支持明镜与点点栏目,0.1111111111111111,1.0,0.8888888888888888,3.398010015487671,1.1000220775604248,0.7234509270743669
common_voice_zh-TW_30481720,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,同仇掉度的十里法会,同仇掉度的十里法会,0.0,0.7777777777777778,0.7777777777777778,4.009407997131348,1.1861647367477417,0.8226863499302716
common_voice_zh-TW_31483227,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,捷运新北产业圆区站,接近深北台頁延續展,接近深北台頁延續展,0.1111111111111111,0.8888888888888888,0.7777777777777777,3.4181787967681885,1.125407576560974,0.6291193018833672
common_voice_zh-TW_19419800,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事,推特之后的发生的是什么事,推特之后的发生的是什么事,0.3076923076923077,0.5384615384615384,0.2307692307692307,3.3786299228668213,1.1859334707260132,0.7504350443214077
common_voice_zh-TW_31313987,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该何假处的时间及延度记录,莫勒戴河打出的时间及延度记录,莫勒戴河打出的时间及延度记录,0.2142857142857142,0.4285714285714285,0.2142857142857142,3.293576240539551,1.2311416864395142,0.7507119080517995
common_voice_zh-TW_26774537,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,主要集中在泰山幼苗,3RD 系上賽 海神救命,系上賽海神救命,0.2222222222222222,1.0,0.7777777777777778,3.5439159870147705,1.2514314651489258,0.8055155521101934
common_voice_zh-TW_36635605,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新中恒公路嘉义御山线,新走橫公路加以御三線,新走横公路加以御三线,0.2,0.5,0.3,3.875800848007202,1.0340336561203003,0.5496892167960402
common_voice_zh-TW_30576707,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,动神咖啡的大道,动神咖啡的大道,0.0,0.5,0.5,4.243218898773193,1.255415439605713,0.7400136021907909
common_voice_zh-TW_19243536,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,0.0,0.0,0.0,3.693583726882935,1.495018482208252,0.605220475318821
common_voice_zh-TW_36444578,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,学习以及意义的核心关键,学习以及意义的核心关键,0.0,0.4,0.4,4.003793239593506,1.0641552209854126,0.6269963678524196
common_voice_zh-TW_18670563,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗,要加强油吗?,要加强油吗,0.0,0.2,0.2,3.805240154266357,1.1787009239196775,0.6631754719552441
common_voice_zh-TW_22019228,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有时设计者会自然预设使用者是右撇子,有时设计者会自然预设使用者是优配者,有时设计者会自然预设使用者是优配者,0.0,0.17647058823529413,0.17647058823529413,3.381338834762573,1.1437716484069824,0.7357441095450549
common_voice_zh-TW_27103780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关耳朵自然散的耳机的没有负,有关耳朵自然散的耳机的没有负,0.0,0.9166666666666666,0.9166666666666666,3.1686973571777344,1.082138180732727,0.7054299652438192
common_voice_zh-TW_31437436,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,帕曼森在大自然中,帕曼森在大自然中,0.0,0.375,0.375,3.2431535720825195,1.0878565311431885,0.7496519573398203
common_voice_zh-TW_27165927,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,比尼迪斯文的力,比尼迪斯文的力,0.2857142857142857,0.8571428571428571,0.5714285714285714,3.738540649414064,1.2542098760604858,0.7183235591309305
common_voice_zh-TW_31451722,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,高雄市里多数国民能分割。,高雄市里多数国民能分割,0.0909090909090909,0.6363636363636364,0.5454545454545454,4.18814754486084,1.1592170000076294,0.7517677507786202
common_voice_zh-TW_27359046,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但独狗戚当时间似乎并不下点,但独狗戚当时间似乎并不下点,0.0,0.5384615384615384,0.5384615384615384,3.794490814208984,1.1073002815246582,0.6866767801345751
common_voice_zh-TW_24478304,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在蛮深处的船,满下一艘在门深处的船,满下一艘在门深处的船,0.4,0.5,0.0999999999999999,4.244695663452148,1.1805521249771118,0.7787277702312789
common_voice_zh-TW_31145496,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来公了,完全可以来攻聊,完全可以来攻聊,0.2857142857142857,0.2857142857142857,0.0,4.239758014678955,1.134377360343933,0.5458346180592075
common_voice_zh-TW_30767022,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,发想改变世界的点子,海参拍并许提的点子,海参拍并许提的点子,0.0,0.6666666666666666,0.6666666666666666,3.636728286743164,1.2255914211273191,0.6478955311786914
common_voice_zh-TW_17460981,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,努力寻找真实机会,努力寻找真实机会,0.125,0.25,0.125,4.197036266326904,1.088995099067688,0.5845161277486505
common_voice_zh-TW_27965506,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我会住在大理写的那天,我会为他带来一段那天,我会为他带来一段那天,0.5,0.6,0.09999999999999998,3.397738218307495,1.183556318283081,0.7689215294652952
common_voice_zh-TW_25906007,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以传说对象来区别,We find sword lady and night free beer.,,0.125,1.0,0.875,3.942724704742432,1.3166667222976685,0.7806079547897428
common_voice_zh-TW_17460998,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我们会有更坚强的实力,我们会有更精彩的实例。,我们会有更精彩的实例,0.0,0.3,0.3,4.174823760986328,1.138368010520935,0.7576233386378357
common_voice_zh-TW_22765404,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不会影响到他们的压力测试,無謂將淘汰他們的壓力收拾,無謂將淘汰他們的壓力收拾,0.0,0.75,0.75,3.636224269866944,1.3504319190979004,0.5669955832399781
common_voice_zh-TW_22720661,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,不再只是法律人的司法,菩提指示法 流人的司法,菩提指示法流人的司法,0.0,0.5,0.5,3.522827625274658,1.148390769958496,0.5941638384463517
common_voice_zh-TW_24479853,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小塊的,很榮幸收成社會規則,很荣幸收成社会规则,0.1111111111111111,0.7777777777777778,0.6666666666666667,3.7967288494110094,1.1705235242843628,0.6297645756064464
common_voice_zh-TW_30583521,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/homes/jiasin/focalcodec/recons_12_5Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30583521_inference.wav,台北市重庆北路,台北市重庆北路,台北市重庆北路,台北市重庆北部,台北市重庆北部,0.0,0.1428571428571428,0.1428571428571428,4.326146602630615,1.0878175497055054,0.7573696988723805
