file_name,file_path,duration,transcription,speaker_id,snr_db,noise_type
common_voice_zh-TW_18374964,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374964.mp3,3.87,增加了画面许多动感,00a90505453fecc94c5e56ada1285daa2f0f981071427fa51d7b60770ab2c472474eec5727c5a0d185ab5ec1b59583225c730de637cb937a41a9929e53b355ed,5.2058449429580245,free-sound
common_voice_zh-TW_18374700,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374700.mp3,4.83,可以看出明显转变的痕迹,00a90505453fecc94c5e56ada1285daa2f0f981071427fa51d7b60770ab2c472474eec5727c5a0d185ab5ec1b59583225c730de637cb937a41a9929e53b355ed,14.699098521619943,free-sound
common_voice_zh-TW_18374682,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374682.mp3,3.702,还没有一个完整的雏型,00a90505453fecc94c5e56ada1285daa2f0f981071427fa51d7b60770ab2c472474eec5727c5a0d185ab5ec1b59583225c730de637cb937a41a9929e53b355ed,13.324426408004218,free-sound
common_voice_zh-TW_18374770,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374770.mp3,4.47,杨三郎出生于台北县永和,00a90505453fecc94c5e56ada1285daa2f0f981071427fa51d7b60770ab2c472474eec5727c5a0d185ab5ec1b59583225c730de637cb937a41a9929e53b355ed,7.123391106782762,free-sound
common_voice_zh-TW_18123935,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123935.mp3,3.51,用坚强的目光望向他,0155a05e2dd7a73b3a714e11a5e96125fd219e4856c4348535b5ca91c6c85d11b6fd3caeb44d9bd4cc720856d08d7b7dee48f9b4d7e2ed3637dbfab3e8500347,6.818249672071007,free-sound
common_voice_zh-TW_18123855,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123855.mp3,3.63,表弟也搬到芦洲与他们同住,0155a05e2dd7a73b3a714e11a5e96125fd219e4856c4348535b5ca91c6c85d11b6fd3caeb44d9bd4cc720856d08d7b7dee48f9b4d7e2ed3637dbfab3e8500347,6.834045098534338,free-sound
common_voice_zh-TW_18123720,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123720.mp3,3.75,目前课表还找不到上课资料,0155a05e2dd7a73b3a714e11a5e96125fd219e4856c4348535b5ca91c6c85d11b6fd3caeb44d9bd4cc720856d08d7b7dee48f9b4d7e2ed3637dbfab3e8500347,8.042422429595376,free-sound
common_voice_zh-TW_18123774,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123774.mp3,3.27,新闻总是大吹特吹,0155a05e2dd7a73b3a714e11a5e96125fd219e4856c4348535b5ca91c6c85d11b6fd3caeb44d9bd4cc720856d08d7b7dee48f9b4d7e2ed3637dbfab3e8500347,10.247564316322379,free-sound
common_voice_zh-TW_18123707,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123707.mp3,3.942,以自己女儿们为模特儿,0155a05e2dd7a73b3a714e11a5e96125fd219e4856c4348535b5ca91c6c85d11b6fd3caeb44d9bd4cc720856d08d7b7dee48f9b4d7e2ed3637dbfab3e8500347,9.319450186421157,free-sound
common_voice_zh-TW_18574350,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574350.mp3,3.942,进行交流与互动的过程中,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,7.912291401980419,free-sound
common_voice_zh-TW_18574813,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574813.mp3,3.822,一定有什么过人的地方,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,11.118528947223794,free-sound
common_voice_zh-TW_18574392,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574392.mp3,3.486,当小孩最重要的事,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,6.394938606520419,free-sound
common_voice_zh-TW_18574710,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574710.mp3,3.942,颜水龙出生于台南下营,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,7.921446485352181,free-sound
common_voice_zh-TW_18574355,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574355.mp3,3.462,是先让效能提高,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,8.663618432936918,free-sound
common_voice_zh-TW_18574372,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574372.mp3,4.422,所以现在社游照办地点未定,0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b,9.56069984217036,free-sound
common_voice_zh-TW_17422988,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17422988.mp3,3.03,基隆市的七堵、五堵,03a046e370a811d2b38d37e2a477269c886b1a204d788725a4007c28de5052aab8758f85fefc314699b50c107a85a8de0c31517bb4dac72769e504572920306b,12.851759613930136,free-sound
common_voice_zh-TW_18797119,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797119.mp3,4.734,供都市计划委员会参考,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,6.996737821583597,free-sound
common_voice_zh-TW_30735311,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30735311.mp3,4.292,公民科技相关的活动,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,10.142344384136116,free-sound
common_voice_zh-TW_18797128,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797128.mp3,4.59,基本上我不赞成范老师的意见,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,10.924145688620424,free-sound
common_voice_zh-TW_30700195,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30700195.mp3,4.292,台北捷运芦洲支线,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,5.4645041271999775,free-sound
common_voice_zh-TW_25368798,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25368798.mp3,3.86,释出的原始码,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,11.075448519014383,free-sound
common_voice_zh-TW_30882615,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30882615.mp3,3.967,不用买电动摩托车,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,6.705241236872915,free-sound
common_voice_zh-TW_18797103,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797103.mp3,4.11,官方及非官方,08c38734be97f27106cd3af9d7c5810cde99fe80f20a995e1895389ea0b21433f9a1197ad4c57a06d0f7fe421e85f108d176c40ff2d710d53bfa1cc9c18f219f,5.650515929852795,sound-bible
common_voice_zh-TW_25042246,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042246.mp3,3.463,结果发现我又中了陷阱,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,14.488855372533333,free-sound
common_voice_zh-TW_25042181,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042181.mp3,3.607,区域的和平稳定与发展,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,14.656320330745594,free-sound
common_voice_zh-TW_25042160,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042160.mp3,3.967,依据调查报告所揭示的真相,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,13.08397348116461,free-sound
common_voice_zh-TW_25042095,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042095.mp3,4.615,前阵子也实地去走过两次,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,8.046137691733707,free-sound
common_voice_zh-TW_25042097,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042097.mp3,3.824,最近刚好有机会途经一趟,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,5.976721140063839,free-sound
common_voice_zh-TW_25042182,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042182.mp3,3.607,让沟通更有效、更周延,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,11.842330265121568,sound-bible
common_voice_zh-TW_25042124,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042124.mp3,3.284,远远超乎预期的事,0bdc0f5140747c370b36f3f744b8093a71b84014bfc4741b8c55f93e293de00bb3d94166a3dc211688b0579a59935e68b7bb4361c6cb04cc8719221ef55f880d,9.401524937396013,free-sound
common_voice_zh-TW_26659271,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,5.551,两湖盆地是长江流域的心脏要地,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,6.220382348447789,free-sound
common_voice_zh-TW_27892155,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27892155.mp3,3.103,为平衡城乡差距,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,9.951769101112703,free-sound
common_voice_zh-TW_27936023,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27936023.mp3,3.356,都会想到可怕的房价,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,5.343885211152184,free-sound
common_voice_zh-TW_26674875,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26674875.mp3,3.824,造成人民普遍的贫因,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,14.093204020787821,free-sound
common_voice_zh-TW_26674905,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26674905.mp3,4.147,动量改变量的量值是五倍,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,7.587799816000169,free-sound
common_voice_zh-TW_26675049,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26675049.mp3,3.103,他的内在生活,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,11.62522284353982,free-sound
common_voice_zh-TW_26675051,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26675051.mp3,3.248,钢球一公斤,0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,8.11711076089411,free-sound
common_voice_zh-TW_18504880,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18504880.mp3,3.15,区块链是今年最火热的科技趋势了,10197cf5e413a3230eb37c82247414f132f455a7747d9166f98eda1bfecb47b3e3aa7f8ee4d70a1f616966185340ac5e50655411864e87a14cb89bfbc567ff02,10.200680211778108,free-sound
common_voice_zh-TW_26774540,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774540.mp3,4.795,红血球浸泡半小时之后的结果,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,10.467102793432797,free-sound
common_voice_zh-TW_26774294,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774294.mp3,3.535,比较是一种弱肉强食的制度,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,6.848544555255271,free-sound
common_voice_zh-TW_26715833,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26715833.mp3,3.535,以西方思潮为主导,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,14.695846277645586,free-sound
common_voice_zh-TW_26779417,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26779417.mp3,3.428,法律范围内所许可的自由,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,12.751328233611146,free-sound
common_voice_zh-TW_26773872,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26773872.mp3,4.184,恰有一直线与此平行,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,14.394989415641891,sound-bible
common_voice_zh-TW_26754694,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26754694.mp3,3.103,一些地层具有倾斜现象,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,13.948273504276488,free-sound
common_voice_zh-TW_26715780,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26715780.mp3,3.175,城市交通壅塞,13f50014b819e7dd05cf99db517588166d910600121d9cfedc12054c6803df7593e033df8639a275627c18048096e8a216c21aa5e25b03abd68a9cf870067fdb,10.978999788110851,free-sound
common_voice_zh-TW_27358741,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358741.mp3,4.255,在外交积极寻求结盟国家,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,14.218742350231167,free-sound
common_voice_zh-TW_27361713,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27361713.mp3,3.896,它们之间有何共同之处？,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,5.884925020519195,free-sound
common_voice_zh-TW_27358332,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358332.mp3,3.175,期盼学校的角色,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,6.959828624191452,free-sound
common_voice_zh-TW_27358700,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358700.mp3,4.075,应与那一事件有关？,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,5.45227288910538,free-sound
common_voice_zh-TW_30617435,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30617435.mp3,3.103,清水区中山路,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,8.253303307632644,free-sound
common_voice_zh-TW_30617560,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30617560.mp3,4.075,雾峰区的国道六号交流道,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,8.88677289689482,sound-bible
common_voice_zh-TW_27358235,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358235.mp3,3.824,中国大陆的北京市,148268d26f2e03aec9b65c183728c4eae39ea9fd416fe361377d4699d920fdcdc423391a8562606f8104fb06bb051a69dc37030837fe5e65c6beb54eafeac0c2,7.713490317738959,free-sound
common_voice_zh-TW_19305960,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305960.mp3,3.93,也就是以此类推,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,13.287375091519294,free-sound
common_voice_zh-TW_19305652,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305652.mp3,4.386,例如智慧电表或者天然气管线,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,8.567533266935893,free-sound
common_voice_zh-TW_19306187,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19306187.mp3,5.058,有关此部分一并提出报告,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,7.809345096873807,free-sound
common_voice_zh-TW_19306048,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19306048.mp3,3.738,目的是打造安全空间,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,10.426960831582484,free-sound
common_voice_zh-TW_19305934,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305934.mp3,3.666,其实除了现有的几大党,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,6.409242249747626,free-sound
common_voice_zh-TW_19305253,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305253.mp3,3.306,好野人才有办法消费,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,13.021969807540398,free-sound
common_voice_zh-TW_19305249,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305249.mp3,4.698,我就不班门弄斧了,179f002dbbaee593975f43bc4fc67822f9d18cd94ec1682c86fd28fc339a538322e4be494b9e6de9ac3b8adfb1f024709e412fd3a8874a11bc0b3e201255f0f8,5.745506436797708,free-sound
common_voice_zh-TW_24792797,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792797.mp3,4.436,上面这句自动补完,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,14.868869366005173,free-sound
common_voice_zh-TW_24792783,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792783.mp3,5.984,他的行政区是中山区,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,12.722447692966574,free-sound
common_voice_zh-TW_24792866,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792866.mp3,4.688,只找得到一卡通版本的,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,6.987156815341724,sound-bible
common_voice_zh-TW_24792784,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792784.mp3,4.615,想到之前吃的苦,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,5.055221171236024,free-sound
common_voice_zh-TW_24792854,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792854.mp3,3.607,同样也适用,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,13.154614284548341,free-sound
common_voice_zh-TW_24792766,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792766.mp3,4.255,是怎么查询的呢？,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,12.068573438476172,free-sound
common_voice_zh-TW_24792683,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24792683.mp3,4.543,经济稳定和集体安全,17c413661c3cb1d4b80ddf6f164428cd983f9d40532868007b4e27a8edbe4a21b67ca2bd79288e379a6d806aa7915db698681421ca54c3f4a066207cec25f1c1,12.290071680409874,free-sound
common_voice_zh-TW_19645074,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19645074.mp3,4.11,由本频道语料编成的废话大全,19bfe9556270db7134a3911df29fddd1844f8ba705eb239590d8bf66554340a204b05ec4223d9765b214ff36f7ef2d00b949932ab6ccf7b28a42bd59e4a3e420,12.712703466859457,free-sound
common_voice_zh-TW_19581336,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19581336.mp3,3.702,可能我们的许多产业,19bfe9556270db7134a3911df29fddd1844f8ba705eb239590d8bf66554340a204b05ec4223d9765b214ff36f7ef2d00b949932ab6ccf7b28a42bd59e4a3e420,5.740446517340904,free-sound
