file_name,file_path,duration,transcription,speaker_id,asr_result,wer,MOS_Quality,MOS_Naturalness
7176-88083-0007,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0007.flac,14.3,BUT SUCH WAS HIS KEENNESS THAT EVEN WHILE THE WIDE FLUKES OF HIS ENGORGED VICTIM WERE STILL STICKING OUT AT THE CORNERS OF HIS BEAK HIS FIERCE RED EYES WERE ONCE MORE PEERING DOWNWARD INTO THE TORRENT IN SEARCH OF FRESH PREY,7176, but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,0.0,4.653311729431152,4.2574615478515625
4507-16021-0016,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0016.flac,17.265,CAN ONE IMAGINE A NATURALIST REFUSING TO STUDY THE VIPER THE BAT THE SCORPION THE CENTIPEDE THE TARANTULA AND ONE WHO WOULD CAST THEM BACK INTO THEIR DARKNESS SAYING OH HOW UGLY THAT IS,4507, can one imagine a naturalist refusing to study the viper the bat the scorpion the centipede the tarantula and one who would cast them back into their darkness saying oh how ugly that is,0.0,3.8973114490509033,3.739549160003662
4507-16021-0027,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0027.flac,1.995,PHOENICIAN VERY GOOD,4507," Phoenician, very good.",0.0,4.295395851135254,2.8255300521850586
4507-16021-0015,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0015.flac,3.86,SINCE WHEN HAS MALADY BANISHED MEDICINE,4507, since when has malady banished medicine,0.0,3.724795341491699,3.6285359859466553
4507-16021-0013,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0013.flac,10.44,NOTHING IS MORE LUGUBRIOUS THAN THE CONTEMPLATION THUS IN ITS NUDITY IN THE BROAD LIGHT OF THOUGHT OF THE HORRIBLE SWARMING OF SLANG,4507, nothing is more lugubrious than the contemplation thus in its nudity in the broad light of thought of the horrible swarming of slang,0.0,3.833677053451538,3.90401840209961
4446-2275-0035,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0035.flac,4.075,ALEXANDER ROSE AND SHOOK HIMSELF ANGRILY YES I KNOW I'M COWARDLY,4446," ""'Alexander rose and shook himself angrily. ""'Yes, I know I'm cowardly.'",0.0,4.3710222244262695,4.174195289611816
4507-16021-0002,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0002.flac,3.185,THUS IDLENESS IS THE MOTHER,4507," Thus, idleness is the mother.",0.0,3.8549764156341553,2.662137985229492
4446-2275-0027,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0027.flac,2.995,HE MOVED UNEASILY AND HIS CHAIR CREAKED,4446," He moved uneasily, and his chair creaked.",0.0,4.250102996826172,4.050860404968262
4970-29093-0007,./librispeech/LibriSpeech/test-clean/4970/29093/4970-29093-0007.flac,6.995,IT IS SUCH A NOBLE AMBITION THAT IT IS A PITY IT HAS USUALLY SUCH A SHALLOW FOUNDATION,4970, it is such a noble ambition that it is a pity it has usually such a shallow foundation,0.0,2.236616611480713,3.799613237380981
4446-2275-0028,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0028.flac,3.575,YES YES SHE HURRIED PULLING HER HAND GENTLY AWAY FROM HIM,4446," Yes, yes, she hurried, pulling her hand gently away from him.",0.0,3.5114850997924805,3.8063418865203857
4446-2275-0030,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0030.flac,2.665,YES HILDA I KNOW THAT HE SAID SIMPLY,4446," ""'Yes, Hilda, I know that,' he said simply.",0.0,4.335851192474365,3.3814592361450195
4507-16021-0009,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0009.flac,11.305,WHEN IT IS A QUESTION OF PROBING A WOUND A GULF A SOCIETY SINCE WHEN HAS IT BEEN CONSIDERED WRONG TO GO TOO FAR TO GO TO THE BOTTOM,4507, when it is a question of probing a wound a gulf a society since when has it been considered wrong to go too far to go to the bottom,0.0,4.091071128845215,3.912963390350342
4507-16021-0008,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0008.flac,3.59,WHO DENIES THAT OF COURSE IT DOES,4507, who denies that of course it does,0.0,3.736119508743286,3.2312545776367188
4507-16021-0007,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0007.flac,2.63,SLANG MAKES ONE SHUDDER,4507, slang makes one shudder,0.0,3.1874120235443115,2.812671422958374
4507-16021-0006,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0006.flac,2.11,SLANG IS ODIOUS,4507, slang is odious,0.0,3.9699416160583496,2.9894778728485107
4507-16021-0043,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0043.flac,3.99,THE EARTH IS NOT DEVOID OF RESEMBLANCE TO A JAIL,4507, the earth is not devoid of resemblance to a jail,0.0,3.361818790435791,2.6502890586853027
4507-16021-0005,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0005.flac,4.21,WE HAVE NEVER UNDERSTOOD THIS SORT OF OBJECTIONS,4507, We have never understood this sort of objections.,0.0,3.66665267944336,3.4476892948150635
4507-16021-0028,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0028.flac,3.265,EVEN DIALECT LET THAT PASS,4507, Even dialect. Let that pass.,0.0,3.525315284729004,2.028531551361084
4507-16021-0030,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0030.flac,14.79,ASSUREDLY IF THE TONGUE WHICH A NATION OR A PROVINCE HAS SPOKEN IS WORTHY OF INTEREST THE LANGUAGE WHICH HAS BEEN SPOKEN BY A MISERY IS STILL MORE WORTHY OF ATTENTION AND STUDY,4507, assuredly if the tongue which a nation or a province has spoken is worthy of interest the language which has been spoken by a misery is still more worthy of attention and study,0.0,3.658097982406616,3.606320381164551
4507-16021-0055,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0055.flac,7.225,TO TEACH READING MEANS TO LIGHT THE FIRE EVERY SYLLABLE SPELLED OUT SPARKLES,4507, To teach reading means to light the fire. Every syllable spelled out sparkles.,0.0,3.5523903369903564,3.7071123123168954
7176-88083-0000,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0000.flac,5.695,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES,7176, All about him was a tumult of bright and broken color scattered in broad splashes.,0.0,4.876908302307129,4.004546165466309
4507-16021-0054,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0054.flac,4.315,THAT IS WHY WE CRY EDUCATION SCIENCE,4507," That is why we cry education, science.",0.0,4.001199722290039,3.6181116104125977
4507-16021-0053,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0053.flac,8.095,TO DIMINISH THE NUMBER OF THE SHADY TO AUGMENT THE NUMBER OF THE LUMINOUS THAT IS THE OBJECT,4507," To diminish the number of the shady, to augment the number of the luminous, that is the object.",0.0,4.11777925491333,3.697574615478516
4507-16021-0052,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0052.flac,6.275,THE REAL HUMAN DIVISION IS THIS THE LUMINOUS AND THE SHADY,4507," The real human division is this, the luminous and the shady.",0.0,3.669715642929077,3.4729092121124268
7127-75947-0036,./librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0036.flac,2.44,I GIVE MY CONSENT,7127, I give my consent.,0.0,3.628812551498413,3.5147476196289062
4507-16021-0050,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0050.flac,3.895,AND YOU BELONG TO THAT SMALL CLASS WHO ARE HAPPY,4507, And you belong to that small class who are happy.,0.0,3.7618601322174072,3.2066612243652344
4507-16021-0049,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0049.flac,5.91,THERE IS HARDLY ONE DAY OUT OF A HUNDRED WHICH IS WHOLLY JOYOUS AND SUNNY,4507, there is hardly one day out of a hundred which is wholly joyous and sunny,0.0,4.066880702972412,3.980208158493042
4507-16021-0048,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0048.flac,5.215,THIS WITHOUT RECKONING IN THE PAINS OF THE HEART AND SO IT GOES ON,4507," This without reckoning in the pains of the heart, and so it goes on.",0.0,3.662691354751587,3.5584309101104736
7127-75947-0038,./librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0038.flac,11.26,LET US RUN THEN SAID ALL THREE AND GRACEFULLY LIFTING UP THE LONG SKIRTS OF THEIR SILK DRESSES THEY LIGHTLY RAN ACROSS THE OPEN SPACE BETWEEN THE LAKE AND THE THICKEST COVERT OF THE PARK,7127, let us run then said all three and gracefully lifting up the long skirts of their silk dresses they lightly ran across the open space between the lake and the thickest covert of the park,0.0,4.01996374130249,4.161090850830078
4507-16021-0046,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0046.flac,4.59,EACH DAY HAS ITS OWN GREAT GRIEF OR ITS LITTLE CARE,4507, each day has its own great grief or its little care,0.0,3.4746060371398926,3.568868398666382
4507-16021-0029,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0029.flac,3.87,TO THIS WE REPLY IN ONE WORD ONLY,4507, To this we reply in one word only.,0.0,3.9864096641540527,3.329753875732422
4507-16021-0045,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0045.flac,4.89,IT IS SO MADE THAT EVERYWHERE WE FEEL THE SENSE OF PUNISHMENT,4507, it is so made that everywhere we feel the sense of punishment,0.0,3.61864972114563,3.3842248916625977
4507-16021-0040,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0040.flac,3.925,ONE THINKS ONE HEARS HYDRAS TALKING,4507, One thinks one hears Hydra's talking.,0.0,3.3128082752227783,3.509796142578125
4507-16021-0039,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0039.flac,15.42,ONE PERCEIVES WITHOUT UNDERSTANDING IT A HIDEOUS MURMUR SOUNDING ALMOST LIKE HUMAN ACCENTS BUT MORE NEARLY RESEMBLING A HOWL THAN AN ARTICULATE WORD,4507, one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howl than an articulate word,0.0,3.5455775260925293,3.772885322570801
4507-16021-0025,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0025.flac,9.215,TO MEET THE NEEDS OF THIS CONFLICT WRETCHEDNESS HAS INVENTED A LANGUAGE OF COMBAT WHICH IS SLANG,4507, to meet the needs of this conflict wretchedness has invented a language of combat which is slang,0.0,3.945784568786621,3.744659662246704
4507-16021-0014,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0014.flac,6.115,NOW WHEN HAS HORROR EVER EXCLUDED STUDY,4507," Now, when has horror ever excluded study?",0.0,3.8600032329559326,3.224490165710449
4507-16021-0037,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0037.flac,5.35,THERE IT CLOTHES ITSELF IN WORD MASKS IN METAPHOR RAGS,4507," There it clothes itself in word masks, in metaphor rags,",0.0,3.905803918838501,3.6146535873413086
4507-16021-0036,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0036.flac,5.435,FACTS FORM ONE OF THESE AND IDEAS THE OTHER,4507," Facts form one of these, and ideas the other.",0.0,3.816492795944214,2.622154951095581
4507-16021-0035,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0035.flac,7.535,TRUE HISTORY BEING A MIXTURE OF ALL THINGS THE TRUE HISTORIAN MINGLES IN EVERYTHING,4507," True history being a mixture of all things, the true historian mingles in everything.",0.0,3.61198616027832,3.949069023132324
4507-16021-0034,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0034.flac,11.27,THEY CONSTITUTE TWO DIFFERENT ORDERS OF FACTS WHICH CORRESPOND TO EACH OTHER WHICH ARE ALWAYS INTERLACED AND WHICH OFTEN BRING FORTH RESULTS,4507, they constitute two different orders of facts which correspond to each other which are always interlaced and which often bring forth results,0.0,3.785828113555908,3.684181451797485
4507-16021-0033,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0033.flac,5.545,DO WE REALLY KNOW THE MOUNTAIN WELL WHEN WE ARE NOT ACQUAINTED WITH THE CAVERN,4507, Do we really know the mountain well when we are not acquainted with the cavern?,0.0,3.756510972976685,3.831776142120361
7176-88083-0003,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0003.flac,7.6,BUT HERE HE WAS AT A TERRIBLE DISADVANTAGE AS COMPARED WITH THE OWLS HAWKS AND EAGLES HE HAD NO RENDING CLAWS,7176, but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,0.0,4.359851837158203,4.077316284179688
4507-16021-0031,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0031.flac,14.31,AND THEN WE INSIST UPON IT THE STUDY OF SOCIAL DEFORMITIES AND INFIRMITIES AND THE TASK OF POINTING THEM OUT WITH A VIEW TO REMEDY IS NOT A BUSINESS IN WHICH CHOICE IS PERMITTED,4507, and then we insist upon it the study of social deformities and infirmities and the task of pointing them out with a view to remedy is not a business in which choice is permitted,0.0,3.8638620376586914,4.182352066040039
4507-16021-0044,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0044.flac,2.19,LOOK CLOSELY AT LIFE,4507, Look closely at life.,0.0,3.4986040592193604,1.9865509271621704
4507-16021-0057,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0057.flac,4.61,PEOPLE SUFFER IN THE LIGHT EXCESS BURNS,4507, People suffer in the light. Excess burns.,0.0,3.296036958694458,2.96673846244812
4507-16021-0004,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0004.flac,2.135,WHAT IS SLANG,4507, What is slang?,0.0,3.2574398517608643,1.9928429126739504
7176-88083-0009,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0009.flac,4.045,THE GREAT HAWK FOLLOWED HURRIEDLY TO RETRIEVE HIS PREY FROM THE GROUND,7176, The great hawk followed hurriedly to retrieve his prey from the ground.,0.0,3.4870331287384038,3.4297571182250977
7176-88083-0012,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0012.flac,5.045,THE HAWK ALIGHTED ON THE DEAD BRANCH AND SAT UPRIGHT MOTIONLESS AS IF SURPRISED,7176," The hawk alighted on the dead branch and sat upright, motionless, as if surprised.",0.0,4.516005039215088,3.809004545211792
4446-2275-0015,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0015.flac,2.98,HE PULLED UP A WINDOW AS IF THE AIR WERE HEAVY,4446," ""'He pulled up a window as if the air were heavy.'",0.0,3.7234976291656494,4.07541561126709
4446-2275-0014,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0014.flac,2.51,I CAN'T STAND SEEING YOU MISERABLE,4446," I can't stand seeing you miserable.""",0.0,4.296572685241699,4.008794784545898
4446-2275-0013,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0013.flac,3.65,I'LL DO ANYTHING YOU WISH ME TO BARTLEY SHE SAID TREMULOUSLY,4446," ""'I'll do anything you wish me to, Bartley,' she said tremulously.",0.0,4.600110054016113,4.02429723739624
4446-2275-0012,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0012.flac,6.025,SHE LOOKED AT HIS HEAVY SHOULDERS AND BIG DETERMINED HEAD THRUST FORWARD LIKE A CATAPULT IN LEASH,4446," She looked at his heavy shoulders and big, determined head, thrust forward like a catapult in leash.",0.0,4.408526420593262,4.165902137756348
7176-88083-0013,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0013.flac,15.0,LIKE HIS UNFORTUNATE LITTLE COUSIN THE TEAL HE TOO HAD FELT THE FEAR OF DEATH SMITTEN INTO HIS HEART AND WAS HEADING DESPERATELY FOR THE REFUGE OF SOME DARK OVERHANGING BANK DEEP FRINGED WITH WEEDS WHERE THE DREADFUL EYE OF THE HAWK SHOULD NOT DISCERN HIM,7176, like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,0.0,4.694112777709961,4.079848766326904
4446-2275-0010,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0010.flac,3.735,ALEXANDER LEANED FORWARD AND WARMED HIS HANDS BEFORE THE BLAZE,4446, Alexander leaned forward and warmed his hands before the blaze.,0.0,4.623091697692871,4.052155494689941
4446-2275-0009,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0009.flac,2.09,I GOT IN ABOUT TEN MINUTES AGO,4446, I got in about ten minutes ago.,0.0,4.678854942321777,3.995811462402344
4446-2275-0008,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0008.flac,4.13,WHEN DID YOU COME BARTLEY AND HOW DID IT HAPPEN YOU HAVEN'T SPOKEN A WORD,4446," When did you come, Bartley, and how did it happen? You haven't spoken a word.""",0.0,4.573443412780762,4.178268909454346
4446-2275-0007,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0007.flac,8.975,SHE PUSHED HIM TOWARD THE BIG CHAIR BY THE FIRE AND SAT DOWN ON A STOOL AT THE OPPOSITE SIDE OF THE HEARTH HER KNEES DRAWN UP TO HER CHIN LAUGHING LIKE A HAPPY LITTLE GIRL,4446," She pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth, her knees drawn up to her chin, laughing like a happy little girl.",0.0,4.518176078796387,4.354884624481201
4446-2275-0006,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0006.flac,3.54,I THOUGHT IT MIGHT BE SISTER KATE OR COUSIN MIKE WOULD BE HAPPENING ALONG,4446," I thought it might be Sister Kate or Cousin Mike would be happening along,",0.0,3.8156211376190186,4.198220729827881
4446-2275-0017,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0017.flac,2.475,BUT IT'S WORSE NOW IT'S UNBEARABLE,4446, But it's worse now. It's unbearable.,0.0,4.155478477478027,3.945845365524292
4970-29095-0025,./librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0025.flac,3.83,AND THEE WON'T GO WHY SHOULD I,4970," ""'And thee won't go? Why should I?'",0.0,3.9285738468170166,3.0717766284942627
4970-29095-0023,./librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0023.flac,3.905,I HAVE NOTHING TO WEAR REPLIED THAT DEMURE PERSON,4970, i have nothing to wear replied that demure person,0.0,3.673024892807007,3.657905101776123
4446-2271-0008,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0008.flac,5.495,IRENE BURGOYNE ONE OF HER FAMILY TOLD ME IN CONFIDENCE THAT THERE WAS A ROMANCE SOMEWHERE BACK IN THE BEGINNING,4446," Irene Burgoyne, one of her family, told me in confidence that there was a romance somewhere back in the beginning.",0.0,3.259920835494995,3.118732690811157
4446-2271-0019,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0019.flac,3.825,AFTER THAT IT WAS EASY TO FORGET ACTUALLY TO FORGET,4446," After that, it was easy to forget, actually to forget.",0.0,2.6211507320404053,2.188088178634644
7176-88083-0022,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0022.flac,9.485,THE HAWK EMBITTERED BY THE LOSS OF HIS FIRST QUARRY HAD BECOME AS DOGGED IN PURSUIT AS A WEASEL NOT TO BE SHAKEN OFF OR EVADED OR DECEIVED,7176, the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,0.0,4.585008144378662,4.011296272277832
4446-2271-0017,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0017.flac,12.26,ONE NIGHT WHEN HE AND WINIFRED WERE SITTING TOGETHER ON THE BRIDGE HE TOLD HER THAT THINGS HAD HAPPENED WHILE HE WAS STUDYING ABROAD THAT HE WAS SORRY FOR ONE THING IN PARTICULAR AND HE ASKED HER WHETHER SHE THOUGHT SHE OUGHT TO KNOW ABOUT THEM,4446, one night when he and winifred were sitting together on the bridge he told her that things had happened while he was studying abroad that he was sorry for one thing in particular and he asked her whether she thought she ought to know about them,0.0,2.9347760677337646,3.6663639545440674
4446-2271-0016,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0016.flac,10.205,HE WAS BEGINNING TO FEEL A KEEN INTEREST IN THE SLENDER BAREFOOT DONKEY GIRL WHO SLIPPED IN AND OUT OF THE PLAY SINGING LIKE SOME ONE WINDING THROUGH A HILLY FIELD,4446, he was beginning to feel a keen interest in the slender barefoot donkey girl who slipped in and out of the play singing like some one winding through a hilly field,0.0,3.024393320083618,3.4727797508239746
4446-2271-0015,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0015.flac,2.595,A LITTLE ATTACK OF NERVES POSSIBLY,4446," A little attack of nerves, possibly.",0.0,2.97485089302063,1.939982771873474
4446-2271-0014,./librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0014.flac,5.34,WESTMERE AND I WERE BACK AFTER THE FIRST ACT AND WE THOUGHT SHE SEEMED QUITE UNCERTAIN OF HERSELF,4446," Westmere and I were back after the first act, and we thought she seemed quite uncertain of herself.",0.0,2.934954643249512,3.350823402404785
7176-88083-0023,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0023.flac,9.645,HE HAD A LOT OF LINE OUT AND THE PLACE WAS NONE TOO FREE FOR A LONG CAST BUT HE WAS IMPATIENT TO DROP HIS FLIES AGAIN ON THE SPOT WHERE THE BIG FISH WAS FEEDING,7176," He had a lot of line out, and the place was none too free for a long cast, but he was impatient to drop his flies again on the spot where the big fish was feeding.",0.0,4.575348854064941,4.30194616317749
7176-88083-0025,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0025.flac,7.38,AT THE SUDDEN SHARP STING OF IT THE GREAT BIRD TURNED HIS HEAD AND NOTICED FOR THE FIRST TIME THE FISHERMAN STANDING ON THE BANK,7176, at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,0.0,4.5696539878845215,4.157480239868164
7176-88083-0027,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0027.flac,2.13,THEN THE LEADER PARTED FROM THE LINE,7176, Then the leader parted from the line,0.0,4.602534770965576,3.0801026821136475
4970-29095-0024,./librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0024.flac,6.04,IT HAS OCCUPIED MOTHER A LONG TIME TO FIND AT THE SHOPS THE EXACT SHADE FOR HER NEW BONNET,4970, it has occupied mother a long time to find at the shops the exact shade for her new bonnet,0.0,3.639633893966675,3.9186995029449454
4507-16021-0003,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0003.flac,4.895,SHE HAS A SON THEFT AND A DAUGHTER HUNGER,4507," She has a son, theft, and a daughter, hunger.",0.0,3.779242515563965,3.599904537200928
4446-2275-0018,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0018.flac,2.315,I GET NOTHING BUT MISERY OUT OF EITHER,4446," ""'I get nothing but misery out of either.'",0.0,2.125638246536255,4.014333724975586
4446-2275-0020,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0020.flac,2.72,IT WAS MYSELF I WAS DEFYING HILDA,4446," ""'It was myself I was defying, Hilda.'",0.0,3.395216226577759,3.909613609313965
4507-16021-0012,./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0012.flac,2.735,WHY SHOULD ONE HALT ON THE WAY,4507, Why should one halt on the way?,0.0,3.835195541381836,2.3180034160614014
7176-88083-0010,./librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0010.flac,6.74,THE CAT GROWLED SOFTLY PICKED UP THE PRIZE IN HER JAWS AND TROTTED INTO THE BUSHES TO DEVOUR IT,7176," The cat growled softly, picked up the prize in her jaws, and trotted into the bushes to devour it.",0.0,4.611847877502441,3.853748321533203
4446-2275-0045,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0045.flac,2.635,WE'VE TORTURED EACH OTHER ENOUGH FOR TONIGHT,4446," ""'We've tortured each other enough for to-night.'",0.0,3.1657960414886475,2.555172920227051
4446-2275-0044,./librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0044.flac,2.615,DON'T CRY DON'T CRY HE WHISPERED,4446," ""'Don't cry, don't cry,' he whispered.",0.0,4.474492073059082,1.6802364587783811
