file_name,file_path,duration,transcription,speaker_id,asr_result,wer,MOS_Quality,MOS_Naturalness
1089-134686-0010,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0010.flac,4.405,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,1089," ""'Well now, Ennis, I declare you have a head and so has my stick.'",0.0,4.841297149658203,4.039804458618164
1089-134686-0011,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0011.flac,12.445,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECITE THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,1089, on saturday mornings when the sodality met in the chapel to recite the little office his place was a cushioned kneeling desk at the right of the altar from which he led his wing of boys through the responses,0.0,4.527158737182617,4.319779872894287
1089-134686-0012,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0012.flac,11.64,HER EYES SEEMED TO REGARD HIM WITH MILD PITY HER HOLINESS A STRANGE LIGHT GLOWING FAINTLY UPON HER FRAIL FLESH DID NOT HUMILIATE THE SINNER WHO APPROACHED HER,1089, her eyes seemed to regard him with mild pity her holiness a strange light glowing faintly upon her frail flesh did not humiliate the sinner who approached her,0.0,4.05400276184082,4.2617363929748535
1089-134686-0013,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0013.flac,7.915,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,1089, if ever he was impelled to cast sin from him and to repent the impulse that moved him was the wish to be her knight,0.0,4.452360153198242,4.07621431350708
1089-134686-0014,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0014.flac,2.225,HE TRIED TO THINK HOW IT COULD BE,1089, He tried to think how it could be,0.0,4.434460639953613,3.7088708877563477
1089-134686-0015,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0015.flac,5.815,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,1089," but the dusk, deepening in the schoolroom, covered over his thoughts. The bell rang.",0.0,4.230080604553223,3.9596445560455322
1089-134686-0016,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0016.flac,3.54,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,1089," ""'Then you can ask him questions on the catechism, Daedalus.'",0.1,3.8417234420776367,3.716336727142334
1089-134686-0017,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,8.87,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,1089," Stephen, leaning back and drawing idly on his scribbler, listened to the talk about him which Heron checked from time to time by saying,",0.0,4.648356914520264,4.243016242980957
1089-134686-0018,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0018.flac,15.72,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,1089, it was strange too that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation,0.0,4.469475746154785,4.400444507598877
1089-134686-0019,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0019.flac,13.895,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,1089, the sentence of st james which says that he who offends against one commandment becomes guilty of all had seemed to him first a swollen phrase until he had begun to grope in the darkness of his own state,0.02564102564102564,4.543023109436035,4.3286213874816895
1089-134686-0020,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0020.flac,16.79,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,1089, if a man had stolen a pound in his youth and had used that pound to amass a huge fortune how much was he obliged to give back the pound he had stolen only or the pound together with the compound interest accruing upon it or all his huge fortune,0.0,4.5275068283081055,4.349259853363037
1089-134686-0021,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0021.flac,6.55,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,1089," If a layman, in giving baptism, pours the water before saying the words, is the child baptized?",0.058823529411764705,4.276184558868408,4.168614387512207
1089-134686-0022,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0022.flac,11.175,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,1089, how comes it that while the first beatitude promises the kingdom of heaven to the poor of heart the second beatitude also promises to the meek that they shall possess the land,0.0625,4.571301460266113,4.2492899894714355
1089-134686-0023,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0023.flac,13.275,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,1089, why was the sacrament of the eucharist instituted under the two species of bread and wine if jesus christ be present body and blood soul and divinity in the bread alone and in the wine alone,0.0,4.618829250335693,4.381768703460693
1089-134686-0024,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0024.flac,11.655,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,1089, if the wine change into vinegar and the host crumble into corruption after they have been consecrated is jesus christ still present under their species as god and as man,0.0,4.59660530090332,4.297712326049805
1089-134686-0025,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0025.flac,6.61,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,1089, A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.,0.0,4.757678031921387,3.8530330657958984
1089-134686-0026,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0026.flac,4.01,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,1089, The rector did not ask for a catechism to hear the lesson from.,0.0,3.713707447052002,3.981566905975342
1089-134686-0027,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0027.flac,2.71,HE CLASPED HIS HANDS ON THE DESK AND SAID,1089," He clasped his hands on the desk and said,",0.0,4.493125915527344,3.813833236694336
1089-134686-0028,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0028.flac,7.83,THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOUR OF SAINT FRANCIS XAVIER WHOSE FEAST DAY IS SATURDAY,1089," The retreat will begin on Wednesday afternoon in honor of St. Francis Xavier, whose feast day is Saturday.",0.1111111111111111,4.797638893127441,4.291348457336426
1089-134686-0029,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0029.flac,4.67,ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS,1089," On Friday, confession will be heard all the afternoon after beads.",0.0,4.524131774902344,4.049707889556885
1089-134686-0030,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0030.flac,2.715,BEWARE OF MAKING THAT MISTAKE,1089, Beware of making that mistake.,0.0,4.458324909210205,3.736595869064331
1089-134686-0031,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0031.flac,6.615,STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER,1089, Stephen's heart began slowly to fold and fade with fear like a withering flower.,0.0,4.445446014404297,4.071774482727051
1089-134686-0032,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0032.flac,4.09,HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES,1089," He is called, as you know, the Apostle of the Indies.",0.0,4.457940578460693,3.7237350940704346
1089-134686-0033,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0033.flac,3.33,A GREAT SAINT SAINT FRANCIS XAVIER,1089," A great saint, Saint Francis Xavier.",0.0,4.415863037109375,3.782627820968628
1089-134686-0034,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0034.flac,5.81,THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON,1089," The rector paused, and then, shaking his clasped hands before him, went on.",0.0,4.405091285705566,3.9523262977600098
1089-134686-0035,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0035.flac,3.445,HE HAD THE FAITH IN HIM THAT MOVES MOUNTAINS,1089, He had the faith in him that moves mountains.,0.0,4.140612602233887,3.8755950927734375
1089-134686-0036,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0036.flac,3.25,A GREAT SAINT SAINT FRANCIS XAVIER,1089," a great saint, Saint Francis Xavier",0.0,4.2118377685546875,3.648892641067505
1089-134686-0037,./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0037.flac,5.21,IN THE SILENCE THEIR DARK FIRE KINDLED THE DUSK INTO A TAWNY GLOW,1089, In the silence their dark fire kindled the dusk into a tawny glow.,0.0,4.510416507720947,3.9876410961151123
1089-134691-0000,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0000.flac,2.085,HE COULD WAIT NO LONGER,1089, He could wait no longer.,0.0,4.6142778396606445,3.820755958557129
1089-134691-0001,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0001.flac,5.415,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,1089," For a full hour he had paced up and down, waiting, but he could wait no longer.",0.0,4.406131744384766,3.929940938949585
1089-134691-0002,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0002.flac,11.6,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,1089, he set off abruptly for the bull walking rapidly lest his father's shrill whistle might call him back and in a few moments he had rounded the curve at the police barrack and was safe,0.0,4.445714950561523,4.21463680267334
1089-134691-0003,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0003.flac,2.175,THE UNIVERSITY,1089, the university,0.0,3.9023616313934326,3.5525999069213867
1089-134691-0004,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0004.flac,5.1750625,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,1089," Pride after satisfaction uplifted him like long, slow waves.",0.0,4.3859124183654785,4.08005952835083
1089-134691-0005,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0005.flac,5.36,WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS,1089, whose feet are as the feet of hearts and underneath the everlasting arms.,0.07692307692307693,4.346942901611328,3.9514615535736084
1089-134691-0006,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0006.flac,5.895,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,1089, The pride of that dim image brought back to his mind the dignity of the office he had refused.,0.0,4.5089874267578125,4.136549949645996
1089-134691-0007,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0007.flac,3.44,SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING,1089, Soon the whole bridge was trembling and resounding.,0.0,4.547792434692383,4.085536003112793
1089-134691-0008,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0008.flac,14.985,THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,1089, the uncouth faces passed him two by two stained yellow or red or livid by the sea and as he strove to look at them with ease and indifference a faint stain of personal shame and commiseration rose to his own face,0.0,4.489826202392578,4.324535369873047
1089-134691-0009,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0009.flac,20.055,ANGRY WITH HIMSELF HE TRIED TO HIDE HIS FACE FROM THEIR EYES BY GAZING DOWN SIDEWAYS INTO THE SHALLOW SWIRLING WATER UNDER THE BRIDGE BUT HE STILL SAW A REFLECTION THEREIN OF THEIR TOP HEAVY SILK HATS AND HUMBLE TAPE LIKE COLLARS AND LOOSELY HANGING CLERICAL CLOTHES BROTHER HICKEY,1089," Angry with himself, he tried to hide his face from their eyes by gazing down sideways into the shallow, swirling water under the bridge, but he still saw a reflection therein of their top-heavy silk hats, and humble, tape-like collars, and loosely hanging clerical clothes. ""'Brother Hickey!'",0.08163265306122448,4.489084720611572,4.356634616851807
1089-134691-0010,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0010.flac,3.195,BROTHER MAC ARDLE BROTHER KEOGH,1089, Brother McArdle. Brother Kieff.,0.6,4.4807305335998535,3.709665060043335
1089-134691-0011,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0011.flac,20.01,THEIR PIETY WOULD BE LIKE THEIR NAMES LIKE THEIR FACES LIKE THEIR CLOTHES AND IT WAS IDLE FOR HIM TO TELL HIMSELF THAT THEIR HUMBLE AND CONTRITE HEARTS IT MIGHT BE PAID A FAR RICHER TRIBUTE OF DEVOTION THAN HIS HAD EVER BEEN A GIFT TENFOLD MORE ACCEPTABLE THAN HIS ELABORATE ADORATION,1089, their piety would be like their names like their faces like their clothes and it was idle for him to tell himself that their humble and contrite hearts it might be paid a far richer tribute of devotion than his had ever been a gift tenfold more acceptable than his elaborate adoration,0.0,4.512044906616211,4.370192050933838
1089-134691-0012,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0012.flac,15.03,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,1089, it was idle for him to move himself to be generous towards them to tell himself that if he ever came to their gates stripped of his pride beaten and in beggars weeds that they would be generous toward him loving him as themselves,0.022727272727272728,4.491024971008301,4.254576206207275
1089-134691-0013,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0013.flac,16.33,IDLE AND EMBITTERING FINALLY TO ARGUE AGAINST HIS OWN DISPASSIONATE CERTITUDE THAT THE COMMANDMENT OF LOVE BADE US NOT TO LOVE OUR NEIGHBOUR AS OURSELVES WITH THE SAME AMOUNT AND INTENSITY OF LOVE BUT TO LOVE HIM AS OURSELVES WITH THE SAME KIND OF LOVE,1089, idle and embittering finally to argue against his own dispassionate certitude that the commandment of love bade us not to love our neighbor as ourselves with the same amount and intensity of love but to love him as ourselves in the same kind of love,0.044444444444444446,4.538753509521484,4.35577392578125
1089-134691-0014,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0014.flac,4.755,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD,1089, The phrase and the day and the scene harmonized in accord.,0.16666666666666666,4.4890851974487305,4.126977920532227
1089-134691-0015,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0015.flac,3.395,WORDS WAS IT THEIR COLOURS,1089," ""'Words. Was it their colours?'",0.0,4.393664360046387,3.7051005363464355
1089-134691-0016,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0016.flac,9.06,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,1089," They were voyaging across the deserts of the sky, a host of nomads on the march, voyaging high over Ireland, westward bound.",0.0,4.453166961669922,4.097964286804199
1089-134691-0017,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0017.flac,11.695,THE EUROPE THEY HAD COME FROM LAY OUT THERE BEYOND THE IRISH SEA EUROPE OF STRANGE TONGUES AND VALLEYED AND WOODBEGIRT AND CITADELLED AND OF ENTRENCHED AND MARSHALLED RACES,1089, the europe they had come from lay out there beyond the irish sea europe of strange tongues and valleyed and wood begirt and citadel'd and of entrenched and marshall'd races,0.13793103448275862,4.494146347045898,4.201692581176758
1089-134691-0018,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0018.flac,3.09,AGAIN AGAIN,1089," Again, again.",0.0,4.035283088684082,3.592891216278076
1089-134691-0019,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0019.flac,3.155,A VOICE FROM BEYOND THE WORLD WAS CALLING,1089, A voice from beyond the world was calling.,0.0,4.336956977844238,3.8942294120788574
1089-134691-0020,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0020.flac,3.99,HELLO STEPHANOS HERE COMES THE DEDALUS,1089," ""'Hello, Stephanos! Here comes the Daedalus!'",0.16666666666666666,4.489201545715332,3.6617846488952637
1089-134691-0021,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0021.flac,13.37,THEIR DIVING STONE POISED ON ITS RUDE SUPPORTS AND ROCKING UNDER THEIR PLUNGES AND THE ROUGH HEWN STONES OF THE SLOPING BREAKWATER OVER WHICH THEY SCRAMBLED IN THEIR HORSEPLAY GLEAMED WITH COLD WET LUSTRE,1089, their diving stone poised on its rude supports and rocking under their plunges and the rough-hewn stones of the sloping breakwater over which they scrambled in their horseplay gleamed with cold wet lustre,0.058823529411764705,4.468588352203369,4.237584114074707
1089-134691-0022,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0022.flac,5.635,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,1089," He stood still in deference to their calls, and parried their banter with easy words.",0.0,4.561565399169922,4.12929630279541
1089-134691-0023,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0023.flac,7.735,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESCENCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS,1089," It was a pain to see them, and a sword-like pain to see the signs of adolescence that made repellent their pitiable nakedness.",0.08333333333333333,4.604244709014893,4.129847526550293
1089-134691-0024,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0024.flac,2.215,STEPHANOS DEDALOS,1089, Stefanos Derlos,1.0,4.626891136169434,3.0250022411346436
1089-134691-0025,./librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0025.flac,8.005,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,1089," A moment before, the ghost of the ancient kingdom of the Danes had looked forth through the vesture of the haze-wrapped city.",0.0,4.354984283447266,3.9394102096557617
1188-133604-0000,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0000.flac,10.725,YOU WILL FIND ME CONTINUALLY SPEAKING OF FOUR MEN TITIAN HOLBEIN TURNER AND TINTORET IN ALMOST THE SAME TERMS,1188, you will find me continually speaking of four men titian holbein turner and tintoret in almost the same terms,0.0,3.8058369159698486,3.869591236114502
1188-133604-0001,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0001.flac,9.04,THEY UNITE EVERY QUALITY AND SOMETIMES YOU WILL FIND ME REFERRING TO THEM AS COLORISTS SOMETIMES AS CHIAROSCURISTS,1188," They unite every quality, and sometimes you will find me referring to them as colorists, sometimes as chiaroscurists.",0.0,4.109139442443848,3.9892849922180176
1188-133604-0002,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0002.flac,17.96,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT,1188, by being studious of colour they are studious in division and while the chiaroscurist devotes himself to the representation of degrees of force in one thing unseparated light the colourists have for their function the attainment of beauty by arrangement of the divisions of light,0.06666666666666667,4.370919227600098,4.267866134643555
1188-133604-0003,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0003.flac,12.61,MY FIRST AND PRINCIPAL REASON WAS THAT THEY ENFORCED BEYOND ALL RESISTANCE ON ANY STUDENT WHO MIGHT ATTEMPT TO COPY THEM THIS METHOD OF LAYING PORTIONS OF DISTINCT HUE SIDE BY SIDE,1188, my first and principal reason was that they enforced beyond all resistance on any student who might attempt to copy them this method of laying portions of distinct hue side by side,0.0,3.9461705684661865,4.066687107086182
1188-133604-0004,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,10.65,SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN MIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMENT MIGHT CRYSTALLIZE HARD AT THE EDGE,1188, some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge,0.0,4.322498798370361,4.086740016937256
1188-133604-0005,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0005.flac,8.56,IT IS THE HEAD OF A PARROT WITH A LITTLE FLOWER IN HIS BEAK FROM A PICTURE OF CARPACCIO'S ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE,1188, it is the head of a parrot with a little flower in his beak from a picture of carpaccio's one of his series of the life of st george,0.034482758620689655,4.232345104217529,3.8845009803771973
1188-133604-0006,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0006.flac,2.4,THEN HE COMES TO THE BEAK OF IT,1188, Then he comes to the beak of it.,0.0,3.95774245262146,2.893831253051758
1188-133604-0007,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0007.flac,14.24,THE BROWN GROUND BENEATH IS LEFT FOR THE MOST PART ONE TOUCH OF BLACK IS PUT FOR THE HOLLOW TWO DELICATE LINES OF DARK GRAY DEFINE THE OUTER CURVE AND ONE LITTLE QUIVERING TOUCH OF WHITE DRAWS THE INNER EDGE OF THE MANDIBLE,1188, the brown ground beneath is left for the most part one touch of black is put for the hollow two delicate lines of dark grey define the outer curve and one little quivering touch of white draws the inner edge of the mandible,0.023255813953488372,4.333229064941406,4.10231351852417
1188-133604-0008,./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0008.flac,20.755,FOR BELIEVE ME THE FINAL PHILOSOPHY OF ART CAN ONLY RATIFY THEIR OPINION THAT THE BEAUTY OF A COCK ROBIN IS TO BE RED AND OF A GRASS PLOT TO BE GREEN AND THE BEST SKILL OF ART IS IN INSTANTLY SEIZING ON THE MANIFOLD DELICIOUSNESS OF LIGHT WHICH YOU CAN ONLY SEIZE BY PRECISION OF INSTANTANEOUS TOUCH,1188, for believe me the final philosophy of art can only ratify their opinion that the beauty of a cock-robin is to be red and of a grass-plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch,0.06896551724137931,3.9408388137817383,4.171945095062256
