file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
61-70968-0033,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0033.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0033_inference.wav,THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout.",THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout.",THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT,0.0,0.0,0.0,4.18742561340332,2.740586996078491,0.9556936501769931
61-70968-0048,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0048.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0048_inference.wav,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT, and Henry might return to England at any moment.,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT, and henry might return to england at any moment.,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT,0.0,0.0,0.0,3.738513469696045,2.1091115474700928,0.9127682291727948
61-70968-0007,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0007.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0007_inference.wav,SISTER NELL DO YOU HEAR THESE MARVELS," Sister Nell, do you hear these marvels?",SISTER NELL DO YOU HEAR THESE MARVELS," Sister Nell, do you hear these marvels?",SISTER NELL DO YOU HEAR THESE MARVELS,0.0,0.0,0.0,3.1207892894744877,2.0082027912139893,0.8615938633237988
61-70968-0055,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0055.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0055_inference.wav,ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES," Robin was glad when, at length, they were left to their own devices.",ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES," Robin was glad when, at lay, they were left to their own devices.",ROBIN WAS GLAD WHEN AT LAY THEY WERE LEFT TO THEIR OWN DEVICES,0.0,0.3846153846153846,0.3846153846153846,3.9744582176208496,2.7512238025665283,0.9206854478863858
61-70968-0039,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0039.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0039_inference.wav,AND MINE IS WILL STUTELEY SHALL WE BE COMRADES, And mine is Will Stutley. Shall we be comrades?,AND MINE IS WILL STUTLEY SHALL WE BE COMRADES, and mine is Will Stutley. Shall we become rats?,AND MINE IS WILL STUTLEY SHALL WE BECOME RATS,0.1111111111111111,0.6666666666666666,0.5555555555555556,4.226800441741943,2.486988306045532,0.9051184766195202
61-70968-0049,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0049.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0049_inference.wav,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN, have your will child if the boy also wills it montfich answered feeling too ill to oppose anything very strongly just then,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICH ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN, have your will child if the boy also wills it montfich answered feeling too ill to oppose anything very strongly just then,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICH ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN,0.0909090909090909,0.0909090909090909,0.0,3.6405844688415527,2.6357181072235107,0.9232880783041733
61-70968-0020,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0020.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0020_inference.wav,SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM," ""'Shame on you, citizens!' cried he. ""'I blush for my fellows of Nottingham!'",SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM," ""'Shame on you, citizens!' cried he. ""'I'd plush for my fellows of Nottingham!'",SHAME ON YOU CITIZENS CRIED HE ID PLUSH FOR MY FELLOWS OF NOTTINGHAM,0.0,0.1538461538461538,0.1538461538461538,3.5608906745910645,2.319900751113892,0.9193975351197656
61-70968-0035,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0035.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0035_inference.wav,TAKING ADVANTAGE OF THIS THE SQUIRE'S FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBIN'S AND THE LITTLE STROLLER'S CRIES FOUGHT THEIR WAY TO HIM," Taking advantage of this, the squire's few men redoubled their efforts, and, encouraged by Robbins and the little stroller's cries, fought their way to him.",TAKING ADVANTAGE OF THIS THE SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBBINS AND THE LITTLE STROLLERS CRIES FOUGHT THEIR WAY TO HIM, taking advantage of this the squire's few men redoubled their efforts and encouraged by robin's and the little stroller's cries fought their way to him,TAKING ADVANTAGE OF THIS THE SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBINS AND THE LITTLE STROLLERS CRIES FOUGHT THEIR WAY TO HIM,0.04,0.0,-0.04,4.223865509033203,2.459444046020508,0.9410222647815188
61-70968-0060,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0060.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0060_inference.wav,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS, No thanks. I am glad to give you such easy happiness.,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS, No thanks. I am glad to give you such easy happiness.,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS,0.0,0.0,0.0,4.239493370056152,2.335884094238281,0.9305139989832144
61-70968-0000,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0000.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0000_inference.wav,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT," He began a confused complaint against the wizard, who had vanished behind the curtain on the left.",HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT," He began a confused complaint against the wizard, who had vanished behind the curtain on the left.",HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT,0.0,0.0,0.0,4.040806770324707,2.1486704349517822,0.93604460646648
61-70968-0053,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0053.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0053_inference.wav,HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY," ""'He is my esquire, Excellency,' returned Robin with dignity.",HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY," ""'He is my esquire, Excellency,' returned Robin with dignity.",HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY,0.0,0.0,0.0,4.149919509887695,2.4808390140533447,0.921223321103802
61-70968-0024,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0024.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0024_inference.wav,SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PURSE IN CONSOLATION," spoke the squire, losing all patience. And it was to you that I gave another person consolation.",SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PERSON CONSOLATION," spoke the squire, losing all patience. ""'And it was to you that I gave another person consolation!'",SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PERSON CONSOLATION,0.2222222222222222,0.2222222222222222,0.0,3.875150442123413,2.1793408393859863,0.9078976285245076
61-70968-0057,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0057.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0057_inference.wav,THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT," These escapades are not for old Gamewell, lad. His day has come to twilight.",THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT," These escapades are not for old Gamewell, lad. His day has come to twilight.",THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT,0.0,0.0,0.0,3.796686887741089,2.249717950820923,0.9285681473253188
61-70968-0004,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0004.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0004_inference.wav,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID, Also there was a stripling page who turned into a maid.,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID, Also there was a stripling page who turned into a maid.,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID,0.0,0.0,0.0,4.17857551574707,2.0776174068450928,0.9220912512100544
61-70968-0030,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0030.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0030_inference.wav,NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT," Now be silent on your lives, he began, but the captured apprentice set up an instant shout.",NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT," Now be silent on your lives, he began, but the captured apprentice set up an instant shout.",NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT,0.0,0.0,0.0,3.8442962169647217,2.356647491455078,0.945054987263802
61-70968-0045,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0045.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0045_inference.wav,PRAY FOLLOW US WITH MINE AND MY LORD SHERIFF'S MEN," Pray follow us, with mine and my Lord Sheriff's men.",PRAY FOLLOW US WITH MINE AND MY LORD SHERIFFS MEN," Pray follow us, with mine and my lord sheriff's men.",PRAY FOLLOW US WITH MINE AND MY LORD SHERIFFS MEN,0.0,0.0,0.0,4.114896774291992,2.352815866470337,0.9304743904363608
61-70968-0027,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0027.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0027_inference.wav,ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES," Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES," Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES,0.0,0.0,0.0,4.137412071228027,2.6196513175964355,0.9441979071710422
61-70968-0025,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0025.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0025_inference.wav,COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER," Come to me, men! Here! Here!"" He raised his voice still louder.",COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER," ""'Come to me, men! Here! Here!' He raised his voice still louder.",COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER,0.0,0.0,0.0,4.232621192932129,2.3990399837493896,0.939865494729824
61-70968-0005,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0005.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0005_inference.wav,THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED," This was so, sweet lady, sir, and in some manner I do think she died.",THIS WAS SO SWEET LADY SIR AND IN SOME MANNER I DO THINK SHE DIED," This was so, sweet lady, sir, and in some manner I do think she died.",THIS WAS SO SWEET LADY SIR AND IN SOME MANNER I DO THINK SHE DIED,0.125,0.125,0.0,3.784383773803711,1.9484004974365237,0.8841566434668011
61-70968-0061,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0061.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0061_inference.wav,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL," ""'You are a worthy leech, Will,' presently whispered Robin. ""'The wine has worked a marvel.'",YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL," ""'You are a worthy leech, Will,' presently whispered Robin. ""'The wine has worked a marvel.'",YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL,0.0,0.0,0.0,3.59397554397583,2.100325107574463,0.9047156083189816
61-70968-0037,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0037.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0037_inference.wav,WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY," ""'What is your name, lording?' asked the little stroller presently.",WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY," ""'What is your name, lording?' asked a little stroller presently.",WHAT IS YOUR NAME LORDING ASKED A LITTLE STROLLER PRESENTLY,0.0,0.3,0.3,3.9113593101501465,1.9319534301757808,0.8829349191536014
61-70968-0034,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0034.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0034_inference.wav,A MONTFICHET A MONTFICHET GAMEWELL TO THE RESCUE," Amont Vichy, Amont Vichy, game well to the rescue!",AMONT VICHY AMONT VICHY GAME WELL TO THE RESCUE," Amodvichet, Amodvichet, gain well to the rescue!",AMODVICHET AMODVICHET GAIN WELL TO THE RESCUE,1.0,1.0,0.0,3.5804715156555176,2.6710946559906006,0.9349576748219238
61-70968-0001,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0001.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0001_inference.wav,GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD," Give not so earnest a mind to these mummeries, child.",GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD," Give not so earnest a mind to these mummeries, child.",GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD,0.0,0.0,0.0,3.7728524208068848,2.3700554370880127,0.9319496678740564
61-70968-0047,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0047.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0047_inference.wav,MASTER MONCEUX THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING," Master Monceau, the sheriff of Nottingham, was mightily put about when told of the rioting.",MASTER MONCEAU THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING," Master Monceau, the sheriff of Nottingham, was mightily put about when told of the rioting.",MASTER MONCEAU THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING,0.1333333333333333,0.1333333333333333,0.0,4.2852783203125,2.706681966781616,0.9407275221078334
61-70968-0026,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0026.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0026_inference.wav,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOES, The strollers took their part in it with hearty zest now that they had some chance of beating off their foes.,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOES, The strollers took their part in it with hearty zest now that they had some chances beating off their foes.,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCES BEATING OFF THEIR FOES,0.0,0.1428571428571428,0.1428571428571428,4.144597053527832,2.583481788635254,0.9509400274251414
61-70968-0051,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,/homes/jiasin/BigCodec/outputs_librispeech_test_clean/test-clean_16k_mono_16bit/61-70968-0051_inference.wav,BEG ME A ROOM OF THE SHERIFF CHILD QUICKLY," Make me a room of the sheriff, child, quickly.",MAKE ME A ROOM OF THE SHERIFF CHILD QUICKLY," Make me a room of the sheriff, child, quickly.",MAKE ME A ROOM OF THE SHERIFF CHILD QUICKLY,0.4444444444444444,0.4444444444444444,0.0,3.7881832122802734,2.551632642745972,0.9419416338307556
