file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_31065246,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变之后,十多年前台北车站改变之后,0.0,0.1666666666666666,0.1666666666666666,2.897183418273926,1.5282080173492432,0.6886741821730694
common_voice_zh-TW_20860809,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20860809.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_20860809_inference.wav,就补缴空屋税,就补叫空污税,就补叫空污税,作品叫空污税,作品叫空污税,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.3755290508270264,1.486494779586792,0.6559906986234467
common_voice_zh-TW_26657819,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_26657819_inference.wav,超英赶美,超音感美,超音感美,超音感媚,超音感媚,0.5,0.75,0.25,2.306368350982666,1.701938509941101,0.70590161771777
common_voice_zh-TW_24677150,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_24677150_inference.wav,有三十五种语言,有35种语言,有种语言,有三十五種語言,有三十五种语言,0.42857142857142855,0.0,-0.42857142857142855,2.4619460105896,1.1174372434616089,0.5392135483000389
common_voice_zh-TW_26826729,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,人被视为尊贵的血统,仍被视为尊贵的石头,仍被视为尊贵的石头,0.1111111111111111,0.2222222222222222,0.1111111111111111,3.1400222778320312,1.2549411058425903,0.601770609905549
common_voice_zh-TW_31113743,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,聯絡木工林草與太平山林草,聯絡木工林草與太平山林草,0.0,0.5833333333333334,0.5833333333333334,2.8269295692443848,1.251816749572754,0.7195444077215798
common_voice_zh-TW_37952977,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场了,参与者要进入会场,参与者要进入会场,0.0,0.1111111111111111,0.1111111111111111,3.441033840179444,1.4468185901641846,0.6567091792580533
common_voice_zh-TW_22006784,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,烏有茶江南州來內有偽玉,烏有茶江南州來內有偽玉,0.0,0.8181818181818182,0.8181818181818182,2.0091047286987305,1.3244686126708984,0.5518289458902268
common_voice_zh-TW_24478270,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过人的企业用吗,有超过五千人的企业有吗,有超过五千人的企业有吗,0.1818181818181818,0.0909090909090909,-0.0909090909090909,3.699082612991333,1.4364020824432373,0.632604667020817
common_voice_zh-TW_22020300,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,强迫开放引进新东西的话,強迫開放引進新東西的話,强迫开放引进新东西的话,0.08333333333333333,0.08333333333333333,0.0,3.05275559425354,1.288923978805542,0.7495024087328914
common_voice_zh-TW_19313364,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻鶴,我自己的朋友和我自己的朋友,我自己的朋友和我自己的朋友,0.4,1.0,0.6,1.9110945463180544,1.0716227293014526,0.5221705056973381
common_voice_zh-TW_22927699,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其实每一年都有精进,其实每一年都有进行,其实每一年都有进行,0.0,0.2222222222222222,0.2222222222222222,3.1162562370300293,1.3282263278961182,0.6629139633632046
common_voice_zh-TW_22766609,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,当局者明确扣线,當機總理就說下,当机总理就说下,0.6666666666666666,1.0,0.33333333333333337,3.3179171085357666,1.4258074760437012,0.3401162418156447
common_voice_zh-TW_27003463,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重視有關經濟、財政收入方面的改善,重视有关经济财政收入方面的改善,0.0,0.2222222222222222,0.2222222222222222,2.5298187732696533,1.489388108253479,0.7306604487209886
common_voice_zh-TW_27459935,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,由两种相同元素组成的化合物,腰帘中三头驴做五头称为化合物,腰帘中三头驴做五头称为化合物,0.0,0.8461538461538461,0.8461538461538461,2.0083537101745605,1.296372890472412,0.5864023331280954
common_voice_zh-TW_25115780,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,差不多是研究會等級,差不多是研究会等级,0.2222222222222222,0.2222222222222222,0.0,3.28783655166626,1.5649640560150146,0.6278632145971329
common_voice_zh-TW_36445549,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关事件,都雅各國的相關事件,都雅各国的相关事件,0.0,0.2222222222222222,0.2222222222222222,1.8753868341445925,1.2152786254882812,0.6787627969189838
common_voice_zh-TW_32161714,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,我現在在比特州大學,我现在在比特州大学,0.0,0.875,0.875,3.1515352725982666,1.4618406295776367,0.6855071553105647
common_voice_zh-TW_22765224,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为核发查询码的身份辨识,作为和发查行码的身份变身,作为和发查行码的身份变身,0.0833333333333333,0.4166666666666667,0.3333333333333333,3.123743295669556,1.8431808948516848,0.6695024539566669
common_voice_zh-TW_19239250,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。",杜先生你先来楼上,"杜先生,你真是老心!",杜先生你真是老心,0.1111111111111111,0.5555555555555556,0.4444444444444445,3.1470420360565186,1.4228522777557373,0.7051318584648665
common_voice_zh-TW_30481720,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,0.0,0.0,0.0,3.1996140480041504,1.481269598007202,0.7226203471505228
common_voice_zh-TW_31483227,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,捷运新北产业圆区站,我們會在下一個小時內開始,我们会在下一个小时内开始,0.1111111111111111,1.3333333333333333,1.222222222222222,2.1491894721984863,1.0779016017913818,0.5382514075219572
common_voice_zh-TW_19419800,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事?,推特這個到底是發生了什麼事,0.3076923076923077,0.3076923076923077,0.0,3.557408332824707,1.6480894088745115,0.7108169499014855
common_voice_zh-TW_31313987,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该何假处的时间及延度记录,某日该何假促的时间及延度记录,某日该何假促的时间及延度记录,0.2142857142857142,0.2857142857142857,0.0714285714285714,3.288926362991333,1.369449257850647,0.6550641650243189
common_voice_zh-TW_26774537,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,主要集中在泰山幼苗,3R 子女森林賽 海神ville,子女森林賽海神,0.2222222222222222,1.0,0.7777777777777778,2.414827585220337,1.1791696548461914,0.7264682357518184
common_voice_zh-TW_36635605,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新中恒公路嘉义御山线,新洲航空落 嘉義遇山蟹,新洲航空落嘉義遇山蟹,0.2,0.7,0.49999999999999994,2.6603024005889893,1.3244328498840332,0.6127459246291935
common_voice_zh-TW_30576707,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,0.0,0.0,0.0,4.276956558227539,2.014010667800904,0.7490062976555367
common_voice_zh-TW_19243536,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,0.0,0.0,0.0,2.672356367111206,1.4459956884384155,0.5493611025895577
common_voice_zh-TW_36444578,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,实习与记忆的核心关键,实习与记忆的核心关键,0.0,0.1,0.1,2.1475563049316406,1.3191320896148682,0.7334689762946859
common_voice_zh-TW_18670563,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗,要加强综码,要加强综码,0.0,0.6,0.6,2.4045584201812744,1.5928176641464231,0.6730670257410832
common_voice_zh-TW_22019228,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有时设计者会自然预设使用者是右撇子,有时设计者会自然意识使用者是右撇子,有时设计者会自然意识使用者是右撇子,0.0,0.11764705882352941,0.11764705882352941,2.9064271450042725,1.2688353061676023,0.7252689121120613
common_voice_zh-TW_27103780,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关月头机和温暖机的描述,有关月头机和温暖机的描述,0.0,0.4166666666666667,0.4166666666666667,3.0327565670013428,1.275696039199829,0.6169910055212119
common_voice_zh-TW_31437436,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,他们身在大自然中,他们身在大自然中,0.0,0.0,0.0,2.1305203437805176,1.2203081846237185,0.6945468469767463
common_voice_zh-TW_27165927,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,利用了思維能力,利用了思維能力,0.2857142857142857,0.2857142857142857,0.0,3.7057294845581055,2.094897508621216,0.6992811289427554
common_voice_zh-TW_31451722,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,高久市立讀書館美濃分館,高久市立讀書館美濃分館,0.0909090909090909,0.5454545454545454,0.4545454545454545,3.880654811859131,1.7339571714401243,0.6613718123648185
common_voice_zh-TW_27359046,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,0.0,0.0,0.0,3.389754056930542,1.5497157573699951,0.6450364573795138
common_voice_zh-TW_24478304,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在蛮深处的船,来下一艘在门深处的船,来下一艘在门深处的船,0.4,0.5,0.0999999999999999,3.635074853897095,1.209265947341919,0.659777891884795
common_voice_zh-TW_31145496,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来公了,完全可以来工了,完全可以来工了,0.2857142857142857,0.1428571428571428,-0.1428571428571428,3.524969577789306,1.4018440246582031,0.6770458339732736
common_voice_zh-TW_30767022,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,发想改变世界的点子,我想改变虚度的点子,我想改变虚度的点子,0.0,0.3333333333333333,0.3333333333333333,2.2968904972076416,1.292085886001587,0.6365397038860645
common_voice_zh-TW_17460981,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,努力寻找正直机会,努力寻找正直机会,0.125,0.125,0.0,3.369354009628296,1.6776511669158936,0.636893258342574
common_voice_zh-TW_27965506,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我会住在大理写的那天,我和富家大理写的那天,我和富家大理写的那天,0.5,0.6,0.09999999999999998,3.195666551589966,1.8073999881744385,0.7693021125042142
common_voice_zh-TW_25906007,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以传说对象来区别,以傳說對象來區別,以传说对象来区别,0.125,0.125,0.0,2.557276725769043,1.3057981729507446,0.6781995647299737
common_voice_zh-TW_17460998,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我们会有更坚强的实力,我们会有更坚强的实力,我们会有更坚强的实力,0.0,0.0,0.0,3.872890710830689,1.3988484144210815,0.7378096380065834
common_voice_zh-TW_22765404,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不会影响到他们的压力测试,無謂遇到他們的壓力措施,無謂遇到他們的壓力措施,0.0,0.6666666666666666,0.6666666666666666,3.164833068847656,1.5278819799423218,0.5183900263909483
common_voice_zh-TW_22720661,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,不再只是法律人的司法,古代祭祀凡人的司法,古代祭祀凡人的司法,0.0,0.6,0.6,3.104321002960205,1.2737969160079956,0.6283591448240535
common_voice_zh-TW_24479853,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_recon/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小塊的,很容易碎成小小塊的,很容易碎成小小塊的,0.1111111111111111,0.1111111111111111,0.0,3.209114789962769,1.31640625,0.6171941082847777
