file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_17426417,2.0s,3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17426417_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17426417_merged_inference.wav,就是坚持要合法安全,就是坚持要合法安全,就是坚持要有路法安全,就是坚持要合法安全,就是坚持要有路法安全,0.0,0.2222222222222222,0.2222222222222222,2.0048975944519043,1.2839008569717407,0.4322863186028818
common_voice_zh-TW_17426494,2.0s,3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17426494_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17426494_merged_inference.wav,再这样下去妳身体会弄坏的,再这样下去你身体会弄坏的,再这样下去身体会弄坏的,再这样下去你身体会弄坏的,再这样下去身体会弄坏的,0.0833333333333333,0.0833333333333333,0.0,2.161167621612549,1.260026454925537,0.406682688886232
common_voice_zh-TW_17426501,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17426501_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17426501_merged_inference.wav,他不时去摸摸她的头,他不时去摸摸他的头,帕布神却摸了他的头,他不时去摸摸他的头,帕布神却摸了他的头,0.1111111111111111,0.6666666666666666,0.5555555555555556,2.824986457824707,1.2866756916046145,0.3693585630916552
common_voice_zh-TW_17426516,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17426516_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17426516_merged_inference.wav,还有那种闲适的心情,还有那种闲适的心情,还有那种闲奢的心情,还有那种闲适的心情,还有那种闲奢的心情,0.0,0.1111111111111111,0.1111111111111111,2.160336494445801,1.1842806339263916,0.5607953100106071
common_voice_zh-TW_17428685,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17428685_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17428685_merged_inference.wav,号召高三毕业生现场面试,号召高三毕业生现场面试,号召高三毕业生现场面试,号召高三毕业生现场面试,号召高三毕业生现场面试,0.0,0.0,0.0,2.9629268646240234,1.145950436592102,0.7135908984402181
common_voice_zh-TW_17431039,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17431039_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17431039_merged_inference.wav,心里雀跃无比,心理雀躍無比,心裡卻越無本,心理雀躍無比,心裡卻越無本,0.5,0.8333333333333334,0.3333333333333333,3.11775541305542,1.3312463760375977,0.7258264155867599
common_voice_zh-TW_17437247,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17437247_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17437247_merged_inference.wav,那边卖的苹果真的好吃,那边卖的苹果真的好吃,那邊賣的蘋果叫它好吃,那边卖的苹果真的好吃,那邊賣的蘋果叫它好吃,0.0,0.5,0.5,1.8960696458816528,1.080921649932861,0.616510612588235
common_voice_zh-TW_17437277,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17437277_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17437277_merged_inference.wav,农历春节在两岸都是最重要的节庆,农历春节在两岸都是最重要的节庆,有美春节在两岸都是最重要的节气,农历春节在两岸都是最重要的节庆,有美春节在两岸都是最重要的节气,0.0,0.2,0.2,2.9654362201690674,1.0776540040969849,0.6818189107377165
common_voice_zh-TW_17437279,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17437279_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17437279_merged_inference.wav,成功在多处复育萤火虫,成功在多处赋予萤火虫,成功在多數的復原螢火蟲,成功在多处赋予萤火虫,成功在多數的復原螢火蟲,0.2,0.6,0.3999999999999999,2.397404670715332,1.1446021795272827,0.6793060703652666
common_voice_zh-TW_17437319,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17437319_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17437319_merged_inference.wav,最近刚好有点忙,最近剛好有點忙,我今天高考留電盲,最近刚好有点忙,我今天高考留电盲,0.0,1.1428571428571428,1.1428571428571428,2.915174961090088,1.2589499950408936,0.6203134405162486
