file_name,original_path,inference_path,ground_truth,original_transcript,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_26657819,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_26657819.wav,超英趕美,超音感美,超音感媚,0.5,0.75,0.25,2.306368350982666,1.701938509941101,0.70590161771777
common_voice_zh-TW_24677150,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_24677150.wav,有三十五種語言,有35种语言,有三十五種語言,0.7142857142857143,0.0,-0.7142857142857143,2.4619460105895996,1.1174372434616089,0.5392135483000389
common_voice_zh-TW_26826729,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_26826729.wav,仍被視為尊貴的血統,人被视为尊贵的血统,仍被视为尊贵的石头,0.5555555555555556,0.5555555555555556,0.0,3.1400222778320312,1.2549411058425903,0.601770609905549
common_voice_zh-TW_31113743,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31113743.wav,聯絡羅東林場與太平山林場,联络罗东林场与太平山林场,聯絡木工林草與太平山林草,0.5833333333333334,0.3333333333333333,-0.25000000000000006,2.8269295692443848,1.251816749572754,0.7195444077215798
common_voice_zh-TW_37952977,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_37952977.wav,參與者要進入會場了,参与者要进入会场了,参与者要进入会场,0.5555555555555556,0.6666666666666666,0.11111111111111105,3.4410338401794434,1.4468185901641846,0.6567091792580533
common_voice_zh-TW_22006784,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22006784.wav,烏龍茶加奶就來得有尾韻,乌龙茶加奶就来得有尾韵,烏有茶江南州來內有偽玉,0.36363636363636365,0.6363636363636364,0.2727272727272727,2.0091047286987305,1.3244686126708984,0.5518289458902268
common_voice_zh-TW_24478270,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_24478270.wav,有超過五千人的企業用嗎？,有超过5000人的企业用吗?,有超过五千人的企业有吗,0.45454545454545453,0.36363636363636365,-0.09090909090909088,3.699082612991333,1.4364020824432373,0.632604667020817
common_voice_zh-TW_22020300,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22020300.wav,強迫開放、引進新東西的話,強迫開放引進新東西的話,強迫開放引進新東西的話,0.0,0.0,0.0,3.05275559425354,1.288923978805542,0.7495024087328914
common_voice_zh-TW_19313364,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_19313364.wav,我是一隻鶴,我是一隻鶴,我自己的朋友和我自己的朋友,0.0,1.0,1.0,1.9110945463180542,1.0716227293014526,0.5221705056973381
common_voice_zh-TW_22927699,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22927699.wav,其實每一年都有精進,其實每一年都有精進,其实每一年都有进行,0.0,0.3333333333333333,0.3333333333333333,3.1162562370300293,1.3282263278961182,0.6629139633632046
common_voice_zh-TW_22766609,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22766609.wav,當局者迷克夏,當局者明確扣線,當機總理就說下,0.6666666666666666,1.0,0.33333333333333337,3.3179171085357666,1.4258074760437012,0.34011624181564476
common_voice_zh-TW_27003463,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27003463.wav,重視有關經濟發展與財政收入方面的改革,重视有关经济发展与财政收入方面的改革,重視有關經濟、財政收入方面的改善,0.3888888888888889,0.2222222222222222,-0.16666666666666669,2.5298187732696533,1.489388108253479,0.7306604487209886
common_voice_zh-TW_27459935,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27459935.wav,由兩種相同元素組成的化合物,由兩種相同元素組成的化合物,腰帘中三头驴做五头称为化合物,0.0,0.8461538461538461,0.8461538461538461,2.0083537101745605,1.296372890472412,0.5864023331280954
common_voice_zh-TW_25115780,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_25115780.wav,差不多是園遊會等級,差不多是原油会等级,差不多是研究會等級,0.4444444444444444,0.2222222222222222,-0.2222222222222222,3.2878365516662598,1.5649640560150146,0.6278632145971329
common_voice_zh-TW_36445549,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_36445549.wav,東亞各國的相關事件,东亚各国的相关事件,都雅各國的相關事件,0.4444444444444444,0.2222222222222222,-0.2222222222222222,1.8753868341445923,1.2152786254882812,0.6787627969189838
common_voice_zh-TW_32161714,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_32161714.wav,國立臺北教育大學,国立台北教育大学,我現在在比特州大學,0.375,0.875,0.5,3.1515352725982666,1.4618406295776367,0.6855071553105647
common_voice_zh-TW_22765224,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22765224.wav,作為核發查詢碼的身分辨識,作为核发查询码的身份辨识,作为和发查行码的身份变身,0.5,0.6666666666666666,0.16666666666666663,3.1237432956695557,1.8431808948516846,0.6695024539566669
common_voice_zh-TW_19239250,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_19239250.wav,杜先生，你先上來樓上,"杜先生,你先来楼上。","杜先生,你真是老心!",0.3333333333333333,0.5555555555555556,0.22222222222222227,3.1470420360565186,1.4228522777557373,0.7051318584648665
common_voice_zh-TW_30481720,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_30481720.wav,統籌調度的實力發揮,统筹调度的实力发挥,统筹调度的实力发挥,0.6666666666666666,0.6666666666666666,0.0,3.1996140480041504,1.4812695980072021,0.7226203471505228
common_voice_zh-TW_31483227,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31483227.wav,捷運新北產業園區站,捷运新北产业圆区站,我們會在下一個小時內開始,0.5555555555555556,1.0,0.4444444444444444,2.1491894721984863,1.0779016017913818,0.5382514075219572
common_voice_zh-TW_19419800,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_19419800.wav,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事?,0.0,0.0,0.0,3.557408332824707,1.6480894088745117,0.7108169499014855
common_voice_zh-TW_31313987,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31313987.wav,某日該河甲處的時間及鹽度記錄,某日该何假处的时间及延度记录,某日该何假促的时间及延度记录,0.6428571428571429,0.6428571428571429,0.0,3.288926362991333,1.369449257850647,0.6550641650243189
common_voice_zh-TW_26774537,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_26774537.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,3R 子女森林賽 海神ville,0.2222222222222222,1.0,0.7777777777777778,2.414827585220337,1.1791696548461914,0.7264682357518184
common_voice_zh-TW_36635605,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_36635605.wav,新中橫公路嘉義玉山線,新中恒公路嘉義御山線,新洲航空落 嘉義遇山蟹,0.2,0.6,0.39999999999999997,2.6603024005889893,1.3244328498840332,0.6127459246291935
common_voice_zh-TW_30576707,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_30576707.wav,東山咖啡大道,东山咖啡大道,东山咖啡大道,0.16666666666666666,0.16666666666666666,0.0,4.276956558227539,2.0140106678009033,0.7490062976555367
common_voice_zh-TW_19243536,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_19243536.wav,才能夠完成、超越自己,才能够完成超越自己,才能够完成超越自己,0.1111111111111111,0.1111111111111111,0.0,2.672356367111206,1.4459956884384155,0.5493611025895577
common_voice_zh-TW_36444578,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_36444578.wav,學習與記憶的核心關鍵,学习与记忆的核心关键,实习与记忆的核心关键,0.7,0.7,0.0,2.1475563049316406,1.3191320896148682,0.7334689762946859
common_voice_zh-TW_18670563,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_18670563.wav,要加醬油嗎？,要加酱油吗?,要加强综码,0.4,0.6,0.19999999999999996,2.4045584201812744,1.5928176641464233,0.6730670257410832
common_voice_zh-TW_22019228,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22019228.wav,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,有时设计者会自然意识使用者是右撇子,0.0,0.35294117647058826,0.35294117647058826,2.9064271450042725,1.2688353061676025,0.7252689121120613
common_voice_zh-TW_27103780,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27103780.wav,有關二頭肌和三頭肌的描述,有关二头肌和三头肌的描述,有关月头机和温暖机的描述,0.25,0.5833333333333334,0.33333333333333337,3.0327565670013428,1.275696039199829,0.6169910055212119
common_voice_zh-TW_31437436,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31437436.wav,他們身在大自然中,他们身在大自然中,他们身在大自然中,0.125,0.125,0.0,2.1305203437805176,1.2203081846237183,0.6945468469767463
common_voice_zh-TW_27165927,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27165927.wav,運用了思維能力,運用了思維能力,利用了思維能力,0.0,0.14285714285714285,0.14285714285714285,3.7057294845581055,2.094897508621216,0.6992811289427554
common_voice_zh-TW_31451722,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31451722.wav,高雄市立圖書館美濃分館,高雄市立图书馆美农分馆,高久市立讀書館美濃分館,0.45454545454545453,0.18181818181818182,-0.2727272727272727,3.880654811859131,1.7339571714401245,0.6613718123648185
common_voice_zh-TW_27359046,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27359046.wav,但兩個階段之間似乎並不相連,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,0.46153846153846156,0.46153846153846156,0.0,3.389754056930542,1.5497157573699951,0.6450364573795138
common_voice_zh-TW_24478304,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_24478304.wav,攔下一艘載滿牲畜的船,拦下一艘在蛮深处的船,来下一艘在门深处的船,0.5,0.5,0.0,3.6350748538970947,1.209265947341919,0.659777891884795
common_voice_zh-TW_31145496,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31145496.wav,完全可以來工寮,完全可以来公了,完全可以来工了,0.42857142857142855,0.2857142857142857,-0.14285714285714285,3.5249695777893066,1.4018440246582031,0.6770458339732736
common_voice_zh-TW_30767022,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_30767022.wav,發想改變世界的點子,发想改变世界的点子,我想改变虚度的点子,0.3333333333333333,0.5555555555555556,0.22222222222222227,2.2968904972076416,1.292085886001587,0.6365397038860645
common_voice_zh-TW_17460981,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_17460981.wav,努力尋找正職機會,努力寻找正直机会,努力寻找正直机会,0.5,0.5,0.0,3.369354009628296,1.6776511669158936,0.636893258342574
common_voice_zh-TW_27965506,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27965506.wav,我會負責到離職的那天,我會住在大理寫的那天,我和富家大理写的那天,0.5,0.6,0.09999999999999998,3.195666551589966,1.8073999881744385,0.7693021125042142
common_voice_zh-TW_25906007,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_25906007.wav,以傳輸對象來區別,以传说对象来区别,以傳說對象來區別,0.75,0.125,-0.625,2.557276725769043,1.3057981729507446,0.6781995647299737
common_voice_zh-TW_17460998,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_17460998.wav,我們會有更堅強的實力,我们会有更坚强的实力。,我们会有更坚强的实力,0.5,0.5,0.0,3.8728907108306885,1.3988484144210815,0.7378096380065834
common_voice_zh-TW_22765404,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22765404.wav,不會影響到他們的壓力測試,不會影響到他們的壓力測試,無謂遇到他們的壓力措施,0.0,0.5,0.5,3.1648330688476562,1.5278819799423218,0.5183900263909483
common_voice_zh-TW_22720661,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_22720661.wav,不再只是法律人的司法,不再只是法律人的司法,古代祭祀凡人的司法,0.0,0.6,0.6,3.104321002960205,1.2737969160079956,0.6283591448240535
common_voice_zh-TW_24479853,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_24479853.wav,很容易碎成小小塊的,很容易碎成小小塊的,很容易碎成小小塊的,0.0,0.0,0.0,3.2091147899627686,1.31640625,0.6171941082847777
common_voice_zh-TW_30583521,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_30583521.wav,台北市重慶北路,台北市重庆北路,台北市重吐北屋,0.14285714285714285,0.2857142857142857,0.14285714285714285,3.1862874031066895,1.3559184074401855,0.6926876107120401
common_voice_zh-TW_17508017,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17508017.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_17508017.wav,世界上第二有公信力的,世界上第二有公信力的,世界上肌肉有空性力的,0.0,0.4,0.4,3.6841185092926025,1.7802785634994507,0.7549386184969079
common_voice_zh-TW_27358973,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358973.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_27358973.wav,東南亞自古深受中國和印度的影響,东南亚自古深受中国和印度的影响,东南亚救国申诉中国和印度的影响,0.26666666666666666,0.5333333333333333,0.26666666666666666,2.428889513015747,1.341363787651062,0.5645243652732664
common_voice_zh-TW_31065407,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065407.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_31065407.wav,連絡中南部次要城鎮,聯絡中南部次要成正,年度中南部次要成正,0.3333333333333333,0.4444444444444444,0.1111111111111111,2.3915324211120605,1.371132731437683,0.6198909076097192
common_voice_zh-TW_32166450,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32166450.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_32166450.wav,臺北市立天文館,台北市立天文館,台北市民協議官,0.14285714285714285,0.7142857142857143,0.5714285714285714,3.3245508670806885,1.566301703453064,0.6770498707383242
common_voice_zh-TW_35099737,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_35099737.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_35099737.wav,但大家都會聽你說,但大家都会听你说,但大家都会听你说,0.375,0.375,0.0,3.074258804321289,1.2259252071380615,0.6757774871946775
common_voice_zh-TW_18735146,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18735146.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_18735146.wav,把重要的工作耽擱下來,把重要的工作單割下來,把中央的工作单革下来,0.2,0.5,0.3,3.4881577491760254,1.7168303728103638,0.7335568001450989
common_voice_zh-TW_26944190,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26944190.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/common_voice_recon/common_voice_zh-TW_26944190.wav,某種地形的立體透視圖,某种地形的立体透视图,不同地形的立体透视图,0.4,0.5,0.09999999999999998,3.287821054458618,1.5429446697235107,0.7259970667734547
