file_name,original_path,inference_path,ground_truth,original_transcript,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_31065246,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,0.0,0.0,0.0,2.800881862640381,1.843120813369751,0.8655373457829447
common_voice_zh-TW_20860809,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20860809.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_20860809_inference.wav,就补缴空屋税,就补叫空污税,这个谱叫空窝睡,0.3333333333333333,1.0,0.6666666666666667,2.3491244316101074,2.121070146560669,0.8275032260370012
common_voice_zh-TW_26657819,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_26657819_inference.wav,超英赶美,超音感美,超英敢美,0.5,0.25,-0.25,1.9968527555465696,1.9009878635406492,0.8400082199370181
common_voice_zh-TW_24677150,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_24677150_inference.wav,有三十五种语言,有35种语言,有35种语言,0.4285714285714285,0.4285714285714285,0.0,2.5159502029418945,1.3600928783416748,0.8083265253545828
common_voice_zh-TW_26826729,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,仍被视为尊贵的血统,0.1111111111111111,0.0,-0.1111111111111111,3.0635766983032227,1.6214685440063477,0.8408218597613162
common_voice_zh-TW_31113743,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,0.0,0.0,0.0,2.912406206130981,1.5173088312149048,0.8789976879476555
common_voice_zh-TW_37952977,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场,0.0,0.1111111111111111,0.1111111111111111,3.3377180099487305,1.9160122871398928,0.8829765972286256
common_voice_zh-TW_22006784,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来了有尾韵,0.0,0.0909090909090909,0.0909090909090909,2.4176220893859863,1.5404696464538574,0.7397913005741911
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过5000人的亲业友吗?,0.1818181818181818,0.3636363636363636,0.1818181818181818,4.1636223793029785,2.2321834564208984,0.8989503225748035
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,強迫開放引進新東西的話,0.4545454545454545,0.4545454545454545,0.0,3.3062219619750977,1.642470359802246,0.8626687958002858
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻好人,0.4,0.6,0.1999999999999999,1.4003676176071167,1.2576828002929688,0.6904498749174403
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其實每一年都有金金,0.2222222222222222,0.3333333333333333,0.1111111111111111,3.428696632385254,1.8635929822921755,0.735992621939902
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,安堆走明星后线,0.8333333333333334,1.0,0.1666666666666666,2.991520404815674,1.4298834800720217,0.3885450982658341
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,0.0,0.0,0.0,2.407589673995972,1.771857500076294,0.8777643547823916
common_voice_zh-TW_27459935,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,有两种相同元素无成的化合物,0.2307692307692307,0.1538461538461538,-0.0769230769230769,2.3600411415100098,1.7714431285858154,0.7872732609569907
common_voice_zh-TW_25115780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,0.2222222222222222,0.2222222222222222,0.0,3.414049863815308,2.0597984790802,0.7635857655345252
common_voice_zh-TW_36445549,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,到兩個國的相關世界,0.0,0.7777777777777778,0.7777777777777778,3.573322534561157,1.6385276317596436,0.8984442482196798
common_voice_zh-TW_32161714,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,0.0,0.0,0.0,3.40718150138855,2.0263149738311768,0.8894954484531105
common_voice_zh-TW_22765224,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为和发查寻码的身份辨识,0.0833333333333333,0.25,0.1666666666666666,3.4884512424468994,2.171894788742065,0.8111859251615751
common_voice_zh-TW_19239250,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。","杜先生,你先来楼上。",0.1111111111111111,0.1111111111111111,0.0,3.211062431335449,1.9350709915161133,0.9074152785458636
common_voice_zh-TW_30481720,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,捧场调度的实力发挥,0.0,0.2222222222222222,0.2222222222222222,2.545952796936035,1.9456593990325928,0.9033312522002536
common_voice_zh-TW_31483227,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,由于湘北产业容居大,0.1111111111111111,0.6666666666666666,0.5555555555555556,2.0834927558898926,1.3693561553955078,0.7023522321563729
common_voice_zh-TW_19419800,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特这个到底是发生了什么事,0.3076923076923077,0.0,-0.3076923076923077,2.903376579284668,2.2745981216430664,0.9022538394125454
common_voice_zh-TW_31313987,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该得假书的时间及延度记录,0.2142857142857142,0.2857142857142857,0.0714285714285714,3.082935333251953,2.0078704357147217,0.8913107993321768
common_voice_zh-TW_26774537,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,不要急 怎麼在 海神用呀,0.2222222222222222,0.8888888888888888,0.6666666666666666,2.96909499168396,1.6946593523025513,0.91455230313798
common_voice_zh-TW_36635605,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新舟河公路嘉義御山線,0.4,0.5,0.0999999999999999,3.350630044937134,1.911222100257873,0.8528255917377444
common_voice_zh-TW_30576707,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,0.0,0.0,0.0,3.7722017765045166,2.3155710697174072,0.9101143199741498
common_voice_zh-TW_19243536,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自制,0.0,0.1111111111111111,0.1111111111111111,3.157435178756714,1.5586886405944824,0.645662819938889
common_voice_zh-TW_36444578,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,0.0,0.0,0.0,3.338347911834717,1.9435678720474243,0.8607855354978252
common_voice_zh-TW_18670563,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗?,0.0,0.0,0.0,3.3947033882141118,2.3206069469451904,0.8911705310598576
common_voice_zh-TW_22019228,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,0.3529411764705882,0.3529411764705882,0.0,3.206291675567627,1.9275577068328855,0.8656916567371314
common_voice_zh-TW_27103780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,鲁关二头鸡和三头鸡的描述,0.0,0.25,0.25,2.5371618270874023,1.9019982814788816,0.8621241305861184
common_voice_zh-TW_31437436,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,0.0,0.0,0.0,1.8499552011489868,1.5127077102661133,0.8601690966307008
common_voice_zh-TW_27165927,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,0.2857142857142857,0.2857142857142857,0.0,3.4422781467437744,2.483585834503174,0.9244533367528844
common_voice_zh-TW_31451722,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,0.0909090909090909,0.0909090909090909,0.0,4.0030059814453125,2.2937939167022705,0.9136580566066494
common_voice_zh-TW_27359046,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,0.0,0.0,0.0,2.7301101684570312,1.7109586000442505,0.8103147424262561
common_voice_zh-TW_24478304,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在门深处的船,0.4,0.4,0.0,3.923627614974976,2.216076135635376,0.9237842475562502
common_voice_zh-TW_31145496,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来攻了,0.2857142857142857,0.2857142857142857,0.0,3.5020477771759038,2.07456636428833,0.880667959335831
common_voice_zh-TW_30767022,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,他想改变虚枝的点子,0.0,0.3333333333333333,0.3333333333333333,2.390633106231689,1.3865872621536257,0.7126997688687972
common_voice_zh-TW_17460981,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,0.125,0.125,0.0,3.7614920139312735,2.100505352020264,0.7837013685903094
common_voice_zh-TW_27965506,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我會自在大理解的那天,0.6,0.6,0.0,2.413172960281372,2.135934352874756,0.9269934061387548
common_voice_zh-TW_25906007,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以傳說對象來區別,0.125,0.75,0.625,3.40993332862854,2.4129343032836914,0.9194272766640448
common_voice_zh-TW_17460998,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我們會有更堅強的實力,0.0,0.5,0.5,3.4437179565429688,1.7728304862976074,0.8907524771316022
common_voice_zh-TW_22765404,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不會影響到他們的壓力測試,0.5,0.5,0.0,3.273775815963745,1.7624619007110596,0.6072446231936216
common_voice_zh-TW_22720661,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,古代指示凡律人的司法,0.0,0.5,0.5,3.117287397384644,1.845746755599976,0.773968390175473
common_voice_zh-TW_24479853,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小塊的,0.1111111111111111,0.1111111111111111,0.0,2.357830286026001,1.848104238510132,0.8715579297398367
common_voice_zh-TW_30583521,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_30583521_inference.wav,台北市重庆北路,台北市重庆北路,台北市重慶北路,0.0,0.1428571428571428,0.1428571428571428,3.802043199539185,1.6370046138763428,0.8925114721712363
common_voice_zh-TW_17508017,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17508017.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_17508017_inference.wav,世界上第二有公信力的,世界上第二有公信力的,世界上第二有光信力的,0.0,0.1,0.1,3.5430705547332764,2.3135688304901123,0.9138270675208148
common_voice_zh-TW_27358973,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358973.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_27358973_inference.wav,东南亚自古深受中国和印度的影响,东南亚自古深受中国和印度的影响,多米亚最高悬殊中国和印度的印象,0.0,0.5333333333333333,0.5333333333333333,2.3553428649902344,1.7567152976989746,0.747900351531424
common_voice_zh-TW_31065407,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065407.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_31065407_inference.wav,连络中南部次要城镇,聯絡中南部次要成正,聯絡週兩不需要前進,0.4444444444444444,0.8888888888888888,0.4444444444444444,2.279007196426392,2.157785177230835,0.8421471561515922
common_voice_zh-TW_32166450,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32166450.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_32166450_inference.wav,台北市立天文馆,台北市立天文館,台北市立天文館,0.1428571428571428,0.1428571428571428,0.0,3.26149582862854,2.376680374145508,0.8977520415312893
common_voice_zh-TW_35099737,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_35099737.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_35099737_inference.wav,但大家都会听你说,但大家都会听你说,但大家都会经历说,0.0,0.25,0.25,2.6579430103302,1.4211690425872805,0.8542678119652496
common_voice_zh-TW_18735146,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18735146.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_18735146_inference.wav,把重要的工作耽搁下来,把重要的工作單割下來,把重要的工作耽擱下來,0.3,0.2,-0.0999999999999999,3.6748666763305664,2.288517713546753,0.9205748463660658
common_voice_zh-TW_26944190,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26944190.mp3,/homes/jiasin/NanoCodec/nemo_recons_wav_commonvoice_0.6kbps/common_voice_zh-TW_26944190_inference.wav,某种地形的立体透视图,某种地形的立体透视图,某种地形的立体透视图,0.0,0.0,0.0,3.941672325134277,2.129460096359253,0.9121232984465736
