file_name,original_path,inference_path,ground_truth,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
61-70968-0033,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0033.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0033_inference.wav,THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout."," Thrusting open the proper entrance of the tent, Robin suddenly rushed forth with his burden with a great shout.",0.0,0.0,0.0,4.144867897033691,2.03469181060791,0.923337037914624
61-70968-0048,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0048.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0048_inference.wav,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT, and Henry might return to England at any moment., and Henry might return to England at any moment.,0.0,0.0,0.0,3.5144801139831543,1.6451811790466309,0.856395966617294
61-70968-0007,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0007.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0007_inference.wav,SISTER NELL DO YOU HEAR THESE MARVELS," Sister Nell, do you hear these marvels?"," Sister Nell, do you hear these marvels?",0.0,0.0,0.0,3.1030492782592773,1.5508774518966677,0.8071459939600119
61-70968-0055,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0055.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0055_inference.wav,ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES," Robin was glad when, at length, they were left to their own devices."," Robin was glad when, at length, they were left to their own devices.",0.0,0.0,0.0,3.887434244155884,2.190694808959961,0.8856528911160845
61-70968-0039,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0039.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0039_inference.wav,AND MINE IS WILL STUTELEY SHALL WE BE COMRADES, And mine is Will Stutley. Shall we be comrades?," And mine is Willa Stutley. Shall we become, Rads?",0.1111111111111111,0.6666666666666666,0.5555555555555556,4.219242095947266,1.8912553787231443,0.8692407429480394
61-70968-0049,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0049.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0049_inference.wav,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN, have your will child if the boy also wills it montfich answered feeling too ill to oppose anything very strongly just then, have your will child if the boy also wills it motvich answered feeling too ill to oppose anything very strongly just then,0.0909090909090909,0.1818181818181818,0.0909090909090909,3.485513687133789,1.915396213531494,0.8711156362277052
61-70968-0020,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0020.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0020_inference.wav,SHAME ON YOU CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTTINGHAM," ""'Shame on you, citizens!' cried he. ""'I blush for my fellows of Nottingham!'"," ""'Shame on you, citizens!' cried he. ""'I blush for my fellows of Nottingham!'",0.0,0.0,0.0,3.634215831756592,1.9444319009780884,0.8903289889230507
61-70968-0035,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0035.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0035_inference.wav,TAKING ADVANTAGE OF THIS THE SQUIRE'S FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBIN'S AND THE LITTLE STROLLER'S CRIES FOUGHT THEIR WAY TO HIM," Taking advantage of this, the squire's few men redoubled their efforts, and, encouraged by Robbins and the little stroller's cries, fought their way to him.", taking advantage of this the squire's few men redoubled their efforts and encouraged by robin's and the little stroller's cries fought their way to him,0.04,0.0,-0.04,4.090598106384277,1.7666836977005005,0.8939141597475193
61-70968-0060,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0060.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0060_inference.wav,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS, No thanks. I am glad to give you such easy happiness., No thanks. I am glad to give you such easy happiness.,0.0,0.0,0.0,3.9554660320281982,1.9270058870315552,0.8915936310821237
61-70968-0000,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0000.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0000_inference.wav,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT," He began a confused complaint against the wizard, who had vanished behind the curtain on the left."," He began a confused complaint against the wizard, who had vanished behind the curtain on the left.",0.0,0.0,0.0,3.719785213470459,1.6992394924163818,0.8864081303250767
61-70968-0053,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0053.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0053_inference.wav,HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY," ""'He is my esquire, Excellency,' returned Robin with dignity."," ""'He is my esquire, Excellency,' returned Robin with dignity.",0.0,0.0,0.0,3.8794808387756334,1.95147967338562,0.8771707306465552
61-70968-0024,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0024.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0024_inference.wav,SPOKE THE SQUIRE LOSING ALL PATIENCE AND IT WAS TO YOU THAT I GAVE ANOTHER PURSE IN CONSOLATION," spoke the squire, losing all patience. And it was to you that I gave another person consolation."," spoke the squire, losing all patience. ""'And it was to you that I gave another person consolation.'",0.2222222222222222,0.2222222222222222,0.0,3.888932704925537,1.8869026899337769,0.8726345259204187
61-70968-0057,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0057.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0057_inference.wav,THESE ESCAPADES ARE NOT FOR OLD GAMEWELL LAD HIS DAY HAS COME TO TWILIGHT," These escapades are not for old Gamewell, lad. His day has come to twilight."," These escapades are not for old Gamewell, lad. His day has come to twilight.",0.0,0.0,0.0,3.52450966835022,1.697269320487976,0.8866860487688524
61-70968-0004,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0004.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0004_inference.wav,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID, Also there was a stripling page who turned into a maid., Also there was a stripling page who turned it to a maid.,0.0,0.1818181818181818,0.1818181818181818,4.024058818817139,1.7580952644348145,0.8965147996466067
61-70968-0030,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0030.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0030_inference.wav,NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT," Now be silent on your lives, he began, but the captured apprentice set up an instant shout."," Now be silent on your lies, he began, but the captured apprentice set up an instant shout.",0.0,0.0588235294117647,0.0588235294117647,3.496568202972412,1.786581039428711,0.9032036691354324
61-70968-0045,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0045.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0045_inference.wav,PRAY FOLLOW US WITH MINE AND MY LORD SHERIFF'S MEN," Pray follow us, with mine and my Lord Sheriff's men."," Pray follow us, with mine and my Lord Sheriff's men.",0.0,0.0,0.0,3.570467948913574,1.993932723999024,0.8833464070996441
61-70968-0027,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0027.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0027_inference.wav,ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES," Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.", robin and the little tumbler between them tried to force the squire to stand back and very valiantly did these two comport themselves,0.0,0.0,0.0,4.058175086975098,2.0807435512542725,0.9048950482649184
61-70968-0025,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0025.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0025_inference.wav,COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER," Come to me, men! Here! Here!"" He raised his voice still louder.", come to me men here here he raised his voice still louder,0.0,0.0,0.0,4.243364334106445,2.116344928741455,0.9151016449151234
61-70968-0005,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0005.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0005_inference.wav,THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED," This was so, sweet lady, sir, and in some manner I do think she died."," This was so sweet a lady, sir, and in some manner I do think she died.",0.125,0.0,-0.125,4.109076023101807,1.6923625469207764,0.8435504372010107
61-70968-0061,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0061.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0061_inference.wav,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL," ""'You are a worthy leech, Will,' presently whispered Robin. ""'The wine has worked a marvel.'"," ""'You are worthy leech, Will,' presently whispered Robin. ""'The wine has worked a marvel.'",0.0,0.1333333333333333,0.1333333333333333,3.4057323932647705,1.6687694787979126,0.858019941427305
61-70968-0037,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0037.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0037_inference.wav,WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY," ""'What is your name, lording?' asked the little stroller presently."," ""'What is your name, lording?' asked the little stroller presently.",0.0,0.0,0.0,3.8816885948181152,1.6451051235198977,0.8351897654614217
61-70968-0034,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0034.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0034_inference.wav,A MONTFICHET A MONTFICHET GAMEWELL TO THE RESCUE," Amont Vichy, Amont Vichy, game well to the rescue!"," Oh, Montfichet, oh Montfichet, game well to the rescue!",1.0,0.625,-0.375,3.625710964202881,1.9671509265899656,0.9047336131923688
61-70968-0001,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0001.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0001_inference.wav,GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD," Give not so earnest a mind to these mummeries, child."," Give not so earnest a mind to these mummeries, child.",0.0,0.0,0.0,3.660445213317871,1.9024910926818848,0.901198854052526
61-70968-0047,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0047.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0047_inference.wav,MASTER MONCEUX THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING," Master Monceau, the sheriff of Nottingham, was mightily put about when told of the rioting."," Master Monceau, the sheriff of Nottingham, was mightily put about when told of the rioting.",0.1333333333333333,0.1333333333333333,0.0,4.096806049346924,1.8224645853042605,0.9060713375724644
61-70968-0026,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0026.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0026_inference.wav,THE STROLLERS TOOK THEIR PART IN IT WITH HEARTY ZEST NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOES, The strollers took their part in it with hearty zest now that they had some chance of beating off their foes., The Strovish took their part in it with hearty zest now that they had some chance of beating off their foes.,0.0,0.238095238095238,0.238095238095238,4.017265319824219,1.981773853302002,0.9178556728634192
61-70968-0051,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0051_inference.wav,BEG ME A ROOM OF THE SHERIFF CHILD QUICKLY," Make me a room of the sheriff, child, quickly."," Make me a room of the sheriff, child, quickly.",0.4444444444444444,0.4444444444444444,0.0,3.4203436374664307,1.9566960334777832,0.914591694319062
61-70968-0056,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0056.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0056_inference.wav,THE WINE DID CERTAINLY BRING BACK THE COLOR TO THE SQUIRE'S CHEEKS, The wine did certainly bring back the color to the squire's cheeks., The wine did certainly bring back the color to the squire's cheeks.,0.0,0.0,0.0,4.255434989929199,2.0641798973083496,0.9122148266083768
61-70968-0041,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0041.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0041_inference.wav,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT, i like you will you are the second will that i have met and liked within two days is there a sign in that, i like you will you are the second will that i have met in like within two days is there a sign in that,0.0,0.125,0.125,4.143608093261719,1.897261381149292,0.8580811250887369
61-70968-0043,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0043.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0043_inference.wav,FRIENDS SAID MONTFICHET FAINTLY TO THE WRESTLERS BEAR US ESCORT SO FAR AS THE SHERIFF'S HOUSE," ""'Friends,' said Montfichet faintly to the wrestlers, ""'bear us escort so far as the sheriff's house.'"," ""'Friends,' said Montfichet faintly to the wrestlers, ""'bear us escort so far as the sheriff's house.'",0.0,0.0,0.0,3.5502429008483887,2.03386664390564,0.8565922239503353
61-70968-0022,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0022.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0022_inference.wav,TIS FINE FOR YOU TO TALK OLD MAN ANSWERED THE LEAN SULLEN APPRENTICE," ""'Tis fine for you to talk, old man,"" answered the lean, sullen apprentice."," ""'Tis fine for you to talk, old man,' answered the lean, sullen apprentice.",0.0,0.0,0.0,3.643937349319458,1.787724494934082,0.8716266123524112
61-70968-0017,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0017.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0017_inference.wav,I COULD NOT SEE MY BOY INJURED EXCELLENCE FOR BUT DOING HIS DUTY AS ONE OF CUMBERLAND'S SONS," I could not see my boy injured, Excellence, for but doing his duty as one of Cumberland's"," I could not see my boy injured, Excellency, for but doing his duty as one of Cumberland's",0.2777777777777778,0.3333333333333333,0.0555555555555555,4.110113143920898,1.6528775691986084,0.8930710866684273
61-70968-0016,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0016.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0016_inference.wav,AND THEN THEY BECAME VEXED AND WOULD HAVE SNATCHED YOUR PURSE FROM US, and then they became vexed and would have snatched your purse from us., and then they became vexed and would have snatched your purse from us.,0.0,0.0,0.0,4.045838832855225,1.8999009132385247,0.9176846867264572
61-70968-0003,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0003.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0003_inference.wav,HE WAS LIKE UNTO MY FATHER IN A WAY AND YET WAS NOT MY FATHER," He was like unto my father, in a way, and yet was not my father."," He was like unto my father in a way, and yet was not my father.",0.0,0.0,0.0,3.962924003601074,1.8399580717086792,0.8851655802247805
61-70968-0010,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0010.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0010_inference.wav,FORTHWITH ALL RAN TO THE OPENING OF THE TENT TO SEE WHAT MIGHT BE AMISS BUT MASTER WILL WHO PEEPED OUT FIRST NEEDED NO MORE THAN ONE GLANCE," Forthwith all ran to the opening of the tent to see what might be amiss, but Master Will, who peeped out first, needed no more than one glance.", forthwith all ran to the opening of the tent to see what might be amiss but master will who peeped out first needed no more than one glance,0.0,0.0,0.0,3.948446273803711,1.9286247491836548,0.8798743995120366
61-70968-0008,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0008.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0008_inference.wav,TAKE YOUR PLACE AND LET US SEE WHAT THE CRYSTAL CAN SHOW TO YOU, Take your place and let us see what the crystal can show to you., Take your place and let us see what the crystal can show to you.,0.0,0.0,0.0,3.112778186798096,1.3968381881713867,0.8636132075681914
61-70968-0032,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0032.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0032_inference.wav,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH, He felt for and found the wizard's black cloth. The squire was quite out of breath., He felt for and found the wizard's black cloth. The squire was quite out of breath.,0.0,0.0,0.0,3.883999824523926,2.1782469749450684,0.8974041011772843
61-70968-0023,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0023.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0023_inference.wav,BUT I WRESTLED WITH THIS FELLOW AND DO KNOW THAT HE PLAYED UNFAIRLY IN THE SECOND BOUT," But I wrestled with this fellow, and do know that he played unfairly in the second bout."," But I wrestled with this fellow, and do know that he played unfairly in the second bout.",0.0,0.0,0.0,3.82747745513916,1.863349437713623,0.9001478975494843
61-70968-0009,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0009.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0009_inference.wav,LIKE AS NOT YOUNG MASTER THOUGH I AM AN OLD MAN," Like as not, young master, though I am an old man."," Like as not, young master, though I am an old man.",0.0,0.0,0.0,3.712260246276856,1.8781989812850952,0.8704158906513186
61-70968-0029,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0029.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70968-0029_inference.wav,THE SQUIRE HELPED TO THRUST THEM ALL IN AND ENTERED SWIFTLY HIMSELF, The squire helped to thrust them all in and entered swiftly himself., The squire helped to thrust them all in and entered swiftly himself.,0.0,0.0,0.0,4.01905632019043,1.991235613822937,0.9055637393160634
61-70970-0024,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0024.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70970-0024_inference.wav,THEY MOVED THEREAFTER CAUTIOUSLY ABOUT THE HUT GROPING BEFORE AND ABOUT THEM TO FIND SOMETHING TO SHOW THAT WARRENTON HAD FULFILLED HIS MISSION," They moved thereafter cautiously about the hut, groping before and about them to find something to show that Warrington had fulfilled his mission.", they moved thereafter cautiously about the hut groping before and about them to find something to show that warrenton had fulfilled his mission,0.0869565217391304,0.0,-0.0869565217391304,4.065722465515137,2.1275060176849365,0.9133797312614478
61-70970-0031,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0031.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70970-0031_inference.wav,CRIED HE WAVING THE LANTHORN BEFORE HIM TO MAKE SURE THAT THESE WERE NO GHOSTS IN FRONT OF HIM," cried he, waving the lanthorn before him to make sure that these were no ghosts in front of him.", cried he waving the lantern before him to make sure that these were no ghosts in front of him,0.0,0.1052631578947368,0.1052631578947368,3.696496963500977,1.8230173587799072,0.9055604661988548
61-70970-0014,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0014.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70970-0014_inference.wav,PRESENTLY HE CROSSED THE FLOOR OF HIS ROOM WITH DECIDED STEP," Presently, he crossed the floor of his room with decided step.", Presently he crossed the floor of his room with decided step.,0.0,0.0,0.0,4.138602256774902,2.056758403778076,0.9212889773872798
61-70970-0000,/homes/jiasin/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0000.flac,/homes/jiasin/NanoCodec/nemo_recons_wav_librispeech_0.6kbps/61-70970-0000_inference.wav,YOUNG FITZOOTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE, Young Fitz-Wuth had been commanded to his mother's chamber so soon as he had come out from his converse with the Squire., Young Fitzhuth had been commanded to his mother's chamber so soon as he had come out from his converse with the squire.,0.0909090909090909,0.0909090909090909,0.0,4.064631462097168,1.8474109172821045,0.9031574983593452
