file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过人的企业用吗,有超过5000人的企业有吗?,有超过人的企业有吗,0.1818181818181818,0.2727272727272727,0.0909090909090908,4.2522053718566895,1.1565920114517212,0.8141282157970952
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,强迫开放引进新东西的话,強迫開放引進新東西的話,强迫开放引进新东西的话,0.08333333333333333,0.08333333333333333,0.0,3.364033460617065,1.5525031089782717,0.8457187065688969
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻鶴,我死一頓後就被你奪回了,我死一頓後就被你奪回了,0.4,1.0,0.6,1.3973380327224731,1.0919058322906494,0.577042656951712
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其实每一年都有精进,其实每一年都有金金,其实每一年都有金金,0.0,0.2222222222222222,0.2222222222222222,3.492325782775879,1.3165857791900637,0.724965355231118
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,当局者明确扣线,我可以做到,我可以做到,0.6666666666666666,1.0,0.33333333333333337,2.922807216644287,1.352422118186951,0.3536954415191268
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,中是有关经济发展与财政收入方面的改革了,中是有关经济发展与财政收入方面的改革了,0.0,0.1666666666666666,0.1666666666666666,2.5880959033966064,1.2102543115615845,0.7884902239202748
common_voice_zh-TW_27459935,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,由两种相同元素组成的化合物,由两种相同元素组成的化合物,由两种相同元素组成的化合物,0.0,0.0,0.0,1.9936599731445312,1.212337851524353,0.6967150599754989
common_voice_zh-TW_25115780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,差不多是远游会等级,差不多是远游会等级,0.2222222222222222,0.1111111111111111,-0.1111111111111111,3.2564330101013184,1.3148914575576782,0.7097961762420668
common_voice_zh-TW_36445549,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关世界,东亚各国的相关世界,0.0,0.2222222222222222,0.2222222222222222,3.803863286972046,1.0490822792053225,0.7430718564659511
common_voice_zh-TW_32161714,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,国立台北教育大学,国立台北教育大学,0.0,0.0,0.0,3.478714942932129,1.4380440711975098,0.811511843520975
common_voice_zh-TW_22765224,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为核发查询码的身份辨识,作为合法查询码的身份辨识,作为合法查询码的身份辨识,0.0833333333333333,0.25,0.1666666666666666,3.5000979900360107,1.8804105520248413,0.771245195659856
common_voice_zh-TW_19239250,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。",杜先生你先来楼上,"杜先生,你先来楼上",杜先生你先来楼上,0.1111111111111111,0.1111111111111111,0.0,3.847124338150024,1.2055106163024902,0.8035500823269561
common_voice_zh-TW_30481720,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,动筹调度的实力发挥,动筹调度的实力发挥,0.0,0.1111111111111111,0.1111111111111111,3.1162776947021484,1.366369128227234,0.8366782015964654
common_voice_zh-TW_31483227,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,捷运新北产业圆区站,德林新北台也原區的。,德林新北台也原區的,0.1111111111111111,0.7777777777777778,0.6666666666666667,3.237213373184204,1.144404411315918,0.6771347713223915
common_voice_zh-TW_19419800,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事,推特这个到底是发生了什么事,推特这个到底是发生了什么事,0.3076923076923077,0.0,-0.3076923076923077,4.075840473175049,1.0771830081939695,0.7095823248079195
common_voice_zh-TW_31313987,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该何假处的时间及延度记录,某日该何假数的时间及延度计补,某日该何假数的时间及延度计补,0.2142857142857142,0.4285714285714285,0.2142857142857142,3.4690682888031006,1.2597547769546509,0.8098889480446337
common_voice_zh-TW_26774537,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,主要集中在泰山幼苗,"大家好,我是CZON,今天要來玩TESTV的GOGO",大家好我是今天要來玩的,0.2222222222222222,1.0,0.7777777777777778,3.2377641201019287,1.3499047756195068,0.8380668519658632
common_voice_zh-TW_36635605,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新中恒公路嘉义御山线,新中航公路嘉義御山線,新中航公路嘉义御山线,0.2,0.2,0.0,3.053555965423584,1.0858168601989746,0.6881407418021661
common_voice_zh-TW_30576707,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,东山咖啡大道,0.0,0.0,0.0,4.014195919036865,1.4653735160827637,0.8176841335572431
common_voice_zh-TW_19243536,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,才能够完成超越自己,0.0,0.0,0.0,3.4693026542663574,1.6672309637069702,0.6325112022560124
common_voice_zh-TW_36444578,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,0.0,0.0,0.0,3.239829063415528,1.1745517253875732,0.795763820595161
common_voice_zh-TW_18670563,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗,要加酱油吗?,要加酱油吗,0.0,0.0,0.0,2.832959651947021,1.5008604526519775,0.773672084107422
common_voice_zh-TW_22019228,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有时设计者会自然预设使用者是右撇子,有时设计者会自然预设使用者是右撇子,有时设计者会自然预设使用者是右撇子,0.0,0.0,0.0,2.535825490951538,1.1119133234024048,0.7705284561931337
common_voice_zh-TW_27103780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有關二頭雞蛋三頭雞的名字,有關二頭雞蛋三頭雞的名字,0.0,0.6666666666666666,0.6666666666666666,3.363176107406616,1.1306147575378418,0.789874309531009
common_voice_zh-TW_31437436,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,他们身在大自然中,他们身在大自然中,0.0,0.0,0.0,2.3394157886505127,1.0712902545928955,0.7338085937418376
common_voice_zh-TW_27165927,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,運用了思維能力,運用了思維能力,0.2857142857142857,0.2857142857142857,0.0,2.933716297149658,1.651717185974121,0.8321104128654342
common_voice_zh-TW_31451722,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,0.0909090909090909,0.0909090909090909,0.0,3.916162252426148,1.526179313659668,0.8465986978151419
common_voice_zh-TW_27359046,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不消点,但两个阶段之间似乎并不消点,0.0,0.1538461538461538,0.1538461538461538,2.758173942565918,1.2018853425979614,0.7517479786967772
common_voice_zh-TW_24478304,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在蛮深处的船,拦下一艘在满深处的船,拦下一艘在满深处的船,0.4,0.3,-0.1,4.178947925567627,1.1440821886062622,0.8058897748345313
common_voice_zh-TW_31145496,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来公了,完全可以来攻了,完全可以来攻了,0.2857142857142857,0.2857142857142857,0.0,4.11278247833252,1.4668865203857422,0.7956572400357331
common_voice_zh-TW_30767022,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,发想改变世界的点子,他想改變世界的點子,他想改变世界的点子,0.0,0.1111111111111111,0.1111111111111111,3.618177652359009,1.4183398485183716,0.7425347665412713
common_voice_zh-TW_17460981,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,努力寻找政治机会,努力寻找政治机会,0.125,0.25,0.125,4.045736312866211,1.1997299194335938,0.7193725201007797
common_voice_zh-TW_27965506,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我会住在大理写的那天,我会陪着大鱼一起到那天,我会陪着大鱼一起到那天,0.5,0.7,0.19999999999999996,2.807491064071656,1.2334649562835691,0.833136807219893
common_voice_zh-TW_25906007,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以传说对象来区别,以传说对象来区别,以传说对象来区别,0.125,0.125,0.0,3.453465461730957,1.4648910760879517,0.8361274639830598
common_voice_zh-TW_17460998,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我们会有更坚强的实力,我们会有更坚强的实力,我们会有更坚强的实力,0.0,0.0,0.0,3.9835357666015625,1.1583093404769895,0.7820086260268495
common_voice_zh-TW_22765404,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不会影响到他们的压力测试,不會影響到他們的壓力措施,不会影响到他们的压力措施,0.0,0.16666666666666666,0.16666666666666666,3.3088912963867188,1.3559401035308838,0.5931726660565096
common_voice_zh-TW_22720661,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,不再只是法律人的司法,不再只是凡人的司法,不再只是凡人的司法,0.0,0.2,0.2,3.4412970542907715,1.2028759717941284,0.7107114169109411
common_voice_zh-TW_24479853,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小塊的,很容易碎成小小块的,很容易碎成小小块的,0.1111111111111111,0.0,-0.1111111111111111,3.5240933895111084,1.1811972856521606,0.7757770536914979
common_voice_zh-TW_30583521,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_30583521_inference.wav,台北市重庆北路,台北市重庆北路,台北市重庆北路,台北市重庆北部,台北市重庆北部,0.0,0.1428571428571428,0.1428571428571428,4.038279056549072,1.110336422920227,0.7986366598221449
common_voice_zh-TW_17508017,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17508017.mp3,/homes/jiasin/focalcodec/recons_25Hz/all_outputs_inference_common_voice/common_voice_zh-TW_17508017_inference.wav,世界上第二有公信力的,世界上第二有公信力的,世界上第二有公信力的,世界上第二有功心力的,世界上第二有功心力的,0.0,0.2,0.2,3.450406551361084,1.6069624423980713,0.834220864920135
