file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness
BAC009S0764W0141,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0141.wav,2.5,零三年到去年,S0764,零三年到去年,0.0,2.465852737426758,2.171447515487671
BAC009S0764W0142,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0142.wav,3.473,市场基数已不可同日而语,S0764,市场基数已不可同日而语,0.0,2.5842125415802,1.4686585664749146
BAC009S0764W0143,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0143.wav,7.12,在市场整体从高速增长进入中高速增长区间的同时,S0764,在市场整体从高速增长进入中高速增长区间的同时,0.0,2.8824052810668945,1.48383367061615
BAC009S0764W0144,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0144.wav,6.867,一线城市在价格较高的基础上整体回升并领涨全国,S0764,一线城市在价格较高的基础上整体回升并领涨全国,0.0,2.217075824737549,1.4578841924667358
BAC009S0764W0145,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0145.wav,5.362,绝大部分三线城市房价仍然下降,S0764,绝大部分三线城市房价仍然下降,0.0,2.033048629760742,1.454939603805542
BAC009S0764W0146,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0146.wav,3.745,一线楼市成交量激增,S0764,一线楼市成交量激增,0.0,2.296374797821045,1.5283175706863403
BAC009S0764W0147,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0147.wav,3.157,三四线城市依然冷清,S0764,三四线城市依然冷清,0.0,2.4219439029693604,1.626053810119629
BAC009S0764W0148,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0148.wav,4.271,根据中原地产研究中心最新数据,S0764,根据中原地产研究中心最新数据,0.0,2.6361281871795654,1.9244996309280396
BAC009S0764W0149,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0149.wav,3.344,一线城市签约十七万套,S0764,一线城市签约十七万套,0.0,2.433645009994507,1.5791375637054443
BAC009S0764W0150,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0150.wav,3.386,同比涨幅达到百分之四,S0764,同比涨幅达到百分之四,0.0,2.068164110183716,1.6137831211090088
BAC009S0764W0151,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0151.wav,3.5,三线城市签约十六万套,S0764,三线城市签约十六万套,0.0,2.5650503635406494,1.6237601041793823
BAC009S0764W0152,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0152.wav,3.8760625,四线城市成交量有轻微下调,S0764,四线城市成交量有轻微下调,0.0,2.5574679374694824,1.4114750623703003
BAC009S0764W0153,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0153.wav,6.126,住房城乡建设部政策研究中心主任秦虹表示,S0764,住房城乡建设部政策研究中心主任秦虹表示,0.0,2.824514627456665,1.4174327850341797
BAC009S0764W0154,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0154.wav,5.868,我国房地产市场过去从体偏紧部分地区过紧,S0764,我国房地产市场过去从体偏紧部分地区过紧,0.0,2.1462881565093994,1.5049669742584229
BAC009S0764W0155,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0155.wav,3.415,总体偏松部分地区过剩,S0764,总体偏松部分地区过剩,0.0,2.295043706893921,1.4713127613067627
BAC009S0764W0156,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0156.wav,3.643,当供给远快于需求时,S0764,当供给源快于需求时,0.1111111111111111,2.3834874629974365,1.4873325824737549
BAC009S0764W0157,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0157.wav,3.952,很难出现去年那样的楼市暴涨,S0764,很难出现去年那样的楼市暴涨,0.0,2.322303056716919,1.9118247032165527
BAC009S0764W0158,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0158.wav,5.8790625,即便是北上广深等供应偏紧的一线城市,S0764,即便是北上广深等供应偏紧的一线城市,0.0,2.1551287174224854,1.526279091835022
BAC009S0764W0159,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0159.wav,4.33,也有限购政策在控制需求规模,S0764,也有限购政策在控制需求规模,0.0,2.2523608207702637,1.4981021881103516
BAC009S0764W0160,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0160.wav,5.367,从而有利于抑制楼市过快上涨,S0764,从而有利于抑制楼市过快上涨,0.0,2.3791754245758057,1.431578278541565
BAC009S0764W0161,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0161.wav,5.258,楼市调控供的行政手段宜减不宜加,S0764,楼市调控的行政手段宜减不宜加,0.06666666666666667,2.613287925720215,1.535423755645752
BAC009S0764W0162,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0162.wav,7.368,稳增长措施需更全面地考虑化解楼市风险问题,S0764,稳增长措施需更全面地考虑化解楼市风险问题,0.0,2.3566954135894775,1.4788159132003784
BAC009S0764W0163,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0163.wav,3.2230625,楼市调控将去向何方,S0764,楼市调控将去向何方,0.0,2.2290892601013184,1.3998937606811523
BAC009S0764W0164,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0164.wav,5.583,进一步发挥市场在资源配置中的决定性作用,S0764,进一步发挥市场在资源配置中的决定性作用,0.0,2.4757421016693115,1.5725431442260742
BAC009S0764W0165,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0165.wav,4.311,楼市调控的行政手段宜减不宜加,S0764,楼市调控的行政手段宜减不宜加,0.0,2.4387612342834473,1.4952969551086426
BAC009S0764W0166,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0166.wav,2.086,去行政化,S0764,去行政化,0.0,3.2154319286346436,1.4715795516967773
BAC009S0764W0167,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0167.wav,3.0589375,随着市场调整的深入,S0764,随着市场调整的深入,0.0,2.049729824066162,1.515148639678955
BAC009S0764W0168,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0168.wav,4.137125,一些三线城市取消限购及限贷,S0764,一些三线城市取消限购及限贷,0.0,2.31251859664917,1.6876014471054077
BAC009S0764W0169,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0169.wav,3.6690625,实施较大幅度的补贴政策,S0764,实施较大幅度的补贴政策,0.0,1.7267417907714844,1.624119758605957
BAC009S0764W0170,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0170.wav,6.5750625,当地新建商品住宅的房价多在每平方米三四千元,S0764,当地新建商品住宅的房价多在每平方米三四千元,0.0,2.219001054763794,1.5902073383331299
BAC009S0764W0171,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0171.wav,6.3890625,政府出台每平方米补贴五百元的托市政策,S0764,政府出台每平方米补贴五百元的托市政策,0.0,2.0655124187469482,1.603861689567566
BAC009S0764W0172,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0172.wav,5.0,由于不可能从根本上改变供求关系,S0764,由于不可能从根本上改变供求关系,0.0,2.5898146629333496,1.5152033567428589
BAC009S0764W0173,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0173.wav,4.7470625,类似的补贴政策常常是短效刺激,S0764,类似的补贴政策常常是短效刺激,0.0,1.613947868347168,1.7481657266616821
BAC009S0764W0174,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0174.wav,3.72,会对市场造成新一轮的干扰,S0764,会对市场造成新一轮的干扰,0.0,2.6089470386505127,1.464124321937561
BAC009S0764W0175,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0175.wav,5.4979375,安徽铜陵结束了当地契税补贴政策,S0764,安徽铜陵结束了当地契税补贴政策,0.0,2.495295286178589,1.6031079292297363
BAC009S0764W0176,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0176.wav,5.912,当月住宅类商品房成交套数骤跌,S0764,当月住宅类商品房成交套数骤跌,0.0,2.6614770889282227,1.4554946422576904
BAC009S0764W0177,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0177.wav,4.235,在经济下行压力加大的背景下,S0764,在经济下行压力加大的背景下,0.0,1.8063477277755737,1.6372264623641968
BAC009S0764W0178,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0178.wav,6.151,稳增长措施需更全面地考虑化解楼市风险问题,S0764,稳增长措施需更全面地考虑化解楼市风险问题,0.0,2.567883014678955,1.5248935222625732
BAC009S0764W0179,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0179.wav,7.9249375,国务院发展研究中心市场经济研究所副所长邓郁松认为,S0764,国务院发展研究中心市场经济研究所副所长邓玉松认为,0.041666666666666664,2.5512523651123047,1.4368212223052979
BAC009S0764W0180,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0180.wav,3.3299375,可能引发房价泡沫风险,S0764,可能引发房价泡沫风险,0.0,2.110381841659546,1.4571346044540405
BAC009S0764W0181,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0181.wav,6.0,在经济增速放缓阶段运用货币政策工具时,S0764,在经济增速放缓阶段运用货币政策工具时,0.0,2.4181132316589355,1.4675387144088745
BAC009S0764W0183,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0183.wav,3.4400625,基本住房需求得到满足后,S0764,基本住房需求得到满足后,0.0,1.9802154302597046,1.5107791423797607
BAC009S0764W0184,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0184.wav,5.7039375,对绿色高效宜居的高品质住房需求快速上升,S0764,对绿色高效易居的高品质住房需求快速上升,0.05263157894736842,2.381608247756958,1.6370657682418823
BAC009S0764W0185,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0185.wav,3.083,通过改革和政策调整,S0764,通过改革和政策调整,0.0,2.306544303894043,1.6367801427841187
BAC009S0764W0186,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0186.wav,4.2459375,实现我国房地产市场的平稳运行,S0764,实现我国房地产市场的平稳运行,0.0,2.4483792781829834,1.592864751815796
BAC009S0764W0187,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0187.wav,6.0,及时发现产业发展中的倾向性苗头性问题,S0764,及时发现产业发展中的倾向性苗头性问题,0.0,2.3969051837921143,1.6922316551208496
BAC009S0764W0188,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0188.wav,3.984,促进战略性新兴产业健康发展,S0764,促进战略性新兴产业健康发展,0.0,2.158865213394165,1.9363065958023071
BAC009S0764W0189,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0189.wav,4.0820625,有关部门和社会各界积极响应,S0764,有关部门和社会各界积极响应,0.0,2.0743768215179443,1.3870755434036255
BAC009S0764W0190,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0190.wav,3.7049375,采取了一系列的政策措施,S0764,采取了一系列的政策措施,0.0,2.027219533920288,1.5141141414642334
BAC009S0764W0191,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0191.wav,5.8039375,促使我国战略性新兴产业发展实现了良好开局,S0764,促使我国战略性新兴产业发展实现了良好开局,0.0,1.7720047235488892,1.9494500160217285
BAC009S0764W0192,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0192.wav,6.558,战略性新兴产业在各地呈现出集聚蓬勃发展的态势,S0764,战略性新兴产业在各地呈现出聚集蓬勃发展的态势,0.09090909090909091,2.4334583282470703,2.019843816757202
BAC009S0764W0193,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0193.wav,6.2790625,先后出台的战略性新兴产业的政策措施主要有六项,S0764,先后出台的战略性新兴产业的政策措施主要有六项,0.0,2.2447879314422607,1.4954379796981812
BAC009S0764W0194,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0194.wav,3.1369375,在加强宏观引导方面,S0764,在加强宏观引导方面,0.0,2.5553154945373535,1.772600531578064
BAC009S0764W0195,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0195.wav,3.614,形成了系统完整的规划体系,S0764,形成了系统完整的规划体系,0.0,2.2963759899139404,1.5955188274383545
BAC009S0764W0196,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0196.wav,3.6899375,明确了发展目标和重点任务,S0764,明确了发展目标和重点任务,0.0,2.395735502243042,1.443721055984497
BAC009S0764W0197,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0197.wav,3.069,在加大要素支持方面,S0764,在加大要素支持方面,0.0,2.142974615097046,1.7992441654205322
BAC009S0764W0198,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0198.wav,5.693,新批复了七只创投基金的设立方案,S0764,新批复了七只创投基金的设立方案,0.0,2.1938109397888184,1.4923598766326904
BAC009S0764W0199,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0199.wav,3.3050625,吸引社会资本七亿元,S0764,吸引社会资本七亿元,0.0,2.3807830810546875,1.6086177825927734
BAC009S0764W0200,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0200.wav,3.0,在加快体制改革方面,S0764,在加快体制改革方面,0.0,2.2052791118621826,2.527052164077759
BAC009S0764W0201,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0201.wav,5.7640625,组织了第一批七个地区城市开展三网融合试点,S0764,组织了第一批七个地区城市开展三网融合试点,0.0,2.3480184078216553,2.017697334289551
BAC009S0764W0202,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0202.wav,4.594,第二批三网融合试点工作业已启动,S0764,第二批三网融合试点工作页已启动,0.06666666666666667,2.544369697570801,1.5109587907791138
BAC009S0764W0203,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0203.wav,6.413,制定了可再生能源电价附加补贴和配额交易方案,S0764,制定了可再能源电价附加补贴和配额交交易方案,0.09523809523809523,2.3428685665130615,1.507724404335022
BAC009S0764W0204,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0204.wav,5.269,发改委双节期间重点关注电商促销行为,S0764,发改委双节期间重点关注电商促销行为,0.0,2.395206928253174,1.7292512655258179
BAC009S0764W0205,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0205.wav,6.3249375,本报记者王颖春国家发改委近日发出通知,S0764,本报记者王迎国家发改改委近日发出通知,0.16666666666666666,2.5160043239593506,1.521451711654663
BAC009S0764W0206,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0206.wav,3.8089375,相关公司股票走势农产品,S0764,相关公司股票走势农产品,0.0,2.5639426708221436,1.8341765403747559
BAC009S0764W0207,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0207.wav,5.301,积极防范和妥善应对市场价格异常波动,S0764,积极防范和妥善应对市场价格异常波动,0.0,2.3319315910339355,1.499780535697937
BAC009S0764W0208,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0208.wav,3.734,维护正常的市场价格秩序,S0764,维护正常的市场价格秩序,0.0,1.5710264444351196,1.6818475723266602
BAC009S0764W0209,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0209.wav,8.068,严厉打击春运期间违规上调票价价外收费等违法行为,S0764,严厉打击春运期间违规上调票价价外收费等违法行为,0.0,2.0326297283172607,1.4260326623916626
BAC009S0764W0210,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0210.wav,3.9279375,切实降低农产品流通成本,S0764,切实降低农产品流通成本,0.0,2.3239893913269043,1.6364214420318604
BAC009S0764W0211,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0211.wav,4.656,要加强节日期间旅游市场价格监管,S0764,要加强节目期间旅游市场价格监管,0.06666666666666667,2.6277482509613037,1.65314781665802
BAC009S0764W0212,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0212.wav,5.7149375,以及提供服务中的变相涨价或价格欺诈行为,S0764,以及提供服务中的变相涨价或价格欺诈行为,0.0,2.290001392364502,1.4685325622558594
BAC009S0764W0213,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0213.wav,3.6330625,构建良好的旅游市场环境,S0764,构建良好的旅游市场环境,0.0,2.3617565631866455,1.5932838916778564
BAC009S0764W0214,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0214.wav,5.3609375,要继续开展商贸零售领域价格秩序整治,S0764,要继续开展商贸零售领域价格秩序整治,0.0,2.589564561843872,1.4859015941619873
BAC009S0764W0215,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0215.wav,5.5,重点关注大型电子商务经营者的促销行为,S0764,重点关注大型电子商务经营者的促销行为,0.0,2.7725164890289307,1.6155216693878174
BAC009S0764W0216,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0216.wav,5.813,规范降价打折返券赠送等促销行为,S0764,规范降价打折返券赠送等促销行为,0.0,2.6618010997772217,1.4915531873703003
BAC009S0764W0217,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0217.wav,3.0590625,营造良好的消费环境,S0764,营造良好的消费环境,0.0,2.556922674179077,1.6049138307571411
BAC009S0764W0218,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0218.wav,5.3360625,发改委多渠道筹集保障房建设资金到,S0764,发改委多渠道筹集保障房建设资金到,0.0,2.837799310684204,1.4633004665374756
BAC009S0764W0219,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0219.wav,6.645,要加大保障性安居工程建设资计划落实力度,S0764,要加大保障性安居工程建设投资计划落实力度,0.05263157894736842,2.283324956893921,1.4162828922271729
BAC009S0764W0220,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0220.wav,5.1660625,二零一二年中央进一步加大了资金支持力度,S0764,二零一二年中央进一步加大了资金支持力度,0.0,2.780393362045288,1.484550952911377
BAC009S0764W0221,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0221.wav,4.1020625,地方政府也要加大资金筹措力度,S0764,地方政府也要加大资金筹措力度,0.0,2.281085252761841,1.5585484504699707
BAC009S0764W0222,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0222.wav,5.407,加强建设资金统筹和组织实施工作,S0764,加强建设统筹和组织实施实施工作,0.26666666666666666,2.3481061458587646,1.4958847761154175
BAC009S0764W0223,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0223.wav,6.139,确保保障性安居工程年度建设任务的完成,S0764,确保保障性安居工程年度建设任务的完成,0.0,2.644564390182495,1.4194235801696777
BAC009S0764W0224,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0224.wav,4.6850625,充分发挥地方政府融资平台作用,S0764,充分发挥地方政府融资平台作用,0.0,2.4973814487457275,1.5151406526565552
BAC009S0764W0225,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0225.wav,6.6740625,鼓励引导社会力量参与建设保障性住房及配套设施,S0764,鼓励引导社会参与建设保障性住房及配套配施设施,0.18181818181818182,1.9718351364135742,1.4494271278381348
BAC009S0764W0226,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0226.wav,8.0019375,尽快将中央补助投资和省级配套资金分解下达到市县,S0764,尽快将中央补助投资和省级配套资金分解下达到市县,0.0,2.3501272201538086,1.5236725807189941
BAC009S0764W0227,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0227.wav,3.027125,二零一二保障房建设,S0764,二零一二保障房建设,0.0,2.007185697555542,1.4955313205718994
BAC009S0764W0228,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0228.wav,4.202,七千万套保障房多少钢材,S0764,七千万套保障房多少钢材,0.0,2.86734938621521,1.8322253227233887
BAC009S0764W0229,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0229.wav,3.561,如何在五天内筹集到七万元,S0764,如何在五天内筹集到七万元,0.0,2.1165225505828857,1.5434744358062744
BAC009S0764W0230,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0230.wav,3.266,各地保障房建设的套数,S0764,各地保障房建设的套数,0.0,2.1899139881134033,1.4898350238800049
BAC009S0764W0231,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0231.wav,3.8830625,保障房和水利建设概念股,S0764,保障房和水利建设概念股,0.0,2.0310802459716797,1.453494906425476
BAC009S0764W0232,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0232.wav,6.2380625,发改委将订制战略避免境外投资恶性竞争到,S0764,发改委将定制战略避免境外投资恶性竞争到,0.05263157894736842,2.479982614517212,1.4888379573822021
BAC009S0764W0233,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0233.wav,5.672,新京报讯记者钟晶晶发改委昨日表示,S0764,新京报讯记者钟晶晶发改委昨日表示,0.0,2.7018954753875732,1.8595843315124512
BAC009S0764W0234,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0234.wav,4.115,政府将制订境外投资总体战略,S0764,政府将制定境外投资总体战略,0.07692307692307693,2.546752691268921,1.6856051683425903
BAC009S0764W0235,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0235.wav,4.072,避免中国企业境外恶性竞争,S0764,避免中国企业境外恶性竞争,0.0,2.8650264739990234,1.5478452444076538
BAC009S0764W0236,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0236.wav,3.6579375,并鼓励企业在境外上市,S0764,并鼓励企业在境外上市,0.0,1.9500077962875366,1.6254385709762573
BAC009S0764W0237,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0237.wav,5.4859375,加强海外信息监测为企业提供对外投资指导,S0764,加强海外信息监测为企业提供对外投资指导,0.0,2.485743284225464,1.6453368663787842
BAC009S0764W0238,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0238.wav,4.6259375,形成一批具有国际竞争力的中国企业,S0764,形成一批具有国际竞争力的中国企业,0.0,2.0291852951049805,1.6162629127502441
BAC009S0764W0239,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0239.wav,5.89,十一五期间我国累计境外投资七千亿美元,S0764,十一五期间我国累计境外投资七千亿美元,0.0,2.992225408554077,1.8604472875595093
BAC009S0764W0240,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0240.wav,3.103,年均增速百分之七,S0764,年均增速百分之七,0.0,2.0985424518585205,2.0827126502990723
BAC009S0764W0242,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0242.wav,3.277,单项投资规模日益增大,S0764,单项投资规模日益增大,0.0,2.8644955158233643,1.535733699798584
BAC009S0764W0243,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0243.wav,3.6579375,几个亿美元的项目不断出现,S0764,几个亿美元的项目不断出现,0.0,2.6923487186431885,1.4651073217391968
BAC009S0764W0244,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0244.wav,4.5,规划对十二五的投资规模未做预测,S0764,规划对十二五的投资规模未做预测,0.0,2.7539031505584717,1.5033613443374634
BAC009S0764W0245,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0245.wav,5.1939375,但在鼓励企业走出去方面释出多个信号,S0764,但在鼓励企业走出去方面试出多个信号,0.058823529411764705,2.5882511138916016,1.9319781064987183
BAC009S0764W0246,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0246.wav,7.1960625,鼓励传统纺织家电汽车等一般制造业外移,S0764,鼓励传统纺织家电汽车等一般制造业外移,0.0,2.3077211380004883,1.4971742630004883
BAC009S0764W0247,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0247.wav,4.7360625,鼓励商业银行去境外开设分支机构,S0764,鼓励商业银行去境外开设分支机构,0.0,2.3156285285949707,1.5128676891326904
BAC009S0764W0248,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0248.wav,4.094,政府将完善境外投资统计制度,S0764,政府将完善境外投资统计制度,0.0,2.494112968444824,1.5288443565368652
BAC009S0764W0249,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0249.wav,4.6120625,实行全口径统计和动态监测,S0764,实行全口径统计和动态监测,0.0,2.432443618774414,1.6723090410232544
BAC009S0764W0250,./aishell/data_aishell/wav/test/S0764/BAC009S0764W0250.wav,3.7989375,确保境外企业和人员安全,S0764,确保境外企业和人员安全,0.0,3.037559747695923,1.8209447860717773
