file_name,file_path,duration,transcription,speaker_id,asr_result,wer,MOS_Quality,MOS_Naturalness,TER
VIVOSSPK22_177,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_177.wav,3.0,CHỦ YẾU LÀ DO CHÚNG TA DỰA VÀO DÂN,VIVOSSPK22, Chủ yếu là do chúng ta dựa vào danh,1.0,4.386622905731201,4.205723762512207,0.0
VIVOSSPK20_006,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_006.wav,2.0625,MẶT SÂN CỎ QUÁ XẤU,VIVOSSPK20, Mặt sân cỏ quá xấu,1.0,4.725390434265137,3.9073245525360094,0.0
VIVOSSPK18_120,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_120.wav,1.65625,XÔ VÀO BỜ,VIVOSSPK18, Xô vào bờ.,1.0,4.581911563873291,4.0227251052856445,0.0
VIVOSSPK29_161,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_161.wav,7.28125,TUY NHIÊN SAU MỘT GIỜ LÀM BÀI MỘT NỮ SINH TẠI HỘI ĐỒNG LÊ QUÝ ĐÔN BỊ NGẤT TRÊN PHÒNG THI,VIVOSSPK29, Tuy nhiên sau một giờ làm bài một nữ sinh tại hội đồng Lê Quý Đôn bị ngất trên phòng thi.,1.0,4.593024730682373,3.986342906951904,0.0
VIVOSSPK22_037,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_037.wav,2.625,CẦU MONG CHO DUYÊN LÀNH,VIVOSSPK22, Cầu mong cho duyên lành.,1.0,4.310074806213379,4.231070041656494,0.0
VIVOSSPK36_139,./tiengviet/vivos_data/train/waves/VIVOSSPK36/VIVOSSPK36_139.wav,5.65625,BÀ VUI RA MẶT KHI CHỊ CÚC CHO BIẾT TẾT NĂM NAY MÁ SẼ NHẬN ĐƯỢC QUÀ TẾT NHIỀU HƠN NĂM RỒI,VIVOSSPK36, Bà vui ra mặt khi chị Cúc cho biết Tết năm nay má sẽ nhận được quà Tết nhiều hơn năm rồi.,1.0,4.72023868560791,3.866694211959839,0.0
VIVOSSPK18_005,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_005.wav,2.34375,TRONG NHỮNG KỲ THI HỌC SINH GIỎI,VIVOSSPK18, Trong những kỳ thi học sinh giỏi,1.0,4.443962574005127,4.10643196105957,0.0
VIVOSSPK29_108,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_108.wav,8.5,KHI ĐIỀU TRA VIÊN THÔNG BÁO TRÊN LOA VỀ VIỆC PHÁ CỬA VÀO TỚI LẦN THỨ BA THÌ CÓ NGƯỜI RA MỞ CỬA,VIVOSSPK29, Khi điều tra viên thông báo trên loa về việc phá cửa vào tới lần thứ ba thì có người ra mở cửa.,1.0,4.776543617248535,3.8170394897460938,0.0
VIVOSSPK15_255,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_255.wav,2.65625,CÔ ĐÃ ĐI SAI MỘT NƯỚC CỜ,VIVOSSPK15, Cô đã đi sai một nước cờ.,1.0,4.428354740142822,4.117478370666504,0.0
VIVOSSPK29_079,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_079.wav,8.0,MỘT ĐÔI LẦN ÔNG ĐÃ TÌM ĐẾN RƯỢU NHƯ MỘT PHƯƠNG CÁCH ĐỂ GIẢI THOÁT MÌNH KHỎI NỖI BUỒN ĐAU TRƯỚC KHI TRỞ VỀ NHÀ,VIVOSSPK29, Một đôi lần ông đã tìm đến rượu như một phương cách để giải quyết mình khỏi nỗi đau buồn trước khi trở về nhà.,1.0,4.780452728271484,3.80629301071167,0.0
VIVOSSPK20_162,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_162.wav,1.59375,MÓNG TAY CÓ MÀU XANH,VIVOSSPK20, Móng tay có màu xanh.,1.0,4.505155563354492,4.044328689575195,0.0
VIVOSSPK15_021,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_021.wav,2.375,CHEN CHÚC LÀM TỔ,VIVOSSPK15, Trang trúc làm tổ,1.0,4.45549201965332,4.077527046203613,0.0
VIVOSSPK15_225,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_225.wav,2.75,NĂM MƯƠI SÁU NĂM MƯƠI BẢY,VIVOSSPK15," Năm mươi sáu, năm mươi bảy.",1.0,4.314558506011963,4.181365966796875,0.0
VIVOSSPK18_077,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_077.wav,1.75,CỨ ĐẠP XE ĐI SUỐT,VIVOSSPK18, Cứ đạp xe đi xuống,1.0,4.544137954711914,3.974766731262207,0.0
VIVOSSPK29_200,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_200.wav,6.0625,CHO TRẺ BỊ ỐM ĂN VỚI LIỀU LƯỢNG NHƯ THẾ NÀO VÀ VÀO LÚC NÀO THÌ THÍCH HỢP,VIVOSSPK29, Cho trẻ bị ốm ăn với liều lượng như thế nào và vào lúc nào thì thích hợp.,1.0,4.604245185852051,3.913875579833984,0.0
VIVOSSPK29_159,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_159.wav,6.375,ĐỐI VỚI CÁC LOẠI GIẤY TỜ NHÀ ĐẤT HỢP LỆ KHÁC THÌ PHẢI ĐỔI SANG GIẤY MỚI KHI CHUYỂN NHƯỢNG,VIVOSSPK29, Đối với các loại giấy tờ nhà đất hợp lệ khác thì phải đổi sang giấy mới khi chuyển nhượng.,1.0,4.704599380493164,3.8236758708953857,0.0
VIVOSSPK22_111,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_111.wav,2.9375,HÌNH NHƯ SẮP CÓ BÃO,VIVOSSPK22, Hình như sắp có bão.,1.0,4.346654891967773,4.133795261383057,0.0
VIVOSSPK18_187,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_187.wav,2.34375,VÀ NÓ TRÔI QUA NGÀY CÀNG NHANH HƠN,VIVOSSPK18, và nó trôi qua ngày càng nhanh hơn.,1.0,4.467700004577637,4.0220136642456055,0.0
VIVOSSPK36_138,./tiengviet/vivos_data/train/waves/VIVOSSPK36/VIVOSSPK36_138.wav,5.375,ÔNG MA VĂN YÊN CHI CỤC TRƯỞNG CHI CỤC THÚ Y YÊN BÁI CHO RẰNG MỨC HỖ TRỢ NHƯ VẬY LÀ QUÁ ĐƯỢC,VIVOSSPK36," Ông Ma Văn Yên, chi cục trưởng chi cục thú y yên bái cho rằng mức hỗ trợ như vậy là quá được.",1.0,4.7795515060424805,3.7440710067749023,0.0
VIVOSSPK18_115,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_115.wav,3.125,TÔI MẮC CỠ NÊN TRỐN BIỆT MỖI LẦN PHẢI CHẠM MẶT NHAU,VIVOSSPK18, Tôi mắc cỡ nên trốn biệt mỗi lần phải chạm mặt nhau,1.0,4.607585906982422,3.8800034523010254,0.0
VIVOSSPK20_046,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_046.wav,2.0625,CÔNG CẮN XÉ TÊN TRỘM,VIVOSSPK20, Công cắn xé tên trộm.,1.0,4.632071018218994,3.84896731376648,0.0
VIVOSSPK18_071,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_071.wav,2.9375,VAI TRÒ MỚI CỦA BẠN SẼ MANG LẠI CHO BẠN CƠ HỘI,VIVOSSPK18, vai trò mới của bạn sẽ mang lại cho bạn cơ hội,1.0,4.645146369934082,3.836754083633423,0.0
VIVOSSPK29_138,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_138.wav,6.5625,TUY NHIÊN ÔNG LỊCH CŨNG NHÌN NHẬN SỨC CUNG CHO THỊ TRƯỜNG KHÔNG KỊP SO VỚI NHU CẦU,VIVOSSPK29, Tuy nhiên ông Lịch cũng nhìn nhận sức cung cho thị trường không kịp so với nhu cầu.,1.0,4.57115364074707,3.888902187347412,0.0
VIVOSSPK22_143,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_143.wav,3.0,CHUẨN BỊ CHO BỮA CƠM CỦA CẢ ĐỒN,VIVOSSPK22, Chuẩn bị cho bữa cơm của cả đồn,1.0,4.614081382751465,3.849053859710693,0.0
VIVOSSPK18_073,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_073.wav,3.09375,ĐỊNH HƯỚNG LẠI LÀ NHỮNG GỢI MỞ ĐÁNG SUY NGHĨ,VIVOSSPK18, Định hướng lại là những gợi mở đáng suy nghĩ.,1.0,4.272871494293213,4.144379138946533,0.0
VIVOSSPK29_127,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_127.wav,7.375,HỌ NÓI VỚI CHỦ TRẠI LÀ ĐỊNH MUA ĐỂ NUÔI GÀ VÀ LÀM NHÀ NGHỈ GẦN BIỂN,VIVOSSPK29, Họ nói với chủ trại là định mua để nuôi gà và làm nhà nghỉ gần biển.,1.0,4.641382217407227,3.817486763000488,0.0
VIVOSSPK29_087,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_087.wav,8.9375,NHƯNG VẤN ĐỀ ÔNG BĂN KHOĂN LÀ KHI ĐỀN BÙ XONG THÌ CHIA LỢI NHUẬN VỚI NGƯỜI GÓP VỐN BẰNG CÁCH NÀO,VIVOSSPK29, Nhưng vấn đề ông băng khoăn là khi đền bù xong thì chia lợi nhuận với người gấp vốn bằng cách nào?,1.0,4.483262062072754,3.954880714416504,0.0
VIVOSSPK18_131,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_131.wav,1.8125,ĐÃ KHIẾN NHIỀU NGƯỜI SẬP BẪY,VIVOSSPK18, Đã khiến nhiều người sập bẫy,1.0,4.417213439941406,4.011443138122559,0.0
VIVOSSPK29_071,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_071.wav,6.6875,NÓ MINH CHỨNG CHO MỘT ĐẤT NƯỚC HÒA BÌNH ĐANG CHỨA CĂNG SỨC SỐNG CỦA TUỔI TRẺ,VIVOSSPK29, Nó minh chứng cho một đất nước hòa bình đang chứa căng sức sống của tuổi trẻ.,1.0,4.637731552124023,3.8179216384887695,0.0
VIVOSSPK20_077,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_077.wav,3.25,CÂU HỎI GIÚP NGƯỜI TA SÁNG TỎ TRONG NHỮNG SUY NGHĨ CỦA MÌNH,VIVOSSPK20, Câu hỏi giúp người ta sáng tỏa trong những suy nghĩ của mình.,1.0,4.780159950256348,3.693796634674072,0.0
VIVOSSPK20_089,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_089.wav,2.4375,THẬT SỰ MÀ LÀ BỞI LÒNG HẬN THÙ,VIVOSSPK20, Thật sự mà là bởi lòng hận thù,1.0,4.824602127075195,3.654163837432861,0.0
VIVOSSPK29_164,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_164.wav,7.875,CỤ TÊN NGÔ VĂN BI Ở ĐẤT GÒ CÔNG TIỀN GIANG HÌNH NHƯ AI CŨNG BIẾT VÀ KÍNH MẾN CỤ,VIVOSSPK29, Cụ tên Ngô Văn Bi ở đất Gò Công Tiền Giang hình như ai cũng biết và kính mến cụ.,1.0,4.587512969970703,3.8531885147094727,0.0
VIVOSSPK18_283,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_283.wav,1.75,VÀ TÔI LÀ MỘT NGHỆ SĨ,VIVOSSPK18, Và tôi là một nghệ sĩ.,1.0,4.611879348754883,3.81771183013916,0.0
VIVOSSPK29_103,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_103.wav,8.09375,CHẤT LƯỢNG CÔNG TÁC BẢO VỆ CHĂM SÓC SỨC KHOẺ CÒN THẤP CHƯA ĐÁP ỨNG ĐƯỢC YÊU CẦU KHÁM CHỮA BỆNH CỦA NHÂN DÂN,VIVOSSPK29," Chất lượng công tác bảo vệ chăm sóc sức khỏe còn thấp, chưa đáp ứng được yêu cầu khám chữa bệnh của nhân dân.",1.0,4.837954044342041,3.710635185241699,0.0416666666666666
VIVOSSPK29_088,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_088.wav,7.0625,CỤ THỂ CHƯƠNG TRÌNH SẼ ĐƯỢC THỰC HIỆN NHƯ THẾ NÀO VÀ TRONG BAO LÂU,VIVOSSPK29, Cụ thể chương trình sẽ được thực hiện như thế nào và trong bao lâu?,1.0,4.63785457611084,3.784883975982666,0.0
VIVOSSPK15_088,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_088.wav,2.9375,RỒI MỚI THỰC HIỆN SIÊU ÂM,VIVOSSPK15, Rồi mới thực hiện siêu âm,1.0,4.421018123626709,3.9720919132232666,0.0
VIVOSSPK18_045,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_045.wav,1.96875,CŨNG GÕ VÀO MÁY VI TÍNH,VIVOSSPK18, Cũng gõ vào máy vi tính.,1.0,4.668554306030273,3.756179571151733,0.0
VIVOSSPK22_283,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_283.wav,3.0625,THẤY EM CÒN NHỎ ANH CUA ĐỂ DÀNH,VIVOSSPK22, Thấy em còn nhỏ anh cua để dành.,1.0,4.249998092651367,4.119419574737549,0.0
VIVOSSPK18_097,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_097.wav,3.6875,CHO NHỮNG NGƯỜI CƯƠNG QUYẾT Ở LẠI CÁC TẦNG CAO CỦA NHÀ MÌNH,VIVOSSPK18, Cho những người cương quyết ở lại các tầng cao của nhà mình.,1.0,4.755173683166504,3.6790499687194815,0.0
VIVOSSPK29_189,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_189.wav,5.78125,LẼ DĨ NHIÊN CÁI THỊ XÃ NÀY LÀ HẠT NHÂN BÊN CẠNH HÀNG CHỤC CÂY SỐ ĐỒI NÚI,VIVOSSPK29, Lẽ dĩ nhiên cái thị xã này là hạt nhân bên cạnh hàng chục cây số đồi núi,1.0,4.767033576965332,3.667727470397949,0.0
VIVOSSPK35_198,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_198.wav,12.84375,SỐ TIỀN NÀY SẼ ĐƯỢC CỘNG VÀO TÀI KHOẢN CỦA NGƯỜI NHẬN ĐỒNG THỜI SẼ ĐƯỢC TRỪ ĐI TRONG TÀI KHOẢN NGƯỜI GỬI,VIVOSSPK35, Số tiền này sẽ được cộng vào tài khoản của người nhận đồng thời sẽ được trừ đi trong tài khoản người gửi.,1.0,4.497366905212402,3.8963658809661865,0.0
VIVOSSPK18_049,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_049.wav,2.375,NHƯNG TÔI ĐÃ NHANH CHÓNG TÌM HIỂU,VIVOSSPK18, Nhưng tôi đã nhanh chóng tìm hiểu,1.0,4.73809814453125,3.684311389923096,0.0
VIVOSSPK29_075,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_075.wav,7.5,ÔNG NGHĨ NẾU XỬ LÝ ĐƯỢC HAI CHUYỆN NÀY THÌ TRỒNG DƯA ĐƯỢC NÊN TÌM BIỆN PHÁP CÁCH LY PHÈN KHỎI DÂY DƯA,VIVOSSPK29, Ông nghĩ nếu xử lý được hai chuyện này thì trồng dưa được nên tìm biện pháp cách ly phèn khỏi dây dưa.,1.0,4.640288352966309,3.760562419891357,0.0
VIVOSSPK22_019,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_019.wav,2.8125,ĂN Ở CÓ NHÂN CÓ NGHĨA,VIVOSSPK22, Ăn ở có nhanh có nghĩa.,1.0,4.3235368728637695,4.032749652862549,0.0
VIVOSSPK29_176,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_176.wav,6.8125,TÔI BIẾT PHÍA SAU LỜI RỦ RÊ CHÍNH LÀ MA TÚY MÀ NGƯỜI NGHIỆN KHÔNG CHẾT THÌ CŨNG VÀO TÙ,VIVOSSPK29, Tôi biết phía sau lờ rũ rê chính là ma túy mà người nghiện không chết thì cũng vào tù.,1.0,4.555028915405273,3.940591335296631,0.05
VIVOSSPK22_055,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_055.wav,2.75,NHƯNG KHÔNG LOẠI TRỪ,VIVOSSPK22, Nhưng không loại trừ,1.0,4.157865524291992,4.174647331237793,0.0
VIVOSSPK25_142,./tiengviet/vivos_data/train/waves/VIVOSSPK25/VIVOSSPK25_142.wav,6.875,CHÚNG TÔI NHẸ NHÀNG NÓI CHUYỆN VỚI NÓ NHƯ TRƯỚC ĐÂY NHƯNG ĐỘT NHIÊN NÓ ĐÁNH MẠNH CHIẾC MỎ,VIVOSSPK25, Chúng tôi nhẹ nhàng nói chuyện với nó như trước đây nhưng đột nhiên nó đánh mạnh chiếc mỏ,1.0,4.758972644805908,3.651076555252075,0.0
VIVOSSPK22_163,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_163.wav,3.28125,TRONG VIỆC CHUYỂN GIAO CÁC THIẾT BỊ QUAN TRỌNG,VIVOSSPK22," Trong việc chuyển giao các thiết bị quan trọng,",1.0,4.312483787536621,4.033843040466309,0.0
VIVOSSPK29_137,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_137.wav,10.28125,TÔI ĐỌC NHẬT KÝ CHIẾN TRANH LÀ ĐỂ ĐƯỢC MỘT LẦN NỮA TRỞ LẠI VỚI NHÂN DÂN MÌNH Ở MỘT THỜI ĐAU ĐỚN NHẤT SONG CŨNG NHIỀU XÚC CẢM NHẤT,VIVOSSPK29, Tôi đọc nhật ký chiến tranh là để được một lần nữa trở lại với nhân dân mình ở một thờ đau đớn nhất xong cũng nhiều cảm xúc nhất.,1.0,4.739749908447266,3.8065338134765625,0.0666666666666666
VIVOSSPK20_026,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_026.wav,1.875,CÓ NHIỆM VỤ LÀM ẨM,VIVOSSPK20, Có nhiệm vụ làm ẩm.,1.0,4.4030280113220215,3.9497365951538086,0.0
VIVOSSPK18_100,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_100.wav,2.5,TÔI NHỚ NHẤT NHỮNG PHIÊN CHỢ TẾT CUỐI NĂM,VIVOSSPK18, Tôi nhớ nhất những viên chợ Tết cuối năm,1.0,4.562600612640381,3.809391736984253,0.0
VIVOSSPK20_165,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_165.wav,2.09375,VỀ ĐỜI SỐNG TÌNH CẢM CỦA DÌ,VIVOSSPK20, Về đời sống tình cảm của dì,1.0,4.670748710632324,3.714401245117188,0.0
VIVOSSPK22_083,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_083.wav,4.125,HAI NGƯỜI ĐÃ BỊ BAO VÂY BỞI HỆ THỐNG ĂN XIN NỐI DÀI,VIVOSSPK22, Hai người đã bị bao vây bởi hệ thống ăn xin nối dài.,1.0,4.247025012969971,4.079319477081299,0.0
VIVOSSPK15_016,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_016.wav,2.375,CÓ Ý KIẾN CHO RẰNG,VIVOSSPK15, Có ý kiến cho rằng,1.0,4.286956787109375,4.037914752960205,0.0
VIVOSSPK20_255,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_255.wav,2.28125,CÔ ĐÃ ĐI SAI MỘT NƯỚC CỜ,VIVOSSPK20, Cô đã đi sai một nước cờ,1.0,4.619281768798828,3.749057531356812,0.0
VIVOSSPK15_180,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_180.wav,2.5625,TRƯỚC ĐÂY XE BUÝT ĐẦY GÀ VỊT,VIVOSSPK15, Trước đây xe bus đầy gà vịt,1.0,4.230515956878662,4.082000732421875,0.0
VIVOSSPK29_152,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_152.wav,6.15625,ĐÂY LÀ VIỆC LÀM THIẾT THỰC CỦA BƯU ĐIỆN GIẢM BỚT PHIỀN HÀ KHÔNG ĐÁNG CÓ CHO KHÁCH GIAO DỊCH,VIVOSSPK29, Đây là việc làm thiết thực của bưu điện giảm bớt phiền hà không đáng có cho khách giao dịch.,1.0,4.762344837188721,3.619527339935303,0.0
VIVOSSPK20_003,./tiengviet/vivos_data/train/waves/VIVOSSPK20/VIVOSSPK20_003.wav,2.0625,CẢNH SÁT TRƯỞNG NHƯỚNG MÀY VỀ PHÍA BÀ,VIVOSSPK20, Cảnh sát trưởng nhớ mày về phía bà.,1.0,4.747793197631836,3.9060351848602295,0.125
VIVOSSPK18_056,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_056.wav,2.375,THÌ CHIẾC ĐÒ ĐÃ CHÌM MẤT TĂM,VIVOSSPK18, Thì giết đòi đã chìm mất tâm,1.0,4.412302970886231,3.9170236587524414,0.0
VIVOSSPK22_278,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_278.wav,2.5,ĐÀN BÀ CHỈ CẦN MỘT THỨ,VIVOSSPK22, Đàn bà chỉ cần một thứ,1.0,4.2456464767456055,4.0615410804748535,0.0
VIVOSSPK22_048,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_048.wav,2.84375,CẢM THẤY MÌNH HOÀN TOÀN KHÁC BIỆT,VIVOSSPK22, Cảm thấy mình hoàn toàn khác biệt.,1.0,4.19549560546875,4.102413177490234,0.0
VIVOSSPK29_162,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_162.wav,6.90625,TRONG KHI ĐÓ LẦU NĂM GÓC CHO BIẾT HỌ KHÔNG NHẬN ĐƯỢC THÔNG TIN NÀO VỀ VỤ TẤN CÔNG NÓI TRÊN,VIVOSSPK29," Trong khi đó, Lầu Năm Góc cho biết họ không nhận được thông tin nào về vụ tấn công nói trên.",1.0,4.545753479003906,3.7970433235168457,0.0
VIVOSSPK18_154,./tiengviet/vivos_data/train/waves/VIVOSSPK18/VIVOSSPK18_154.wav,2.4375,KHI THỦY TRIỀU LÊN QUÁ CAO ĐE DỌA THÀNH PHỐ,VIVOSSPK18, Khi thủy triều lên quá cao đe dọa thành phố,1.0,4.542982578277588,3.789795398712158,0.0
VIVOSSPK15_012,./tiengviet/vivos_data/train/waves/VIVOSSPK15/VIVOSSPK15_012.wav,5.0625,NHIỀU HÃNG PHIM ĐÃ VÀO CUỘC ĐỂ ĐÒI QUYỀN LỢI CỦA MÌNH,VIVOSSPK15, Nhiều hãng phim đã vào cuộc để đòi quyền lợi của mình.,1.0,4.462539196014404,3.8591809272766113,0.0
VIVOSSPK22_016,./tiengviet/vivos_data/train/waves/VIVOSSPK22/VIVOSSPK22_016.wav,4.25,HÃY NGHE CHONG CHÓNG GIÓ ĐỂ THẤY NHỮNG ƯỚC MƠ NGÀY BÉ THƠ,VIVOSSPK22, Hãy nghe trong trống gió để thấy những ước mơ ngày bé thơ.,1.0,4.521707534790039,3.8072433471679688,0.0
VIVOSSPK29_110,./tiengviet/vivos_data/train/waves/VIVOSSPK29/VIVOSSPK29_110.wav,6.0625,SAI MỚI ĂN NO XONG MÁU CẦN DỒN ĐẾN CƠ QUAN DẠ DÀY ĐỂ TẬP TRUNG CHO VIỆC TIÊU HÓA,VIVOSSPK29," Sai mới ăn no xong, máu cần dồn đến cơ quan dạ dày để tập trung cho việc tiêu hóa.",1.0,4.460842609405518,3.859875679016113,0.0
