file_name,original_path,inference_path,ground_truth,original_transcript,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_26826729,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,仍被视为尊贵的血统,0.1111111111111111,0.0,-0.1111111111111111,2.9194865226745605,2.852924108505249,0.9370936019505127
common_voice_zh-TW_31113743,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,0.0,0.0,0.0,2.4711251258850098,3.029425621032715,0.9534410897036865
common_voice_zh-TW_37952977,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场了,0.0,0.0,0.0,3.333132743835449,3.221301555633545,0.9645620183313669
common_voice_zh-TW_22006784,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,0.0,0.0,0.0,1.4668182134628296,2.8578851222991943,0.9097257670483014
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过5000人的企业用吗?,0.18181818181818182,0.18181818181818182,0.0,3.597278118133545,3.637897491455078,0.9605175402702321
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,強迫開放引進新東西的話,0.45454545454545453,0.45454545454545453,0.0,2.840308904647827,3.1508424282073975,0.9325589191275162
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻賀,0.4,0.4,0.0,1.302363395690918,2.358783006668091,0.8909425362913228
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其實每一年都有金金,0.2222222222222222,0.3333333333333333,0.1111111111111111,3.074220895767212,3.0264198780059814,0.8329754394844652
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,當局者明確落下,0.8333333333333334,0.8333333333333334,0.0,2.0887794494628906,2.3019614219665527,0.494980791705842
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,0.0,0.0,0.0,2.4538049697875977,3.178067684173584,0.9561104351729854
common_voice_zh-TW_27459935,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27459935.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27459935_inference.wav,由两种相同元素组成的化合物,由兩種相同元素組成的化合物,由两种相同元素组成的化合物,0.23076923076923078,0.0,-0.23076923076923078,2.0406618118286133,3.211745023727417,0.9068797557319096
common_voice_zh-TW_25115780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25115780.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_25115780_inference.wav,差不多是园游会等级,差不多是原油会等级,差不多是原油会等级,0.2222222222222222,0.2222222222222222,0.0,3.1665937900543213,3.5129024982452393,0.8795765845015424
common_voice_zh-TW_36445549,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36445549.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_36445549_inference.wav,东亚各国的相关事件,东亚各国的相关事件,东亚各国的相关事件,0.0,0.0,0.0,2.2787773609161377,2.992605447769165,0.958942943181004
common_voice_zh-TW_32161714,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32161714.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_32161714_inference.wav,国立台北教育大学,国立台北教育大学,国立台北教育大学,0.0,0.0,0.0,3.3285093307495117,3.564772844314575,0.959049103330313
common_voice_zh-TW_22765224,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765224.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22765224_inference.wav,作为核发查询码的身分辨识,作为核发查询码的身份辨识,作为核发查询码者身份辨识,0.08333333333333333,0.16666666666666666,0.08333333333333333,2.961775541305542,3.2987544536590576,0.8917361674277816
common_voice_zh-TW_19239250,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19239250.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_19239250_inference.wav,杜先生，你先上来楼上,"杜先生,你先来楼上。","杜先生,你先来楼上",0.1111111111111111,0.1111111111111111,0.0,2.3934202194213867,3.5127322673797607,0.9672684513614913
common_voice_zh-TW_30481720,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30481720.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_30481720_inference.wav,统筹调度的实力发挥,统筹调度的实力发挥,统筹调度的实力发挥,0.0,0.0,0.0,2.485475540161133,3.1883914470672607,0.9658723709204283
common_voice_zh-TW_31483227,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31483227.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31483227_inference.wav,捷运新北产业园区站,捷运新北产业圆区站,协议新北产业园区站,0.1111111111111111,0.2222222222222222,0.1111111111111111,1.4988572597503662,2.344526767730713,0.79592258547808
common_voice_zh-TW_19419800,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19419800.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_19419800_inference.wav,推特这个到底是发生了什么事,推特這個到底是發生了什麼事,推特這個到底是發生了什麼事?,0.3076923076923077,0.3076923076923077,0.0,2.968372344970703,3.7825868129730225,0.9690599817909625
common_voice_zh-TW_31313987,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31313987.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31313987_inference.wav,某日该河甲处的时间及盐度记录,某日该何假处的时间及延度记录,某日该何假出的时间及延度记录,0.21428571428571427,0.2857142857142857,0.07142857142857142,2.8280584812164307,3.5463407039642334,0.9635097941050319
common_voice_zh-TW_26774537,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26774537.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_26774537_inference.wav,主要集中在胎生幼苗,主要集中在泰山幼苗,主要集中在海上丟料,0.2222222222222222,0.4444444444444444,0.2222222222222222,2.6995997428894043,1.9525425434112549,0.9668847114440166
common_voice_zh-TW_36635605,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36635605.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_36635605_inference.wav,新中横公路嘉义玉山线,新中恒公路嘉義御山線,新中恒公路嘉義御山線,0.4,0.4,0.0,2.100966453552246,3.4275906085968018,0.9519786555468126
common_voice_zh-TW_30576707,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30576707.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_30576707_inference.wav,东山咖啡大道,东山咖啡大道,东山咖啡大道,0.0,0.0,0.0,3.6938281059265137,3.396897315979004,0.9537752124926506
common_voice_zh-TW_19243536,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243536.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_19243536_inference.wav,才能够完成、超越自己,才能够完成超越自己,才能够完成超越自己,0.0,0.0,0.0,2.8843750953674316,3.256925106048584,0.8058795233309318
common_voice_zh-TW_36444578,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_36444578.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_36444578_inference.wav,学习与记忆的核心关键,学习与记忆的核心关键,学习与记忆的核心关键,0.0,0.0,0.0,3.0135085582733154,2.917287588119507,0.9500989640394125
common_voice_zh-TW_18670563,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18670563.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_18670563_inference.wav,要加酱油吗？,要加酱油吗?,要加酱油吗?,0.0,0.0,0.0,2.198042869567871,3.236945629119873,0.9541495877883774
common_voice_zh-TW_22019228,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22019228.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22019228_inference.wav,有时设计者会自然预设使用者是右撇子,有時設計者會自然預設使用者是右撇子,有時設計者會自然預設使用者是右撇子,0.35294117647058826,0.35294117647058826,0.0,2.4584567546844482,3.2365472316741943,0.9457960348907074
common_voice_zh-TW_27103780,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27103780.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27103780_inference.wav,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,有关二头肌和三头肌的描述,0.0,0.0,0.0,2.3957622051239014,3.482118606567383,0.9461637689251848
common_voice_zh-TW_31437436,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31437436.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31437436_inference.wav,他们身在大自然中,他们身在大自然中,他们身在大自然中,0.0,0.0,0.0,1.408345103263855,2.408630132675171,0.9323405333375083
common_voice_zh-TW_27165927,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27165927.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27165927_inference.wav,运用了思维能力,運用了思維能力,運用了思維能力,0.2857142857142857,0.2857142857142857,0.0,3.4408936500549316,3.834153413772583,0.9752847806431967
common_voice_zh-TW_31451722,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31451722.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31451722_inference.wav,高雄市立图书馆美浓分馆,高雄市立图书馆美农分馆,高雄市立图书馆美农分馆,0.09090909090909091,0.09090909090909091,0.0,3.7260003089904785,3.7083346843719482,0.9719637576088325
common_voice_zh-TW_27359046,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27359046.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27359046_inference.wav,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,但两个阶段之间似乎并不相连,0.0,0.0,0.0,2.292026996612549,2.5868592262268066,0.8959543674311599
common_voice_zh-TW_24478304,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478304.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_24478304_inference.wav,拦下一艘载满牲畜的船,拦下一艘在蛮深处的船,拦下一艘在蛮深处的船,0.4,0.4,0.0,3.387566089630127,3.556704044342041,0.9735919430417942
common_voice_zh-TW_31145496,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145496.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31145496_inference.wav,完全可以来工寮,完全可以来公了,完全可以来公了,0.2857142857142857,0.2857142857142857,0.0,3.5675230026245117,3.3778882026672363,0.9642425740110637
common_voice_zh-TW_30767022,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30767022.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_30767022_inference.wav,发想改变世界的点子,发想改变世界的点子,发想改变世界的点子,0.0,0.0,0.0,2.518195152282715,3.608893632888794,0.8348265166249457
common_voice_zh-TW_17460981,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460981.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_17460981_inference.wav,努力寻找正职机会,努力寻找正直机会,努力寻找正直机会,0.125,0.125,0.0,3.4664463996887207,3.2697503566741943,0.90168277855197
common_voice_zh-TW_27965506,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27965506.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27965506_inference.wav,我会负责到离职的那天,我會住在大理寫的那天,我会负责大离奇的那天,0.6,0.2,-0.39999999999999997,2.4041085243225098,3.6925857067108154,0.9766809818415648
common_voice_zh-TW_25906007,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25906007.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_25906007_inference.wav,以传输对象来区别,以传说对象来区别,以传说对象来区别,0.125,0.125,0.0,3.145191192626953,3.648482322692871,0.9727283399409883
common_voice_zh-TW_17460998,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17460998.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_17460998_inference.wav,我们会有更坚强的实力,我们会有更坚强的实力。,我们会有更坚强的实力,0.0,0.0,0.0,2.817552089691162,3.1031246185302734,0.9624678551726066
common_voice_zh-TW_22765404,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22765404.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22765404_inference.wav,不会影响到他们的压力测试,不會影響到他們的壓力測試,不會影響到他們的壓力測試,0.5,0.5,0.0,2.371225357055664,2.9427554607391357,0.710844579375688
common_voice_zh-TW_22720661,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720661.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22720661_inference.wav,不再只是法律人的司法,不再只是法律人的司法,不再只是法律人的司法,0.0,0.0,0.0,2.494748830795288,2.4302642345428467,0.895715264554967
common_voice_zh-TW_24479853,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24479853.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_24479853_inference.wav,很容易碎成小小块的,很容易碎成小小塊的,很容易碎成小小块的,0.1111111111111111,0.0,-0.1111111111111111,2.1958224773406982,3.101233720779419,0.9554692453558581
common_voice_zh-TW_30583521,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30583521.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_30583521_inference.wav,台北市重庆北路,台北市重庆北路,台北市重庆北路,0.0,0.0,0.0,2.40057373046875,3.3315556049346924,0.9535322740567762
common_voice_zh-TW_17508017,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17508017.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_17508017_inference.wav,世界上第二有公信力的,世界上第二有公信力的,世界上第二有公信力的,0.0,0.0,0.0,3.4073917865753174,3.811100721359253,0.9724815791156733
common_voice_zh-TW_27358973,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27358973.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_27358973_inference.wav,东南亚自古深受中国和印度的影响,东南亚自古深受中国和印度的影响,东南亚自古深受中国和印度的影响,0.0,0.0,0.0,1.8326783180236816,3.0352227687835693,0.8736437171728232
common_voice_zh-TW_31065407,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065407.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31065407_inference.wav,连络中南部次要城镇,聯絡中南部次要成正,联络中央部次要成正,0.4444444444444444,0.4444444444444444,0.0,2.0347418785095215,3.222886085510254,0.9452138677594901
common_voice_zh-TW_32166450,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32166450.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_32166450_inference.wav,台北市立天文馆,台北市立天文館,台北市立天文館,0.14285714285714285,0.14285714285714285,0.0,2.9444034099578857,3.569376230239868,0.9521757661976181
common_voice_zh-TW_35099737,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_35099737.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_35099737_inference.wav,但大家都会听你说,但大家都会听你说,但大家都会听你说,0.0,0.0,0.0,3.012784957885742,2.622525691986084,0.9512616656016555
common_voice_zh-TW_18735146,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18735146.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_18735146_inference.wav,把重要的工作耽搁下来,把重要的工作單割下來,把重要的工作耽擱下來,0.3,0.2,-0.09999999999999998,3.4782583713531494,3.5841481685638428,0.9664984034184876
common_voice_zh-TW_26944190,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26944190.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_26944190_inference.wav,某种地形的立体透视图,某种地形的立体透视图,某种地形的立体透视图,0.0,0.0,0.0,3.3871333599090576,3.300929069519043,0.966752167962923
common_voice_zh-TW_22460736,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22460736.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_22460736_inference.wav,不安、矛盾、与对立,不安、矛盾与对立,不安、矛盾与对立,0.0,0.0,0.0,2.867072343826294,3.662146806716919,0.9740149143503776
common_voice_zh-TW_31145545,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31145545.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_31145545_inference.wav,消长已停止,校长一听句,校长一听句,0.8,0.8,0.0,3.3968162536621094,3.390019178390503,0.9669428259104704
common_voice_zh-TW_21270766,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_21270766.mp3,/homes/jiasin/MimiCodec/mimi_recons_wav_commonvoice/common_voice_zh-TW_21270766_inference.wav,反而不利于语言复育,反而不利于语言富裕,反而不利于语言富裕,0.2222222222222222,0.2222222222222222,0.0,2.3866097927093506,2.996227979660034,0.9459128728162116
